r,rr,USD2004perMW
p115,p2,1640862.73
p115,p3,1529554.33
p115,p4,1587371.39
p115,p5,1749915.91
p115,p6,1725591.58
p115,p7,1463197.25
p115,p8,1712668.07
p115,p9,1968040.12
p115,p10,1815598.88
p115,p11,1752312.88
p115,p12,1621061.45
p115,p13,1551009.45
p115,p14,1518511.93
p115,p15,1431694.87
p115,p16,1283768.19
p115,p17,1347638.76
p115,p18,1231127.22
p115,p19,1090709.32
p115,p20,1134185.17
p115,p21,1108375.09
p115,p22,1064226.12
p115,p23,1016699.48
p115,p24,982095.06
p115,p25,1277160.64
p115,p26,1195672.13
p115,p27,1516615.81
p115,p28,1461971.4
p115,p29,1271620.35
p115,p30,1400641.13
p115,p31,1177241.9
p115,p32,939730.83
p115,p33,1007517.55
p115,p34,1019368.97
p115,p35,1045158.55
p115,p36,913408.69
p115,p37,832893.59
p115,p38,749172.09
p115,p39,938554.76
p115,p40,790396.72
p115,p41,717127.07
p115,p42,839426.86
p115,p43,704624.35
p115,p44,739225.81
p115,p45,683239.63
p115,p46,612526.43
p115,p47,1113532.11
p115,p48,1049892.41
p115,p49,952606.25
p115,p50,872414.5
p115,p51,815935.41
p115,p52,910275.39
p115,p53,811482.45
p115,p54,704596.47
p115,p55,717464.28
p115,p56,780252.61
p115,p57,911881.04
p115,p58,963705.47
p115,p59,1229274.03
p115,p60,1103671.24
p115,p61,1196463.12
p115,p62,1132626.99
p115,p63,995801.46
p115,p64,1142874.48
p115,p65,1213951.75
p115,p66,1000757.72
p115,p67,1074834.29
p115,p68,689494.14
p115,p69,610346.08
p115,p70,639959.19
p115,p71,624840.7
p115,p72,586773.07
p115,p73,650862.72
p115,p74,701465.12
p115,p75,594072.17
p115,p76,585910.25
p115,p77,600925.04
p115,p78,545394.51
p115,p79,526301.15
p115,p80,469259.63
p115,p81,546905.89
p115,p82,530551.62
p115,p83,500365.46
p115,p84,652020.04
p115,p85,762889.18
p115,p86,848382.45
p115,p87,840231.07
p115,p88,785483.28
p115,p89,886824.31
p115,p90,1007046.61
p115,p91,1064870.86
p115,p92,675808.53
p115,p93,613506.5
p115,p94,891580.28
p115,p95,860656.73
p115,p96,956540.37
p115,p97,789424.14
p115,p98,719020.84
p115,p99,739455.23
p115,p100,373293.53
p115,p101,1344864.37
p115,p102,1522086.37
p115,p103,361889.92
p115,p104,401200.81
p115,p105,388731.39
p115,p106,457884.27
p115,p107,552884.27
p115,p108,559459.95
p115,p109,560824.35
p115,p110,615497.48
p115,p111,246123.11
p115,p112,306838.86
p115,p113,378667.2
p115,p114,413456.22
p115,p116,290651.57
p115,p117,461245.5
p115,p118,593756.76
p115,p119,276812.71
p115,p120,332540.47
p115,p121,337520.87
p115,p122,549303.25
p115,p123,456985.16
p115,p124,684383.96
p115,p125,548964.38
p115,p126,572050.01
p115,p127,724624.99
p115,p128,779536.79
p115,p129,877785.2
p115,p130,1029147.67
p115,p131,1059922.8
p115,p132,814613.19
p115,p133,1016373.96
p115,p134,1235985.75
p116,p1,1655783.34
p116,p2,1564566.41
p116,p3,1453258.0
p116,p4,1511075.07
p116,p5,1669796.35
p116,p6,1645472.02
p116,p7,1383077.69
p116,p8,1632548.52
p116,p9,1887920.56
p116,p10,1702192.2
p116,p11,1638906.21
p116,p12,1540941.89
p116,p13,1460782.67
p116,p14,1442215.61
p116,p15,1351575.31
p116,p16,1203648.63
p116,p17,1271342.44
p116,p18,1154830.9
p116,p19,1014550.25
p116,p20,1057888.84
p116,p21,1030851.72
p116,p22,987929.8
p116,p23,940403.16
p116,p24,892705.36
p116,p25,1195713.36
p116,p26,1113063.25
p116,p27,1403209.14
p116,p28,1348564.72
p116,p29,1158213.68
p116,p30,1287234.46
p116,p31,1063835.22
p116,p32,863434.51
p116,p33,906093.09
p116,p34,912078.56
p116,p35,968862.23
p116,p36,837249.63
p116,p37,756803.1
p116,p38,672875.77
p116,p39,858435.2
p116,p40,694033.49
p116,p41,626511.97
p116,p42,770167.39
p116,p43,634704.19
p116,p44,663066.75
p116,p45,606181.14
p116,p46,542606.26
p116,p47,1000125.43
p116,p48,936485.73
p116,p49,839199.57
p116,p50,759007.83
p116,p51,699263.48
p116,p52,796868.72
p116,p53,698075.78
p116,p54,592228.84
p116,p55,597961.02
p116,p56,655780.55
p116,p57,775853.98
p116,p58,827678.41
p116,p59,1115867.35
p116,p60,990264.56
p116,p61,1083056.44
p116,p62,1019220.32
p116,p63,860207.35
p116,p64,1006847.43
p116,p65,1077924.69
p116,p66,864730.66
p116,p67,938807.23
p116,p68,613360.74
p116,p69,534049.76
p116,p70,556775.58
p116,p71,517366.11
p116,p72,466136.36
p116,p73,530838.8
p116,p74,632343.96
p116,p75,524951.01
p116,p76,516789.08
p116,p77,531665.58
p116,p78,475790.62
p116,p79,457179.98
p116,p80,399650.98
p116,p81,464671.95
p116,p82,426719.74
p116,p83,383563.3
p116,p84,516425.93
p116,p85,626862.12
p116,p86,712355.39
p116,p87,704204.01
p116,p88,649456.22
p116,p89,706958.68
p116,p90,871019.55
p116,p91,928843.8
p116,p92,526210.85
p116,p93,463384.45
p116,p94,693439.23
p116,p95,630928.88
p116,p96,799011.52
p116,p97,609717.89
p116,p98,632123.3
p116,p99,745209.25
p116,p100,551734.43
p116,p101,1146723.31
p116,p102,1338277.52
p116,p103,327710.64
p116,p104,350418.05
p116,p105,309817.77
p116,p106,325195.14
p116,p107,416603.63
p116,p108,417858.29
p116,p109,404782.56
p116,p110,351647.27
p116,p111,283450.58
p116,p112,163207.35
p116,p113,226890.05
p116,p114,255260.51
p116,p115,290651.57
p116,p117,182801.17
p116,p118,502403.98
p116,p119,544321.96
p116,p120,564196.95
p116,p121,569177.35
p116,p122,780959.72
p116,p123,681023.94
p116,p124,916040.43
p116,p125,780620.86
p116,p126,803706.49
p116,p127,869371.16
p116,p128,1011193.27
p116,p129,1022531.37
p116,p130,1173893.84
p116,p131,1204668.97
p116,p132,1046269.67
p116,p133,1188800.92
p116,p134,1380731.91
p117,p1,1730096.82
p117,p2,1638879.88
p117,p3,1527571.48
p117,p4,1585388.54
p117,p5,1744109.82
p117,p6,1719785.49
p117,p7,1457391.16
p117,p8,1706861.99
p117,p9,1962234.04
p117,p10,1767579.3
p117,p11,1704293.3
p117,p12,1615255.36
p117,p13,1526169.76
p117,p14,1516529.08
p117,p15,1425888.79
p117,p16,1277962.11
p117,p17,1345655.91
p117,p18,1229144.37
p117,p19,1088863.73
p117,p20,1132202.32
p117,p21,1105165.19
p117,p22,1062243.28
p117,p23,1014716.63
p117,p24,966932.18
p117,p25,1269940.18
p117,p26,1187290.07
p117,p27,1468596.23
p117,p28,1413951.81
p117,p29,1223600.77
p117,p30,1352621.55
p117,p31,1129222.31
p117,p32,937747.98
p117,p33,978171.86
p117,p34,978833.73
p117,p35,1043175.7
p117,p36,911563.1
p117,p37,831116.57
p117,p38,747189.24
p117,p39,932748.68
p117,p40,768260.31
p117,p41,700738.79
p117,p42,844508.91
p117,p43,709045.7
p117,p44,737380.22
p117,p45,680494.61
p117,p46,616947.78
p117,p47,1065512.52
p117,p48,1001872.83
p117,p49,904586.66
p117,p50,824394.92
p117,p51,763907.23
p117,p52,862255.81
p117,p53,763462.87
p117,p54,658016.59
p117,p55,662560.85
p117,p56,719253.28
p117,p57,836048.83
p117,p58,887873.26
p117,p59,1181254.44
p117,p60,1055651.66
p117,p61,1148443.54
p117,p62,1084607.41
p117,p63,920778.35
p117,p64,1067042.28
p117,p65,1138119.54
p117,p66,924925.51
p117,p67,999002.08
p117,p68,687674.21
p117,p69,608363.24
p117,p70,631077.88
p117,p71,587820.79
p117,p72,530224.01
p117,p73,594481.89
p117,p74,706685.48
p117,p75,599292.53
p117,p76,591130.6
p117,p77,606007.1
p117,p78,550132.13
p117,p79,531521.5
p117,p80,473992.5
p117,p81,538985.42
p117,p82,500946.56
p117,p83,453357.4
p117,p84,579262.51
p117,p85,687056.97
p117,p86,772550.24
p117,p87,764398.86
p117,p88,709651.07
p117,p89,693703.23
p117,p90,930594.46
p117,p91,920984.94
p117,p92,529768.91
p117,p93,466986.58
p117,p94,631081.62
p117,p95,495460.5
p117,p96,616933.56
p117,p97,427639.92
p117,p98,450045.33
p117,p99,563131.29
p117,p100,586139.6
p117,p101,995735.71
p117,p102,1173571.93
p117,p103,438875.23
p117,p104,453438.94
p117,p105,392691.59
p117,p106,390019.15
p117,p107,471909.64
p117,p108,472846.19
p117,p109,438054.25
p117,p110,261848.55
p117,p111,427492.37
p117,p112,265958.5
p117,p113,292941.97
p117,p114,301158.93
p117,p115,461245.5
p117,p116,182801.17
p117,p118,320326.02
p117,p119,695343.99
p117,p120,672326.6
p117,p121,645411.85
p117,p122,878398.62
p117,p123,680134.43
p117,p124,993036.98
p117,p125,857617.4
p117,p126,903470.8
p117,p127,1035136.59
p117,p128,1110957.58
p117,p129,1188296.79
p117,p130,1339659.27
p117,p131,1370434.4
p117,p132,1156310.0
p117,p133,1354566.35
p117,p134,1546497.34
p118,p1,1849234.32
p118,p2,1758017.39
p118,p3,1646708.98
p118,p4,1704526.05
p118,p5,1849347.34
p118,p6,1823716.47
p118,p7,1562628.68
p118,p8,1810792.97
p118,p9,2066165.01
p118,p10,1839160.95
p118,p11,1761898.27
p118,p12,1719186.34
p118,p13,1597751.41
p118,p14,1635666.59
p118,p15,1531126.3
p118,p16,1383199.62
p118,p17,1464793.42
p118,p18,1349466.12
p118,p19,1212004.78
p118,p20,1251339.82
p118,p21,1221108.58
p118,p22,1180046.97
p118,p23,1133822.64
p118,p24,1070619.77
p118,p25,1373783.17
p118,p26,1291133.07
p118,p27,1540177.88
p118,p28,1472073.67
p118,p29,1295182.42
p118,p30,1410226.51
p118,p31,1188516.91
p118,p32,1056853.99
p118,p33,1071904.47
p118,p34,1060882.11
p118,p35,1163193.18
p118,p36,1038257.95
p118,p37,962919.86
p118,p38,866406.69
p118,p39,1040394.91
p118,p40,873570.48
p118,p41,810962.23
p118,p42,984528.85
p118,p43,846181.99
p118,p44,863906.83
p118,p45,798336.74
p118,p46,773776.06
p118,p47,1123117.49
p118,p48,1057924.11
p118,p49,965607.41
p118,p50,869030.29
p118,p51,807542.32
p118,p52,932776.37
p118,p53,828967.94
p118,p54,738915.22
p118,p55,705132.09
p118,p56,748631.23
p118,p57,854107.59
p118,p58,856417.38
p118,p59,1238226.85
p118,p60,1111702.94
p118,p61,1204496.68
p118,p62,1140660.55
p118,p63,939300.75
p118,p64,1074754.75
p118,p65,1140249.07
p118,p66,908522.73
p118,p67,982599.3
p118,p68,818701.28
p118,p69,734423.93
p118,p70,745704.95
p118,p71,690583.41
p118,p72,592649.64
p118,p73,642688.09
p118,p74,881624.88
p118,p75,774231.93
p118,p76,766004.45
p118,p77,772008.88
p118,p78,717414.98
p118,p79,706460.91
p118,p80,648308.54
p118,p81,664831.37
p118,p82,620871.16
p118,p83,577223.15
p118,p84,604081.41
p118,p85,705115.73
p118,p86,756147.46
p118,p87,731133.58
p118,p88,598853.7
p118,p89,529096.68
p118,p90,755458.45
p118,p91,740857.25
p118,p92,464715.19
p118,p93,448005.91
p118,p94,428392.77
p118,p95,270255.27
p118,p96,371282.19
p118,p97,198862.71
p118,p98,153216.51
p118,p99,254819.94
p118,p100,275127.16
p118,p101,755710.9
p118,p102,932872.61
p118,p103,716568.14
p118,p104,658411.98
p118,p105,639831.66
p118,p106,544929.17
p118,p107,500211.89
p118,p108,482740.93
p118,p109,478443.36
p118,p110,217597.8
p118,p111,721964.43
p118,p112,560430.56
p118,p113,562929.39
p118,p114,528380.52
p118,p115,593756.76
p118,p116,502403.98
p118,p117,320326.02
p118,p119,515187.62
p118,p120,361314.16
p118,p121,334399.42
p118,p122,567386.19
p118,p123,364676.69
p118,p124,682024.54
p118,p125,546604.97
p118,p126,592458.37
p118,p127,835793.55
p118,p128,799945.14
p118,p129,1038551.52
p118,p130,1126940.77
p118,p131,1091864.31
p118,p132,845297.56
p118,p133,1047058.32
p118,p134,1328126.41
p119,p1,1939280.21
p119,p2,1848063.27
p119,p3,1736754.87
p119,p4,1794571.94
p119,p5,1957116.45
p119,p6,1932792.12
p119,p7,1670397.79
p119,p8,1919868.62
p119,p9,2175240.67
p119,p10,2022799.42
p119,p11,1959513.43
p119,p12,1828261.99
p119,p13,1758210.0
p119,p14,1725712.47
p119,p15,1638895.42
p119,p16,1490968.74
p119,p17,1554839.3
p119,p18,1438327.76
p119,p19,1297909.86
p119,p20,1341385.71
p119,p21,1315575.64
p119,p22,1271426.67
p119,p23,1223900.02
p119,p24,1189295.61
p119,p25,1484361.18
p119,p26,1402872.67
p119,p27,1723816.35
p119,p28,1669171.94
p119,p29,1478820.89
p119,p30,1607841.67
p119,p31,1384442.44
p119,p32,1146931.37
p119,p33,1214718.1
p119,p34,1226569.51
p119,p35,1252359.09
p119,p36,1120609.23
p119,p37,1040094.13
p119,p38,956372.63
p119,p39,1145755.31
p119,p40,997597.27
p119,p41,924327.62
p119,p42,1046627.4
p119,p43,911824.89
p119,p44,946426.35
p119,p45,890440.17
p119,p46,819726.97
p119,p47,1320732.65
p119,p48,1257092.95
p119,p49,1159806.79
p119,p50,1079615.04
p119,p51,1023135.95
p119,p52,1117475.93
p119,p53,1018682.99
p119,p54,911797.01
p119,p55,924664.83
p119,p56,987453.16
p119,p57,1119081.58
p119,p58,1170906.02
p119,p59,1436474.57
p119,p60,1310871.78
p119,p61,1403663.66
p119,p62,1339827.53
p119,p63,1203002.0
p119,p64,1350075.03
p119,p65,1421152.29
p119,p66,1207958.26
p119,p67,1282034.83
p119,p68,896694.68
p119,p69,817546.63
p119,p70,847159.73
p119,p71,832041.24
p119,p72,793973.61
p119,p73,858063.27
p119,p74,908665.67
p119,p75,801272.72
p119,p76,793110.79
p119,p77,808125.59
p119,p78,752595.05
p119,p79,733501.69
p119,p80,676460.18
p119,p81,754106.44
p119,p82,737752.16
p119,p83,707566.0
p119,p84,859220.58
p119,p85,970089.72
p119,p86,1055582.99
p119,p87,1047431.61
p119,p88,992683.82
p119,p89,1035307.87
p119,p90,1214247.15
p119,p91,1255604.45
p119,p92,883009.08
p119,p93,820707.04
p119,p94,943139.96
p119,p95,785002.46
p119,p96,855319.41
p119,p97,710855.01
p119,p98,614322.57
p119,p99,611457.01
p119,p100,245295.31
p119,p101,1256836.29
p119,p102,1433998.0
p119,p103,569090.46
p119,p104,608401.35
p119,p105,595931.93
p119,p106,665084.81
p119,p107,760084.81
p119,p108,766660.49
p119,p109,769691.5
p119,p110,723809.0
p119,p111,425546.0
p119,p112,532124.94
p119,p113,596611.75
p119,p114,649256.74
p119,p115,276812.71
p119,p116,544321.96
p119,p117,695343.99
p119,p118,515187.62
p119,p120,174403.43
p119,p121,200117.28
p119,p122,322160.63
p119,p123,322042.06
p119,p124,478873.81
p119,p125,343454.23
p119,p126,332247.76
p119,p127,496612.21
p119,p128,531545.86
p119,p129,653927.7
p119,p130,805290.18
p119,p131,802691.36
p119,p132,556124.61
p119,p133,757885.38
p119,p134,1012128.25
p120,p1,2041738.64
p120,p2,1950521.7
p120,p3,1839213.3
p120,p4,1897030.37
p120,p5,2059574.89
p120,p6,2035250.56
p120,p7,1772856.23
p120,p8,2022327.05
p120,p9,2277699.1
p120,p10,2120900.03
p120,p11,2057614.04
p120,p12,1930720.43
p120,p13,1860668.43
p120,p14,1828170.91
p120,p15,1741353.85
p120,p16,1593427.17
p120,p17,1657297.74
p120,p18,1540786.19
p120,p19,1400368.29
p120,p20,1443844.14
p120,p21,1418034.07
p120,p22,1373885.1
p120,p23,1326358.45
p120,p24,1291754.04
p120,p25,1586819.61
p120,p26,1505331.11
p120,p27,1821916.96
p120,p28,1767272.55
p120,p29,1576921.5
p120,p30,1705942.28
p120,p31,1482543.05
p120,p32,1249389.8
p120,p33,1317176.53
p120,p34,1329027.94
p120,p35,1354817.52
p120,p36,1223067.67
p120,p37,1142552.57
p120,p38,1058831.07
p120,p39,1248213.74
p120,p40,1100055.7
p120,p41,1026786.05
p120,p42,1149085.83
p120,p43,1014283.32
p120,p44,1048884.79
p120,p45,992898.6
p120,p46,922185.4
p120,p47,1418833.26
p120,p48,1355193.56
p120,p49,1257907.4
p120,p50,1177715.65
p120,p51,1118166.12
p120,p52,1215576.54
p120,p53,1116783.6
p120,p54,1010122.32
p120,p55,1016863.66
p120,p56,1077147.75
p120,p57,1202494.93
p120,p58,1208755.11
p120,p59,1534575.18
p120,p60,1408972.39
p120,p61,1501764.27
p120,p62,1437928.14
p120,p63,1286848.3
p120,p64,1427092.48
p120,p65,1492586.8
p120,p66,1260860.46
p120,p67,1334937.03
p120,p68,999153.11
p120,p69,920005.06
p120,p70,949618.17
p120,p71,933607.13
p120,p72,885039.01
p120,p73,949957.22
p120,p74,1011124.1
p120,p75,903731.15
p120,p76,895569.22
p120,p77,910584.02
p120,p78,855053.48
p120,p79,835960.12
p120,p80,778918.61
p120,p81,856564.87
p120,p82,839039.53
p120,p83,800982.0
p120,p84,943066.88
p120,p85,1053503.07
p120,p86,1108485.2
p120,p87,1083471.31
p120,p88,951191.43
p120,p89,881434.42
p120,p90,1116332.18
p120,p91,1101730.99
p120,p92,817052.92
p120,p93,800343.64
p120,p94,789266.5
p120,p95,631129.01
p120,p96,698187.24
p120,p97,553756.06
p120,p98,457190.4
p120,p99,454324.84
p120,p100,91421.85
p120,p101,1099704.11
p120,p102,1276865.83
p120,p103,671548.89
p120,p104,710859.78
p120,p105,698085.99
p120,p106,749330.95
p120,p107,843244.58
p120,p108,835078.66
p120,p109,830781.09
p120,p110,569935.54
p120,p111,533327.99
p120,p112,591939.79
p120,p113,663768.13
p120,p114,698557.15
p120,p115,332540.47
p120,p116,564196.95
p120,p117,672326.6
p120,p118,361314.16
p120,p119,174403.43
p120,p121,31339.89
p120,p122,220962.1
p120,p123,155072.48
p120,p124,356729.09
p120,p125,221309.51
p120,p126,243708.87
p120,p127,476768.04
p120,p128,451195.65
p120,p129,679526.0
p120,p130,767915.25
p120,p131,732838.79
p120,p132,486272.05
p120,p133,688032.81
p120,p134,969100.89
p121,p1,2046719.04
p121,p2,1955502.11
p121,p3,1844193.7
p121,p4,1902010.77
p121,p5,2064555.29
p121,p6,2040230.96
p121,p7,1777836.63
p121,p8,2027307.45
p121,p9,2282679.5
p121,p10,2125880.43
p121,p11,2062594.44
p121,p12,1935700.83
p121,p13,1865648.83
p121,p14,1833151.31
p121,p15,1746334.25
p121,p16,1598407.57
p121,p17,1662278.14
p121,p18,1545766.6
p121,p19,1405348.7
p121,p20,1448824.54
p121,p21,1423014.47
p121,p22,1378865.5
p121,p23,1331338.86
p121,p24,1296734.44
p121,p25,1591800.02
p121,p26,1510311.51
p121,p27,1826897.36
p121,p28,1772252.95
p121,p29,1581901.91
p121,p30,1710922.69
p121,p31,1487523.45
p121,p32,1254370.21
p121,p33,1322156.93
p121,p34,1334008.34
p121,p35,1359797.93
p121,p36,1228048.07
p121,p37,1147532.97
p121,p38,1063811.47
p121,p39,1253194.14
p121,p40,1105036.1
p121,p41,1031766.45
p121,p42,1154066.23
p121,p43,1019263.73
p121,p44,1053865.19
p121,p45,997879.01
p121,p46,927165.81
p121,p47,1423813.66
p121,p48,1360173.96
p121,p49,1262887.8
p121,p50,1182696.06
p121,p51,1123146.52
p121,p52,1220556.94
p121,p53,1121764.01
p121,p54,1015102.72
p121,p55,1021844.06
p121,p56,1074054.21
p121,p57,1179530.58
p121,p58,1181840.36
p121,p59,1539555.58
p121,p60,1413952.79
p121,p61,1506744.67
p121,p62,1442908.55
p121,p63,1264723.74
p121,p64,1400177.73
p121,p65,1465672.05
p121,p66,1233945.72
p121,p67,1308022.29
p121,p68,1004133.52
p121,p69,924985.46
p121,p70,954598.57
p121,p71,938587.53
p121,p72,890019.41
p121,p73,954937.63
p121,p74,1016104.5
p121,p75,908711.55
p121,p76,900549.62
p121,p77,915564.42
p121,p78,860033.89
p121,p79,840940.52
p121,p80,783899.01
p121,p81,861545.27
p121,p82,844019.93
p121,p83,805962.4
p121,p84,929504.4
p121,p85,1030538.71
p121,p86,1081570.45
p121,p87,1056556.56
p121,p88,924276.68
p121,p89,854519.67
p121,p90,1089417.44
p121,p91,1073941.73
p121,p92,790138.18
p121,p93,773428.89
p121,p94,762351.75
p121,p95,604214.26
p121,p96,670043.89
p121,p97,525612.71
p121,p98,429047.05
p121,p99,426181.49
p121,p100,64010.91
p121,p101,1071560.76
p121,p102,1248722.48
p121,p103,676529.3
p121,p104,715840.19
p121,p105,703066.39
p121,p106,754311.35
p121,p107,825634.88
p121,p108,808163.91
p121,p109,803866.35
p121,p110,543020.79
p121,p111,538996.16
p121,p112,596920.19
p121,p113,668748.54
p121,p114,703537.55
p121,p115,337520.87
p121,p116,569177.35
p121,p117,645411.85
p121,p118,334399.42
p121,p119,200117.28
p121,p120,31339.89
p121,p122,242773.2
p121,p123,129360.43
p121,p124,364820.32
p121,p125,229400.74
p121,p126,265519.97
p121,p127,505125.92
p121,p128,473006.75
p121,p129,707883.88
p121,p130,796273.13
p121,p131,761196.67
p121,p132,514629.93
p121,p133,716390.69
p121,p134,997458.77
p122,p1,2247696.54
p122,p2,2156479.61
p122,p3,2045171.2
p122,p4,2102988.27
p122,p5,2265532.79
p122,p6,2241208.46
p122,p7,1978814.13
p122,p8,2228284.95
p122,p9,2483657.0
p122,p10,2331215.76
p122,p11,2267929.76
p122,p12,2136678.33
p122,p13,2066626.33
p122,p14,2034128.81
p122,p15,1947311.75
p122,p16,1799385.07
p122,p17,1863255.64
p122,p18,1746744.09
p122,p19,1606326.2
p122,p20,1649802.04
p122,p21,1623991.97
p122,p22,1579843.0
p122,p23,1532316.36
p122,p24,1497711.94
p122,p25,1792777.51
p122,p26,1711289.01
p122,p27,2032232.69
p122,p28,1977588.27
p122,p29,1787237.23
p122,p30,1916258.01
p122,p31,1692858.77
p122,p32,1455347.7
p122,p33,1523134.43
p122,p34,1534985.84
p122,p35,1560775.43
p122,p36,1429025.57
p122,p37,1348510.47
p122,p38,1264788.97
p122,p39,1454171.64
p122,p40,1306013.6
p122,p41,1232743.95
p122,p42,1355043.73
p122,p43,1220241.23
p122,p44,1254842.69
p122,p45,1198856.51
p122,p46,1128143.3
p122,p47,1629148.98
p122,p48,1565509.29
p122,p49,1468223.12
p122,p50,1388031.38
p122,p51,1331552.28
p122,p52,1425892.27
p122,p53,1327099.33
p122,p54,1220213.34
p122,p55,1233081.16
p122,p56,1293910.52
p122,p57,1412517.35
p122,p58,1414827.14
p122,p59,1744890.9
p122,p60,1619288.12
p122,p61,1712080.0
p122,p62,1648243.87
p122,p63,1497710.51
p122,p64,1633164.5
p122,p65,1698658.82
p122,p66,1466932.49
p122,p67,1541009.06
p122,p68,1205111.02
p122,p69,1125962.96
p122,p70,1155576.07
p122,p71,1140457.57
p122,p72,1101801.78
p122,p73,1166479.6
p122,p74,1217082.0
p122,p75,1109689.05
p122,p76,1101527.12
p122,p77,1116541.92
p122,p78,1061011.38
p122,p79,1041918.02
p122,p80,984876.51
p122,p81,1062522.77
p122,p82,1046168.5
p122,p83,1015982.33
p122,p84,1159829.65
p122,p85,1263525.49
p122,p86,1314557.22
p122,p87,1289543.33
p122,p88,1157263.45
p122,p89,1087506.44
p122,p90,1286627.19
p122,p91,1266729.9
p122,p92,1023124.95
p122,p93,1006415.66
p122,p94,959561.51
p122,p95,801424.02
p122,p96,862832.06
p122,p97,718400.88
p122,p98,621835.21
p122,p99,616230.21
p122,p100,296997.69
p122,p101,1264348.93
p122,p102,1441510.64
p122,p103,877506.79
p122,p104,916817.68
p122,p105,904348.27
p122,p106,966093.73
p122,p107,1058621.65
p122,p108,1041150.68
p122,p109,1036853.12
p122,p110,776007.56
p122,p111,737750.84
p122,p112,808702.57
p122,p113,880530.91
p122,p114,915319.92
p122,p115,549303.25
p122,p116,780959.72
p122,p117,878398.62
p122,p118,567386.19
p122,p119,322160.63
p122,p120,220962.1
p122,p121,242773.2
p122,p123,267855.74
p122,p124,271447.3
p122,p125,132895.03
p122,p126,60990.72
p122,p127,373375.56
p122,p128,295196.92
p122,p129,576133.53
p122,p130,664522.78
p122,p131,629446.32
p122,p132,382584.22
p122,p133,584640.34
p122,p134,865708.42
p123,p1,2166183.33
p123,p2,2074966.4
p123,p3,1963657.99
p123,p4,2021475.06
p123,p5,2184019.58
p123,p6,2159695.25
p123,p7,1897300.92
p123,p8,2146771.74
p123,p9,2402143.79
p123,p10,2191072.93
p123,p11,2113810.24
p123,p12,2055165.12
p123,p13,1949663.39
p123,p14,1952615.6
p123,p15,1865798.54
p123,p16,1717871.86
p123,p17,1781742.43
p123,p18,1665230.88
p123,p19,1524812.99
p123,p20,1568288.83
p123,p21,1542478.76
p123,p22,1498329.79
p123,p23,1450803.15
p123,p24,1416198.73
p123,p25,1711264.3
p123,p26,1629775.8
p123,p27,1892089.86
p123,p28,1823985.64
p123,p29,1647094.4
p123,p30,1762138.49
p123,p31,1540428.89
p123,p32,1373834.49
p123,p33,1423816.44
p123,p34,1412794.09
p123,p35,1479262.22
p123,p36,1347512.36
p123,p37,1266997.26
p123,p38,1183275.76
p123,p39,1372658.43
p123,p40,1224500.39
p123,p41,1151230.74
p123,p42,1273530.52
p123,p43,1138728.02
p123,p44,1173329.48
p123,p45,1117343.3
p123,p46,1046630.09
p123,p47,1475029.47
p123,p48,1409836.09
p123,p49,1317519.39
p123,p50,1220942.27
p123,p51,1159454.3
p123,p52,1284688.35
p123,p53,1180879.92
p123,p54,1090827.19
p123,p55,1057044.07
p123,p56,1100543.2
p123,p57,1206019.57
p123,p58,1207763.2
p123,p59,1590138.83
p123,p60,1463614.92
p123,p61,1556408.66
p123,p62,1492572.53
p123,p63,1291212.73
p123,p64,1426100.57
p123,p65,1491594.89
p123,p66,1259868.56
p123,p67,1333945.12
p123,p68,1123597.81
p123,p69,1044449.75
p123,p70,1074062.86
p123,p71,1042495.39
p123,p72,944561.62
p123,p73,994600.07
p123,p74,1135568.79
p123,p75,1028175.84
p123,p76,1020013.91
p123,p77,1035028.71
p123,p78,979498.17
p123,p79,960404.81
p123,p80,903363.3
p123,p81,981009.56
p123,p82,963484.22
p123,p83,925426.69
p123,p84,955993.39
p123,p85,1057027.71
p123,p86,1107493.29
p123,p87,1082479.4
p123,p88,950199.52
p123,p89,880442.51
p123,p90,1066605.44
p123,p91,1046708.14
p123,p92,816061.01
p123,p93,799917.88
p123,p94,739539.75
p123,p95,581402.26
p123,p96,642810.3
p123,p97,498379.12
p123,p98,401813.46
p123,p99,389339.57
p123,p100,136288.56
p123,p101,1044327.17
p123,p102,1221488.88
p123,p103,795993.58
p123,p104,835304.47
p123,p105,822530.68
p123,p106,873775.64
p123,p107,852123.87
p123,p108,834652.9
p123,p109,830932.71
p123,p110,572944.91
p123,p111,659162.92
p123,p112,716384.48
p123,p113,788212.83
p123,p114,823001.84
p123,p115,456985.16
p123,p116,681023.94
p123,p117,680134.43
p123,p118,364676.69
p123,p119,322042.06
p123,p120,155072.48
p123,p121,129360.43
p123,p122,267855.74
p123,p124,371928.75
p123,p125,236509.17
p123,p126,309044.13
p123,p127,566719.56
p123,p128,516530.91
p123,p129,769477.53
p123,p130,857866.78
p123,p131,822790.32
p123,p132,576223.58
p123,p133,777984.34
p123,p134,1059052.42
p124,p1,2385352.63
p124,p2,2294135.69
p124,p3,2182827.29
p124,p4,2240644.35
p124,p5,2403188.87
p124,p6,2378864.54
p124,p7,2116470.21
p124,p8,2365941.03
p124,p9,2621313.08
p124,p10,2468871.84
p124,p11,2405585.84
p124,p12,2274334.41
p124,p13,2204282.41
p124,p14,2171784.89
p124,p15,2084967.83
p124,p16,1937041.15
p124,p17,2000911.72
p124,p18,1884400.18
p124,p19,1743982.28
p124,p20,1787458.13
