,interface,r,rr,MW_f0,MW_r0,MW_f1,MW_r1
5397,p45015||p45075,p45015,p45075,767.3259,386.5568,0.0,0.0
5398,p45015||p45085,p45015,p45085,797.0,406.4507,0.0,0.0
5399,p45015||p45089,p45015,p45089,1978.8729,834.1137,0.0,0.0
5400,p45017||p45027,p45017,p45027,33.2608,54.3496,0.0,0.0
5401,p45017||p45063,p45017,p45063,733.5375,441.7228,0.0,0.0
5402,p45017||p45075,p45017,p45075,26.9722,48.0463,0.0,0.0
5403,p45017||p45079,p45017,p45079,445.3474,474.0,0.0,0.0
5404,p45017||p45085,p45017,p45085,54.4585,44.5067,0.0,0.0
5405,p45019||p45029,p45019,p45029,728.1948,793.641,0.0,0.0
5406,p45019||p45035,p45019,p45035,1103.4625,1176.4981,0.0,0.0
5407,p45021||p45083,p45021,p45083,828.2172,766.9083,0.0,0.0
5408,p45021||p45091,p45021,p45091,1010.4653,519.2524,0.0,0.0
5409,p45023||p45039,p45023,p45039,301.2375,347.7548,0.0,0.0
5410,p45023||p45055,p45023,p45055,116.0,106.8225,0.0,0.0
5411,p45023||p45057,p45023,p45057,424.3117,367.6325,0.0,0.0
5412,p45023||p45087,p45023,p45087,66.0,66.0,0.0,0.0
5413,p45023||p45091,p45023,p45091,365.0431,99.2122,0.0,0.0
5414,p45025||p45031,p45025,p45031,577.278,606.2223,0.0,0.0
5415,p45025||p45055,p45025,p45055,3.1222,3.3834,0.0,0.0
5416,p45025||p45057,p45025,p45057,6.5311,50.2388,0.0,0.0
5417,p45025||p45069,p45025,p45069,21.5315,22.9724,0.0,0.0
5418,p45027||p45075,p45027,p45075,271.0,271.0,0.0,0.0
5419,p45027||p45085,p45027,p45085,313.3108,365.1649,0.0,0.0
5420,p45027||p45089,p45027,p45089,32.8959,76.9666,0.0,0.0
5421,p45029||p45035,p45029,p45035,959.9538,861.5284,0.0,0.0
5422,p45029||p45049,p45029,p45049,1014.3171,1019.6124,0.0,0.0
5423,p45029||p45075,p45029,p45075,355.2325,703.6,0.0,0.0
5424,p45031||p45041,p45031,p45041,1155.8638,613.0726,0.0,0.0
5425,p45031||p45055,p45031,p45055,536.1348,521.1531,0.0,0.0
5426,p45031||p45061,p45031,p45061,918.3564,762.4761,0.0,0.0
5427,p45031||p45069,p45031,p45069,640.7869,413.6435,0.0,0.0
5428,p45033||p45041,p45033,p45041,492.5036,512.0,0.0,0.0
5429,p45033||p45067,p45033,p45067,532.2536,682.3821,0.0,0.0
5430,p45033||p45069,p45033,p45069,3.4664,14.1655,0.0,0.0
5431,p45035||p45049,p45035,p45049,697.2105,710.3765,0.0,0.0
5432,p45035||p45063,p45035,p45063,540.7588,788.3468,0.0,0.0
5433,p45035||p45075,p45035,p45075,951.1286,1040.4298,0.0,0.0
5434,p45035||p45079,p45035,p45079,351.8,351.8,0.0,0.0
5435,p45037||p45081,p45037,p45081,50.5562,88.4594,0.0,0.0
5436,p45039||p45063,p45039,p45063,2441.5045,1925.1578,0.0,0.0
5437,p45039||p45079,p45039,p45079,1950.6367,1072.6031,0.0,0.0
5438,p45039||p45091,p45039,p45091,394.0,394.0,0.0,0.0
5439,p45041||p45067,p45041,p45067,780.413,788.4719,0.0,0.0
5440,p45041||p45085,p45041,p45085,405.0677,422.5949,0.0,0.0
5441,p45041||p45089,p45041,p45089,1253.033,1588.7866,0.0,0.0
5442,p45043||p45051,p45043,p45051,1068.1072,637.2192,0.0,0.0
5443,p45043||p45089,p45043,p45089,653.7507,310.1652,0.0,0.0
5444,p45045||p45059,p45045,p45059,82.455,27.1977,0.0,0.0
5445,p45045||p45073,p45045,p45073,829.7114,497.8572,0.0,0.0
5446,p45045||p45077,p45045,p45077,2285.3023,1367.1084,0.0,0.0
5447,p45045||p45083,p45045,p45083,1565.6686,1750.0806,0.0,0.0
5448,p45047||p45065,p45047,p45065,57.0516,68.3593,0.0,0.0
5449,p45047||p45071,p45047,p45071,70.3544,96.1012,0.0,0.0
5450,p45049||p45053,p45049,p45053,1603.4041,1879.1642,0.0,0.0
5451,p45051||p45067,p45051,p45067,987.7993,940.5167,0.0,0.0
5452,p45051||p45089,p45051,p45089,629.8435,728.7648,0.0,0.0
5453,p45055||p45057,p45055,p45057,341.9844,296.2724,0.0,0.0
5454,p45055||p45061,p45055,p45061,2.3696,8.3421,0.0,0.0
5455,p45055||p45079,p45055,p45079,485.4148,485.4854,0.0,0.0
5456,p45055||p45085,p45055,p45085,660.7159,731.3647,0.0,0.0
5457,p45057||p45091,p45057,p45091,4.7054,4.7054,0.0,0.0
5458,p45059||p45071,p45059,p45071,60.1509,54.4853,0.0,0.0
5459,p45059||p45083,p45059,p45083,83.5766,60.3497,0.0,0.0
5460,p45061||p45085,p45061,p45085,862.7912,757.7565,0.0,0.0
5461,p45063||p45071,p45063,p45071,754.9652,765.0067,0.0,0.0
5462,p45063||p45075,p45063,p45075,1239.5327,1069.1448,0.0,0.0
5463,p45063||p45079,p45063,p45079,1401.1525,1754.3774,0.0,0.0
5464,p45063||p45081,p45063,p45081,607.8793,583.4858,0.0,0.0
5465,p45063||p45085,p45063,p45085,350.7961,443.9497,0.0,0.0
5466,p45067||p45069,p45067,p45069,576.6971,745.724,0.0,0.0
5467,p45071||p45081,p45071,p45081,485.1846,418.8669,0.0,0.0
5468,p45071||p45083,p45071,p45083,33.5554,50.573,0.0,0.0
5469,p45071||p45087,p45071,p45087,50.7345,62.3831,0.0,0.0
5470,p45073||p45077,p45073,p45077,3978.264,2743.3966,0.0,0.0
5471,p45073||p45091,p45073,p45091,2477.0,2401.7413,0.0,0.0
5472,p45075||p45079,p45075,p45079,435.5129,526.1118,0.0,0.0
5473,p45079||p45085,p45079,p45085,630.4822,506.3572,0.0,0.0
5474,p45083||p45087,p45083,p45087,74.6316,98.3086,0.0,0.0
5475,p45083||p45091,p45083,p45091,697.9321,424.7299,0.0,0.0
5476,p46003||p46073,p46003,p46073,175.2657,452.5837,0.0,0.0
5477,p46003||p46111,p46003,p46111,452.2093,154.4702,0.0,0.0
5478,p46005||p46025,p46005,p46025,357.2459,414.0,0.0,0.0
5479,p46005||p46057,p46005,p46057,175.8638,179.9978,0.0,0.0
5480,p46005||p46059,p46005,p46059,581.3159,764.132,0.0,0.0
5481,p46005||p46073,p46005,p46073,47.9859,57.2716,0.0,0.0
5482,p46005||p46111,p46005,p46111,34.5018,13.6127,0.0,0.0
5483,p46005||p46115,p46005,p46115,100.9939,45.9736,0.0,0.0
5484,p46007||p46071,p46007,p46071,7.2007,72.0595,0.0,0.0
5485,p46007||p46102,p46007,p46102,117.7205,117.7205,0.0,0.0
5486,p46007||p46121,p46007,p46121,7.0061,55.247,0.0,0.0
5487,p46009||p46023,p46009,p46023,32.274,46.0453,0.0,0.0
5488,p46009||p46061,p46009,p46061,25.0584,12.6075,0.0,0.0
5489,p46009||p46067,p46009,p46067,12.5807,79.7323,0.0,0.0
5490,p46009||p46135,p46009,p46135,31.6717,49.053,0.0,0.0
5491,p46011||p46039,p46011,p46039,29.0,13.1313,0.0,0.0
5492,p46011||p46051,p46011,p46051,926.3837,1686.0412,0.0,0.0
5493,p46011||p46057,p46011,p46057,739.114,777.3783,0.0,0.0
5494,p46011||p46077,p46011,p46077,12.8687,29.0,0.0,0.0
5495,p46011||p46099,p46011,p46099,717.1,717.1,0.0,0.0
5496,p46011||p46101,p46011,p46101,12.0238,15.1268,0.0,0.0
5497,p46013||p46029,p46013,p46029,702.8421,857.7563,0.0,0.0
5498,p46013||p46037,p46013,p46037,28.5433,88.7032,0.0,0.0
5499,p46013||p46089,p46013,p46089,645.1071,567.498,0.0,0.0
5500,p46013||p46115,p46013,p46115,55.6265,59.5702,0.0,0.0
5501,p46015||p46017,p46015,p46017,1192.6773,1666.0402,0.0,0.0
5502,p46015||p46023,p46015,p46023,591.9882,453.4381,0.0,0.0
5503,p46015||p46067,p46015,p46067,375.702,173.9582,0.0,0.0
5504,p46017||p46059,p46017,p46059,780.4538,362.6856,0.0,0.0
5505,p46017||p46065,p46017,p46065,438.0097,904.1767,0.0,0.0
5506,p46017||p46069,p46017,p46069,60.0,60.0,0.0,0.0
5507,p46017||p46073,p46017,p46073,411.6083,441.5972,0.0,0.0
5508,p46017||p46085,p46017,p46085,125.0233,581.4571,0.0,0.0
5509,p46019||p46081,p46019,p46081,52.8,52.8,0.0,0.0
5510,p46021||p46129,p46021,p46129,243.7188,249.4,0.0,0.0
5511,p46023||p46043,p46023,p46043,30.8393,18.5541,0.0,0.0
5512,p46023||p46053,p46023,p46053,50.6153,28.5775,0.0,0.0
5513,p46023||p46135,p46023,p46135,320.0,238.5906,0.0,0.0
5514,p46025||p46029,p46025,p46029,342.0,342.0,0.0,0.0
5515,p46027||p46083,p46027,p46083,93.4937,29.9795,0.0,0.0
5516,p46029||p46039,p46029,p46039,331.6433,410.0,0.0,0.0
5517,p46029||p46057,p46029,p46057,967.6494,677.9047,0.0,0.0
5518,p46029||p46109,p46029,p46109,34.7711,120.0,0.0,0.0
5519,p46031||p46129,p46031,p46129,9.4,21.7121,0.0,0.0
5520,p46033||p46047,p46033,p46047,7.803,26.3497,0.0,0.0
5521,p46033||p46103,p46033,p46103,7.9495,8.0602,0.0,0.0
5522,p46035||p46043,p46035,p46043,18.7081,21.4211,0.0,0.0
5523,p46035||p46111,p46035,p46111,15.1684,63.9691,0.0,0.0
5524,p46037||p46109,p46037,p46109,19.2065,95.0439,0.0,0.0
5525,p46039||p46051,p46039,p46051,438.0,387.3757,0.0,0.0
5526,p46041||p46065,p46041,p46065,18.594,41.0707,0.0,0.0
5527,p46041||p46093,p46041,p46093,23.2139,29.6933,0.0,0.0
5528,p46041||p46137,p46041,p46137,14.468,14.468,0.0,0.0
5529,p46045||p46129,p46045,p46129,12.7626,12.7626,0.0,0.0
5530,p46047||p46103,p46047,p46103,31.7178,37.1442,0.0,0.0
5531,p46047||p56045,p46047,p56045,45.186,81.6294,0.0,0.0
5532,p46049||p46059,p46049,p46059,333.254,321.0272,0.0,0.0
5533,p46049||p46089,p46049,p46089,319.2666,312.9385,0.0,0.0
5534,p46053||p46123,p46053,p46123,23.6256,49.1084,0.0,0.0
5535,p46055||p46065,p46055,p46065,4.7902,129.1022,0.0,0.0
5536,p46055||p46071,p46055,p46071,80.1785,7.9437,0.0,0.0
5537,p46055||p46075,p46055,p46075,1.0481,13.1599,0.0,0.0
5538,p46061||p46067,p46061,p46067,15.3704,132.1167,0.0,0.0
5539,p46061||p46087,p46061,p46087,44.2435,36.2665,0.0,0.0
5540,p46061||p46111,p46061,p46111,12.1406,21.7595,0.0,0.0
5541,p46063||p46105,p46063,p46105,6.569,6.569,0.0,0.0
5542,p46065||p46117,p46065,p46117,52.7589,1.0372,0.0,0.0
5543,p46065||p46119,p46065,p46119,240.0,240.0,0.0,0.0
5544,p46067||p46099,p46067,p46099,308.022,214.9057,0.0,0.0
5545,p46067||p46135,p46067,p46135,12.5511,95.5924,0.0,0.0
5546,p46075||p46117,p46075,p46117,1.0481,14.5115,0.0,0.0
5547,p46079||p46099,p46079,p46099,36.17,36.17,0.0,0.0
5548,p46081||p46103,p46081,p46103,12.3817,12.3038,0.0,0.0
5549,p46081||p56005,p46081,p56005,52.3805,191.9878,0.0,0.0
5550,p46081||p56045,p46081,p56045,68.7198,94.9864,0.0,0.0
5551,p46083||p46099,p46083,p46099,97.9448,70.1123,0.0,0.0
5552,p46083||p46125,p46083,p46125,7.6113,48.2106,0.0,0.0
5553,p46085||p46123,p46085,p46123,155.2028,25.4109,0.0,0.0
5554,p46087||p46097,p46087,p46097,10.0947,10.0947,0.0,0.0
5555,p46087||p46099,p46087,p46099,17.4923,39.361,0.0,0.0
5556,p46091||p46109,p46091,p46109,120.0,84.988,0.0,0.0
5557,p46093||p46105,p46093,p46105,30.2808,71.6833,0.0,0.0
5558,p46095||p46121,p46095,p46121,7.6607,7.6607,0.0,0.0
5559,p46099||p46101,p46099,p46101,57.5481,11.3451,0.0,0.0
5560,p46099||p46111,p46099,p46111,135.9106,404.3844,0.0,0.0
5561,p46099||p46125,p46099,p46125,194.8446,262.6851,0.0,0.0
5562,p46103||p56045,p46103,p56045,165.4133,224.202,0.0,0.0
5563,p46107||p46119,p46107,p46119,240.0,240.0,0.0,0.0
5564,p46107||p46129,p46107,p46129,240.0,240.0,0.0,0.0
5565,p46121||p46123,p46121,p46123,15.5268,75.556,0.0,0.0
5566,p46125||p46135,p46125,p46135,148.8815,346.1569,0.0,0.0
5567,p46127||p46135,p46127,p46135,206.7732,329.0449,0.0,0.0
5568,p47001||p47013,p47001,p47013,236.4454,124.255,0.0,0.0
5569,p47001||p47093,p47001,p47093,3086.308,3237.974,0.0,0.0
5570,p47001||p47105,p47001,p47105,101.9045,155.574,0.0,0.0
5571,p47001||p47143,p47001,p47143,1537.9152,1626.3744,0.0,0.0
5572,p47001||p47145,p47001,p47145,2227.2779,2310.4173,0.0,0.0
5573,p47001||p47151,p47001,p47151,140.3993,139.243,0.0,0.0
5574,p47001||p47173,p47001,p47173,133.7462,119.9383,0.0,0.0
5575,p47003||p47031,p47003,p47031,25.2881,99.3877,0.0,0.0
5576,p47003||p47051,p47003,p47051,16.3629,72.1114,0.0,0.0
5577,p47003||p47117,p47003,p47117,18.4988,38.8742,0.0,0.0
5578,p47003||p47149,p47003,p47149,23.21,68.7062,0.0,0.0
5579,p47005||p47039,p47005,p47039,69.4578,12.4939,0.0,0.0
5580,p47005||p47079,p47005,p47079,189.6998,53.1045,0.0,0.0
5581,p47005||p47085,p47005,p47085,56.9695,291.5027,0.0,0.0
5582,p47007||p47143,p47007,p47143,91.3251,193.6892,0.0,0.0
5583,p47007||p47175,p47007,p47175,86.4822,45.736,0.0,0.0
5584,p47007||p47177,p47007,p47177,88.5111,44.9068,0.0,0.0
5585,p47009||p47093,p47009,p47093,721.2863,359.923,0.0,0.0
5586,p47009||p47105,p47009,p47105,483.7632,416.1289,0.0,0.0
5587,p47009||p47123,p47009,p47123,134.2534,205.0421,0.0,0.0
5588,p47011||p47065,p47011,p47065,284.601,324.1832,0.0,0.0
5589,p47011||p47107,p47011,p47107,214.7057,257.1281,0.0,0.0
5590,p47011||p47139,p47011,p47139,228.2245,422.1696,0.0,0.0
5591,p47013||p47025,p47013,p47025,95.3608,47.927,0.0,0.0
5592,p47015||p47149,p47015,p47149,75.3261,70.9656,0.0,0.0
5593,p47015||p47177,p47015,p47177,42.9822,69.6827,0.0,0.0
5594,p47017||p47053,p47017,p47053,22.0842,45.2871,0.0,0.0
5595,p47017||p47085,p47017,p47085,58.9881,134.3216,0.0,0.0
5596,p47017||p47113,p47017,p47113,42.9797,35.4501,0.0,0.0
5597,p47019||p47091,p47019,p47091,51.591,51.591,0.0,0.0
5598,p47019||p47163,p47019,p47163,208.2392,333.6184,0.0,0.0
5599,p47019||p47179,p47019,p47179,27.7215,68.0546,0.0,0.0
5600,p47021||p47037,p47021,p47037,61.9366,286.8825,0.0,0.0
5601,p47021||p47043,p47021,p47043,98.004,45.978,0.0,0.0
5602,p47021||p47125,p47021,p47125,30.6702,66.8568,0.0,0.0
5603,p47021||p47147,p47021,p47147,15.7955,19.3197,0.0,0.0
5604,p47023||p47071,p47023,p47071,105.8736,148.0446,0.0,0.0
5605,p47023||p47109,p47023,p47109,45.452,51.5996,0.0,0.0
5606,p47023||p47113,p47023,p47113,169.1578,188.5379,0.0,0.0
5607,p47027||p47133,p47027,p47133,27.8,13.1547,0.0,0.0
5608,p47029||p47063,p47029,p47063,44.0135,54.694,0.0,0.0
5609,p47029||p47073,p47029,p47073,54.4415,58.3076,0.0,0.0
5610,p47029||p47089,p47029,p47089,100.5662,79.7182,0.0,0.0
5611,p47029||p47155,p47029,p47155,244.0358,197.8981,0.0,0.0
5612,p47031||p47051,p47031,p47051,57.733,248.6053,0.0,0.0
5613,p47031||p47061,p47031,p47061,109.3817,67.8383,0.0,0.0
5614,p47033||p47053,p47033,p47053,105.6778,58.4942,0.0,0.0
5615,p47033||p47075,p47033,p47075,16.9107,139.0696,0.0,0.0
5616,p47035||p47141,p47035,p47141,101.6099,153.6713,0.0,0.0
5617,p47035||p47145,p47035,p47145,36.4371,120.3711,0.0,0.0
5618,p47037||p47085,p47037,p47085,1870.281,2598.1,0.0,0.0
5619,p47037||p47119,p47037,p47119,2119.2,2119.2,0.0,0.0
5620,p47037||p47125,p47037,p47125,627.2974,703.5714,0.0,0.0
5621,p47037||p47149,p47037,p47149,691.1054,477.6347,0.0,0.0
5622,p47037||p47161,p47037,p47161,1391.7289,1760.4887,0.0,0.0
5623,p47037||p47165,p47037,p47165,73.9759,416.6594,0.0,0.0
5624,p47037||p47187,p47037,p47187,317.3419,149.7804,0.0,0.0
5625,p47037||p47189,p47037,p47189,1466.1831,1806.4952,0.0,0.0
5626,p47039||p47077,p47039,p47077,22.8505,14.1019,0.0,0.0
5627,p47041||p47177,p47041,p47177,117.7907,56.641,0.0,0.0
5628,p47041||p47189,p47041,p47189,141.6144,88.3847,0.0,0.0
5629,p47043||p47085,p47043,p47085,22.4536,107.6636,0.0,0.0
5630,p47043||p47125,p47043,p47125,19.1941,1.5305,0.0,0.0
5631,p47045||p47095,p47045,p47095,134.0226,124.4155,0.0,0.0
5632,p47045||p47097,p47045,p47097,73.265,95.1706,0.0,0.0
5633,p47045||p47131,p47045,p47131,136.4,136.4,0.0,0.0
5634,p47045||p47183,p47045,p47183,193.9257,201.4519,0.0,0.0
5635,p47047||p47069,p47047,p47069,209.8273,188.4612,0.0,0.0
5636,p47047||p47075,p47047,p47075,42.4323,33.4226,0.0,0.0
5637,p47047||p47157,p47047,p47157,243.1216,531.5726,0.0,0.0
5638,p47049||p47129,p47049,p47129,67.7999,93.9226,0.0,0.0
5639,p47049||p47133,p47049,p47133,73.4451,63.7107,0.0,0.0
5640,p47051||p47061,p47051,p47061,96.0638,47.3732,0.0,0.0
5641,p47051||p47103,p47051,p47103,111.1943,68.8204,0.0,0.0
5642,p47051||p47115,p47051,p47115,76.8639,153.9051,0.0,0.0
5643,p47051||p47119,p47051,p47119,1651.8243,1611.1094,0.0,0.0
5644,p47051||p47127,p47051,p47127,105.8017,42.0262,0.0,0.0
5645,p47051||p47153,p47051,p47153,1557.8338,2105.3072,0.0,0.0
5646,p47053||p47113,p47053,p47113,66.648,173.4248,0.0,0.0
5647,p47053||p47183,p47053,p47183,44.6425,99.3511,0.0,0.0
5648,p47055||p47099,p47055,p47099,17.6939,51.4386,0.0,0.0
5649,p47055||p47103,p47055,p47103,39.9796,61.6106,0.0,0.0
5650,p47055||p47117,p47055,p47117,20.3563,20.3563,0.0,0.0
5651,p47055||p47119,p47055,p47119,6.811,6.811,0.0,0.0
5652,p47057||p47073,p47057,p47073,89.4402,68.1452,0.0,0.0
5653,p47057||p47089,p47057,p47089,77.8987,17.138,0.0,0.0
5654,p47057||p47093,p47057,p47093,179.1366,134.7566,0.0,0.0
5655,p47057||p47155,p47057,p47155,147.5688,167.1157,0.0,0.0
5656,p47059||p47063,p47059,p47063,164.8081,106.1979,0.0,0.0
5657,p47059||p47073,p47059,p47073,127.8203,255.5485,0.0,0.0
5658,p47059||p47089,p47059,p47089,81.5641,81.8894,0.0,0.0
5659,p47059||p47163,p47059,p47163,52.8097,81.5148,0.0,0.0
5660,p47059||p47179,p47059,p47179,127.4892,167.3275,0.0,0.0
5661,p47061||p47153,p47061,p47153,28.3545,44.73,0.0,0.0
5662,p47061||p47177,p47061,p47177,54.931,67.9588,0.0,0.0
5663,p47063||p47073,p47063,p47073,33.5046,81.4537,0.0,0.0
5664,p47063||p47089,p47063,p47089,111.5804,158.8526,0.0,0.0
5665,p47063||p47093,p47063,p47093,60.1766,69.956,0.0,0.0
5666,p47065||p47107,p47065,p47107,2363.4928,2270.1551,0.0,0.0
5667,p47065||p47115,p47065,p47115,805.0642,655.9739,0.0,0.0
5668,p47065||p47121,p47065,p47121,113.9046,128.539,0.0,0.0
5669,p47065||p47143,p47065,p47143,2575.6,2541.3639,0.0,0.0
5670,p47065||p47153,p47065,p47153,2120.9,1558.1695,0.0,0.0
5671,p47067||p47073,p47067,p47073,953.9193,738.6482,0.0,0.0
5672,p47067||p51105,p47067,p51105,744.0444,954.4456,0.0,0.0
5673,p47069||p47109,p47069,p47109,129.0311,188.349,0.0,0.0
5674,p47071||p47109,p47071,p47109,223.5297,57.5156,0.0,0.0
5675,p47073||p47093,p47073,p47093,2624.4848,2633.7006,0.0,0.0
5676,p47073||p47163,p47073,p47163,3304.356,2879.5647,0.0,0.0
5677,p47073||p47179,p47073,p47179,179.7049,106.3854,0.0,0.0
5678,p47075||p47113,p47075,p47113,2178.9687,1765.7275,0.0,0.0
5679,p47075||p47157,p47075,p47157,4286.0,3773.5167,0.0,0.0
5680,p47075||p47167,p47075,p47167,187.4246,141.5967,0.0,0.0
5681,p47075||p47183,p47075,p47183,2429.9933,1779.7668,0.0,0.0
5682,p47077||p47113,p47077,p47113,17.7822,81.3104,0.0,0.0
5683,p47079||p47183,p47079,p47183,28.9259,56.8003,0.0,0.0
5684,p47081||p47085,p47081,p47085,77.0648,210.5179,0.0,0.0
5685,p47081||p47101,p47081,p47101,104.5522,92.667,0.0,0.0
5686,p47081||p47119,p47081,p47119,86.7765,53.0333,0.0,0.0
5687,p47081||p47187,p47081,p47187,37.2649,46.2132,0.0,0.0
5688,p47083||p47085,p47083,p47085,32.9214,65.1478,0.0,0.0
5689,p47083||p47161,p47083,p47161,48.5516,34.4925,0.0,0.0
5690,p47085||p47113,p47085,p47113,2315.2076,2598.1,0.0,0.0
5691,p47085||p47119,p47085,p47119,150.877,88.4634,0.0,0.0
5692,p47085||p47135,p47085,p47135,113.4183,55.564,0.0,0.0
5693,p47085||p47161,p47085,p47161,2598.1,2598.1,0.0,0.0
5694,p47085||p47183,p47085,p47183,1957.2237,2119.2,0.0,0.0
5695,p47087||p47141,p47087,p47141,33.405,33.405,0.0,0.0
5696,p47089||p47155,p47089,p47155,82.7484,95.0832,0.0,0.0
5697,p47093||p47105,p47093,p47105,30.4476,116.0331,0.0,0.0
5698,p47093||p47143,p47093,p47143,1557.5555,1507.9204,0.0,0.0
5699,p47093||p47145,p47093,p47145,66.3904,42.604,0.0,0.0
5700,p47093||p47155,p47093,p47155,330.5194,365.8911,0.0,0.0
5701,p47093||p47173,p47093,p47173,125.7059,134.3026,0.0,0.0
5702,p47095||p47131,p47095,p47131,122.9516,99.453,0.0,0.0
5703,p47097||p47167,p47097,p47167,43.9928,149.5806,0.0,0.0
5704,p47099||p47119,p47099,p47119,303.6058,198.6743,0.0,0.0
5705,p47099||p47135,p47099,p47135,55.3192,86.1049,0.0,0.0
5706,p47099||p47181,p47099,p47181,22.8746,135.7946,0.0,0.0
5707,p47101||p47181,p47101,p47181,75.8652,90.6622,0.0,0.0
5708,p47105||p47123,p47105,p47123,171.3238,283.7967,0.0,0.0
5709,p47105||p47145,p47105,p47145,396.4263,357.0429,0.0,0.0
5710,p47107||p47123,p47107,p47123,416.8382,227.3335,0.0,0.0
5711,p47107||p47143,p47107,p47143,2458.0898,2159.6588,0.0,0.0
5712,p47111||p47165,p47111,p47165,113.2889,91.4721,0.0,0.0
5713,p47111||p47169,p47111,p47169,240.545,230.4036,0.0,0.0
5714,p47117||p47119,p47117,p47119,35.6689,118.1215,0.0,0.0
5715,p47117||p47127,p47117,p47127,40.4849,82.4658,0.0,0.0
5716,p47119||p47149,p47119,p47149,848.4092,173.2993,0.0,0.0
5717,p47119||p47187,p47119,p47187,107.5566,22.1914,0.0,0.0
5718,p47121||p47143,p47121,p47143,97.9017,128.6356,0.0,0.0
5719,p47123||p47139,p47123,p47139,142.2932,119.6816,0.0,0.0
5720,p47125||p47147,p47125,p47147,137.1539,111.2331,0.0,0.0
5721,p47125||p47161,p47125,p47161,1749.2827,2196.1942,0.0,0.0
5722,p47125||p47189,p47125,p47189,1644.156,1439.5031,0.0,0.0
5723,p47129||p47145,p47129,p47145,99.5602,99.5602,0.0,0.0
5724,p47129||p47151,p47129,p47151,68.0959,94.0272,0.0,0.0
5725,p47131||p47183,p47131,p47183,126.1819,259.4678,0.0,0.0
5726,p47133||p47141,p47133,p47141,131.0633,141.6824,0.0,0.0
5727,p47137||p47151,p47137,p47151,134.6504,73.4293,0.0,0.0
5728,p47141||p47145,p47141,p47145,2119.2,2119.2,0.0,0.0
5729,p47141||p47159,p47141,p47159,61.2582,167.6856,0.0,0.0
5730,p47141||p47185,p47141,p47185,74.8584,77.7033,0.0,0.0
5731,p47141||p47189,p47141,p47189,2119.2,2119.2,0.0,0.0
5732,p47143||p47145,p47143,p47145,2416.5447,1606.6024,0.0,0.0
5733,p47143||p47153,p47143,p47153,56.693,14.5026,0.0,0.0
5734,p47147||p47165,p47147,p47165,354.6641,362.3967,0.0,0.0
5735,p47149||p47187,p47149,p47187,611.1435,83.9794,0.0,0.0
5736,p47149||p47189,p47149,p47189,69.6265,123.9063,0.0,0.0
5737,p47157||p47167,p47157,p47167,380.9058,536.624,0.0,0.0
5738,p47159||p47165,p47159,p47165,137.6812,180.919,0.0,0.0
5739,p47163||p47179,p47163,p47179,288.9901,46.6083,0.0,0.0
5740,p47163||p51169,p47163,p51169,96.3956,228.0999,0.0,0.0
5741,p47163||p51173,p47163,p51173,1710.0,1710.0,0.0,0.0
5742,p47163||p51520,p47163,p51520,189.188,356.9334,0.0,0.0
5743,p47165||p47169,p47165,p47169,264.6156,257.3015,0.0,0.0
5744,p47165||p47189,p47165,p47189,769.9362,652.9313,0.0,0.0
5745,p47171||p47179,p47171,p47179,50.254,50.254,0.0,0.0
5746,p47175||p47177,p47175,p47177,82.3467,45.6386,0.0,0.0
5747,p47177||p47185,p47177,p47185,97.9682,42.1464,0.0,0.0
5748,p48001||p48073,p48001,p48073,375.7907,300.4117,0.0,0.0
5749,p48001||p48161,p48001,p48161,131.46,25.1403,0.0,0.0
5750,p48001||p48213,p48001,p48213,40.283,39.4907,0.0,0.0
5751,p48001||p48225,p48001,p48225,23.7902,10.5098,0.0,0.0
5752,p48001||p48289,p48001,p48289,214.0,157.0675,0.0,0.0
5753,p48001||p48423,p48001,p48423,146.3838,41.9311,0.0,0.0
5754,p48003||p48115,p48003,p48115,95.2739,171.7381,0.0,0.0
5755,p48003||p48135,p48003,p48135,147.9012,275.7418,0.0,0.0
5756,p48003||p48317,p48003,p48317,143.3333,48.9866,0.0,0.0
5757,p48003||p48329,p48003,p48329,450.891,340.4278,0.0,0.0
5758,p48003||p48495,p48003,p48495,154.41,171.0,0.0,0.0
5759,p48005||p48073,p48005,p48073,448.0,255.1381,0.0,0.0
5760,p48005||p48225,p48005,p48225,72.7228,83.6162,0.0,0.0
5761,p48007||p48355,p48007,p48355,15.0228,8.5157,0.0,0.0
5762,p48007||p48391,p48007,p48391,11.0008,11.0008,0.0,0.0
5763,p48007||p48409,p48007,p48409,8.4428,146.6939,0.0,0.0
5764,p48009||p48023,p48009,p48023,14.7904,28.0,0.0,0.0
5765,p48009||p48077,p48009,p48077,1544.3373,1224.4267,0.0,0.0
5766,p48009||p48485,p48009,p48485,612.7866,1045.2079,0.0,0.0
5767,p48009||p48487,p48009,p48487,874.2716,1715.4963,0.0,0.0
5768,p48009||p48503,p48009,p48503,1153.9673,751.7214,0.0,0.0
5769,p48011||p48381,p48011,p48381,6.4921,6.4921,0.0,0.0
5770,p48013||p48029,p48013,p48029,214.511,193.3056,0.0,0.0
5771,p48013||p48163,p48013,p48163,337.7168,594.3051,0.0,0.0
5772,p48013||p48187,p48013,p48187,1919.052,1585.0919,0.0,0.0
5773,p48013||p48255,p48013,p48255,1333.617,1358.4748,0.0,0.0
5774,p48013||p48283,p48013,p48283,144.7242,216.0,0.0,0.0
