t,r,i,UnitCT,value
2064,p87,gas-cc,recirc,780
2072,p87,gas-cc,recirc,268
2016,p88,gas-cc,recirc,593
2064,p88,gas-cc,recirc,1683
2066,p88,gas-cc,recirc,690
2090,p88,gas-cc,recirc,593
2062,p89,gas-cc,recirc,725
2064,p89,gas-cc,recirc,749
2010,p9,gas-cc,recirc,34.8
2016,p9,gas-cc,recirc,57.3
2018,p9,gas-cc,recirc,26
2020,p9,gas-cc,recirc,49.5
2048,p9,gas-cc,recirc,234.8
2050,p9,gas-cc,recirc,223.8
2052,p9,gas-cc,recirc,48.3
2056,p9,gas-cc,recirc,405.2
2058,p9,gas-cc,recirc,296.8
2062,p9,gas-cc,recirc,1441.29
2064,p9,gas-cc,recirc,85
2066,p9,gas-cc,recirc,1602.1
2068,p9,gas-cc,recirc,141
2070,p9,gas-cc,recirc,1203.4
2072,p9,gas-cc,recirc,577.1
2074,p9,gas-cc,recirc,921.1
2056,p90,gas-cc,recirc,149
2060,p90,gas-cc,recirc,902.7
2062,p90,gas-cc,recirc,2614.1
2064,p90,gas-cc,recirc,2804.2
2068,p90,gas-cc,recirc,625.6
2070,p90,gas-cc,recirc,695.4
2062,p91,gas-cc,recirc,481
2064,p91,gas-cc,recirc,235.9
2070,p92,gas-cc,recirc,525
2076,p92,gas-cc,recirc,71.916
2058,p94,gas-cc,recirc,316
2062,p94,gas-cc,recirc,2393.1
2064,p94,gas-cc,recirc,1476.1
2066,p94,gas-cc,recirc,1220.3
2072,p94,gas-cc,recirc,2514
2058,p95,gas-cc,recirc,86
2062,p95,gas-cc,recirc,460
2078,p95,gas-cc,recirc,750.001
2064,p96,gas-cc,recirc,1277.7
2064,p97,gas-cc,recirc,462.6
2078,p97,gas-cc,recirc,475
2082,p97,gas-cc,recirc,500
2048,p98,gas-cc,recirc,185
2050,p98,gas-cc,recirc,165
2062,p98,gas-cc,recirc,488
2072,p98,gas-cc,recirc,1515
2050,p99,gas-cc,recirc,348.3
2052,p99,gas-cc,recirc,664.8
2054,p99,gas-cc,recirc,218
2064,p99,gas-cc,recirc,926.2
2072,p99,gas-cc,recirc,589
2076,p99,gas-cc,recirc,1300
2078,p99,gas-cc,recirc,774
2080,p99,gas-cc,recirc,1681
2048,p103,nuclear,recirc,1124
2022,p104,nuclear,recirc,789
2020,p111,nuclear,recirc,894
2022,p111,nuclear,recirc,1240
2022,p115,nuclear,recirc,1833.999
2020,p122,nuclear,recirc,802.8
2046,p122,nuclear,recirc,1119.7
2050,p122,nuclear,recirc,1122.1
2064,p122,nuclear,recirc,1260
2066,p122,nuclear,recirc,1260
2038,p126,nuclear,recirc,1170.2
2042,p126,nuclear,recirc,1158
2046,p126,nuclear,recirc,1172
2030,p127,nuclear,recirc,624.9
2036,p127,nuclear,recirc,851.8
2048,p127,nuclear,recirc,1143.5
2022,p146,nuclear,recirc,1030
2024,p146,nuclear,recirc,2064
2038,p146,nuclear,recirc,770
2040,p146,nuclear,recirc,770
2044,p146,nuclear,recirc,4801
2050,p146,nuclear,recirc,881
2052,p146,nuclear,recirc,1762
2054,p146,nuclear,recirc,881
2012,p150,nuclear,recirc,639
2044,p152,nuclear,recirc,558
2050,p189,nuclear,recirc,682.44
2056,p189,nuclear,recirc,682.44
2044,p2,nuclear,recirc,1137
2066,p28,nuclear,recirc,2625.001
2068,p28,nuclear,recirc,1311.999
2032,p43,nuclear,recirc,554
2046,p58,nuclear,recirc,969
2036,p70,nuclear,recirc,619
2044,p72,nuclear,recirc,1193
2046,p80,nuclear,recirc,1164
2048,p80,nuclear,recirc,1136
2054,p85,nuclear,recirc,825.5
2060,p85,nuclear,recirc,985.8
2046,p87,nuclear,recirc,1408.5
2058,p90,nuclear,recirc,874
2062,p90,nuclear,recirc,883
2056,p92,nuclear,recirc,1123
2062,p92,nuclear,recirc,2277.7
2096,p92,nuclear,recirc,1122
2036,p94,nuclear,recirc,876
2040,p94,nuclear,recirc,883.05
2068,p94,nuclear,recirc,1150
2070,p94,nuclear,recirc,1152
2048,p98,nuclear,recirc,928
2020,p1,o-g-s,recirc,2.5
2012,p10,o-g-s,recirc,42
2014,p10,o-g-s,recirc,145
2016,p10,o-g-s,recirc,71
2018,p10,o-g-s,recirc,640
2020,p10,o-g-s,recirc,47.6
2024,p10,o-g-s,recirc,55
2026,p10,o-g-s,recirc,1.6
2028,p10,o-g-s,recirc,70
2036,p10,o-g-s,recirc,1.4
2046,p10,o-g-s,recirc,2.8
2072,p10,o-g-s,recirc,4.44
2074,p10,o-g-s,recirc,1.8
2076,p10,o-g-s,recirc,2.7
2078,p10,o-g-s,recirc,1.4
2010,p101,o-g-s,recirc,4
2014,p101,o-g-s,recirc,17.6
2016,p101,o-g-s,recirc,39
2018,p101,o-g-s,recirc,76
2020,p101,o-g-s,recirc,12.5
2022,p101,o-g-s,recirc,75
2024,p101,o-g-s,recirc,5
2040,p101,o-g-s,recirc,4
2042,p101,o-g-s,recirc,15
2044,p101,o-g-s,recirc,2.4
2048,p101,o-g-s,recirc,3.5
2052,p101,o-g-s,recirc,159.5
2064,p101,o-g-s,recirc,35.055
2020,p102,o-g-s,recirc,10
2010,p103,o-g-s,recirc,3.9
2012,p103,o-g-s,recirc,19.4
2014,p103,o-g-s,recirc,27.7
2016,p103,o-g-s,recirc,11.3
2018,p103,o-g-s,recirc,7.9
2020,p103,o-g-s,recirc,122.65
2022,p103,o-g-s,recirc,17.1
2024,p103,o-g-s,recirc,5
2026,p103,o-g-s,recirc,2.5
2032,p103,o-g-s,recirc,14.6
2034,p103,o-g-s,recirc,2.2
2036,p103,o-g-s,recirc,3.7
2038,p103,o-g-s,recirc,4.2
2040,p103,o-g-s,recirc,6.5
2044,p103,o-g-s,recirc,1
2046,p103,o-g-s,recirc,4.1
2050,p103,o-g-s,recirc,609.25
2052,p103,o-g-s,recirc,555.96
2054,p103,o-g-s,recirc,2.6
2058,p103,o-g-s,recirc,5.4
2010,p105,o-g-s,recirc,246.6
2016,p105,o-g-s,recirc,9.8
2020,p105,o-g-s,recirc,4.2
2022,p105,o-g-s,recirc,13.8
2044,p105,o-g-s,recirc,5.7
2048,p105,o-g-s,recirc,88
2052,p105,o-g-s,recirc,48
2056,p105,o-g-s,recirc,83.3
2020,p106,o-g-s,recirc,3
2034,p106,o-g-s,recirc,13
2048,p106,o-g-s,recirc,418
2060,p106,o-g-s,recirc,3.4
2016,p107,o-g-s,recirc,3
2020,p107,o-g-s,recirc,9
2048,p107,o-g-s,recirc,1.5
2054,p107,o-g-s,recirc,2
2034,p108,o-g-s,recirc,65
2020,p109,o-g-s,recirc,5.9
2024,p109,o-g-s,recirc,6
2072,p11,o-g-s,recirc,1
2016,p110,o-g-s,recirc,9.24214417744917
2024,p110,o-g-s,recirc,259.242144177449
2016,p111,o-g-s,recirc,4
2020,p111,o-g-s,recirc,8.65
2040,p111,o-g-s,recirc,19.8
2044,p111,o-g-s,recirc,1.6
2046,p111,o-g-s,recirc,7.2
2048,p111,o-g-s,recirc,1
2050,p111,o-g-s,recirc,10.8
2052,p111,o-g-s,recirc,5.4
2054,p111,o-g-s,recirc,6
2058,p111,o-g-s,recirc,2
2060,p111,o-g-s,recirc,1.8
2076,p111,o-g-s,recirc,21
2016,p112,o-g-s,recirc,37
2018,p112,o-g-s,recirc,8.8
2020,p112,o-g-s,recirc,24.6
2022,p112,o-g-s,recirc,15.1
2034,p112,o-g-s,recirc,2.4
2040,p112,o-g-s,recirc,9
2048,p112,o-g-s,recirc,1.8
2050,p112,o-g-s,recirc,56.8
2052,p112,o-g-s,recirc,5.4
2056,p112,o-g-s,recirc,2.2
2058,p112,o-g-s,recirc,4.7
2066,p112,o-g-s,recirc,1.8
2020,p113,o-g-s,recirc,22
2012,p114,o-g-s,recirc,0.7
2020,p114,o-g-s,recirc,10.6
2050,p114,o-g-s,recirc,3.6
2020,p115,o-g-s,recirc,11.208
2036,p118,o-g-s,recirc,460
2058,p118,o-g-s,recirc,1.3
2012,p12,o-g-s,recirc,13.2
2014,p12,o-g-s,recirc,5.4
2020,p12,o-g-s,recirc,6
2018,p122,o-g-s,recirc,7.4
2020,p122,o-g-s,recirc,75.85
2034,p122,o-g-s,recirc,11
2050,p122,o-g-s,recirc,850
2052,p122,o-g-s,recirc,850
2010,p123,o-g-s,recirc,0.5
2012,p123,o-g-s,recirc,550
2020,p123,o-g-s,recirc,29.6
2024,p123,o-g-s,recirc,11.2
2028,p123,o-g-s,recirc,12.4
2040,p123,o-g-s,recirc,15
2044,p123,o-g-s,recirc,1.2
2046,p123,o-g-s,recirc,6
2050,p123,o-g-s,recirc,585.6
2056,p123,o-g-s,recirc,582
2064,p123,o-g-s,recirc,10
2020,p124,o-g-s,recirc,12.6
2024,p124,o-g-s,recirc,1.4
2044,p124,o-g-s,recirc,2.4
2052,p124,o-g-s,recirc,12
2012,p125,o-g-s,recirc,6.8
2018,p125,o-g-s,recirc,34
2050,p125,o-g-s,recirc,102
2072,p125,o-g-s,recirc,8.8
2074,p125,o-g-s,recirc,21.2
2010,p126,o-g-s,recirc,28
2016,p126,o-g-s,recirc,8
2018,p126,o-g-s,recirc,148
2062,p126,o-g-s,recirc,6
2066,p126,o-g-s,recirc,1.5
2068,p126,o-g-s,recirc,7.8
2074,p126,o-g-s,recirc,2
2076,p126,o-g-s,recirc,26.8
2016,p127,o-g-s,recirc,0.7
2020,p127,o-g-s,recirc,29.4
2026,p127,o-g-s,recirc,0.8
2028,p127,o-g-s,recirc,19.1
2030,p127,o-g-s,recirc,0.8
2038,p127,o-g-s,recirc,7.2
2042,p127,o-g-s,recirc,6.086
2048,p127,o-g-s,recirc,4.2
2050,p127,o-g-s,recirc,4.9
2054,p127,o-g-s,recirc,4
2058,p127,o-g-s,recirc,4.5
2066,p127,o-g-s,recirc,5
2010,p128,o-g-s,recirc,1
2014,p128,o-g-s,recirc,8.5
2020,p128,o-g-s,recirc,20.904
2022,p128,o-g-s,recirc,2.5
2040,p128,o-g-s,recirc,0.4
2060,p128,o-g-s,recirc,2.5
2014,p129,o-g-s,recirc,1.8
2020,p129,o-g-s,recirc,4.751
2058,p129,o-g-s,recirc,7.216
2012,p13,o-g-s,recirc,80
2060,p13,o-g-s,recirc,6.5
2050,p130,o-g-s,recirc,368
2010,p131,o-g-s,recirc,6.7
2014,p131,o-g-s,recirc,2.25
2018,p131,o-g-s,recirc,10.12
2020,p131,o-g-s,recirc,18.8
2022,p131,o-g-s,recirc,2.5
2026,p131,o-g-s,recirc,16
2028,p131,o-g-s,recirc,11.05
2032,p131,o-g-s,recirc,0.639
2058,p131,o-g-s,recirc,4
2070,p131,o-g-s,recirc,0.8
2012,p132,o-g-s,recirc,7.4
2014,p132,o-g-s,recirc,2.75
2020,p132,o-g-s,recirc,5.4
2048,p132,o-g-s,recirc,414.9
2054,p132,o-g-s,recirc,6
2056,p132,o-g-s,recirc,4
2058,p132,o-g-s,recirc,2
2060,p132,o-g-s,recirc,37.5
2078,p132,o-g-s,recirc,3.7
2012,p133,o-g-s,recirc,1
2018,p133,o-g-s,recirc,7.51
2012,p134,o-g-s,recirc,4.276
2014,p134,o-g-s,recirc,1.9
2016,p134,o-g-s,recirc,8
2020,p134,o-g-s,recirc,7.95
2048,p134,o-g-s,recirc,72
2016,p137,o-g-s,recirc,900
2062,p140,o-g-s,recirc,1.4
2010,p141,o-g-s,recirc,212
2062,p141,o-g-s,recirc,20.41
2064,p141,o-g-s,recirc,16
2072,p141,o-g-s,recirc,130
2020,p142,o-g-s,recirc,0.3
2020,p143,o-g-s,recirc,62.8
2022,p143,o-g-s,recirc,63
2070,p145,o-g-s,recirc,70
2052,p147,o-g-s,recirc,2100
2020,p15,o-g-s,recirc,5.4
2030,p150,o-g-s,recirc,67.2
2016,p152,o-g-s,recirc,300
2020,p152,o-g-s,recirc,1
2026,p152,o-g-s,recirc,11.8
2034,p152,o-g-s,recirc,5
2042,p152,o-g-s,recirc,97.7
2052,p152,o-g-s,recirc,972
2040,p153,o-g-s,recirc,81
2048,p153,o-g-s,recirc,93
2052,p153,o-g-s,recirc,147
2030,p155,o-g-s,recirc,108
2046,p155,o-g-s,recirc,300
2048,p155,o-g-s,recirc,52
2050,p155,o-g-s,recirc,150
2020,p156,o-g-s,recirc,21.6
2024,p156,o-g-s,recirc,19.2
2028,p156,o-g-s,recirc,19.2
2016,p157,o-g-s,recirc,632
2020,p157,o-g-s,recirc,632
2018,p159,o-g-s,recirc,484
2016,p160,o-g-s,recirc,320
2020,p160,o-g-s,recirc,320
2016,p162,o-g-s,recirc,300
2020,p162,o-g-s,recirc,616
2020,p163,o-g-s,recirc,316
2064,p163,o-g-s,recirc,317.9
2020,p165,o-g-s,recirc,300
2024,p167,o-g-s,recirc,320
2016,p171,o-g-s,recirc,300
2020,p171,o-g-s,recirc,300
2014,p172,o-g-s,recirc,465
2078,p172,o-g-s,recirc,80
2014,p175,o-g-s,recirc,300
2020,p175,o-g-s,recirc,500
2062,p175,o-g-s,recirc,495
2068,p175,o-g-s,recirc,129
2090,p180,o-g-s,recirc,430
2018,p181,o-g-s,recirc,700
2062,p181,o-g-s,recirc,700
2010,p182,o-g-s,recirc,316
2020,p182,o-g-s,recirc,550
2068,p182,o-g-s,recirc,142.75
2012,p183,o-g-s,recirc,600
2020,p183,o-g-s,recirc,600
2064,p183,o-g-s,recirc,700
2050,p186,o-g-s,recirc,12
2016,p187,o-g-s,recirc,1605.6
2018,p187,o-g-s,recirc,150
2020,p187,o-g-s,recirc,300
2022,p187,o-g-s,recirc,660
2024,p187,o-g-s,recirc,300
2030,p187,o-g-s,recirc,645.6
2068,p187,o-g-s,recirc,133.7
2018,p188,o-g-s,recirc,1050
2020,p188,o-g-s,recirc,1050
2094,p194,o-g-s,recirc,130.64
2068,p196,o-g-s,recirc,115.2
2022,p198,o-g-s,recirc,168
2020,p201,o-g-s,recirc,295
2062,p205,o-g-s,recirc,10.8
2020,p21,o-g-s,recirc,2.7
2030,p21,o-g-s,recirc,2
2010,p25,o-g-s,recirc,1.501
2012,p25,o-g-s,recirc,0.1
2020,p25,o-g-s,recirc,133
2030,p25,o-g-s,recirc,104.5
2038,p25,o-g-s,recirc,14
2050,p25,o-g-s,recirc,12.206
2052,p25,o-g-s,recirc,1.6
2066,p25,o-g-s,recirc,7.8
2076,p25,o-g-s,recirc,3.8
2014,p28,o-g-s,recirc,210
2020,p28,o-g-s,recirc,181
2032,p28,o-g-s,recirc,113
2034,p28,o-g-s,recirc,113
2036,p28,o-g-s,recirc,404
2040,p28,o-g-s,recirc,175
2034,p30,o-g-s,recirc,81
2036,p30,o-g-s,recirc,81
2038,p30,o-g-s,recirc,104
2042,p30,o-g-s,recirc,156
2012,p31,o-g-s,recirc,25
2020,p31,o-g-s,recirc,88
2022,p31,o-g-s,recirc,157
2028,p31,o-g-s,recirc,145
2016,p32,o-g-s,recirc,10
2014,p33,o-g-s,recirc,0.9
2020,p33,o-g-s,recirc,8.5
2044,p33,o-g-s,recirc,352
2014,p34,o-g-s,recirc,29.2
2020,p34,o-g-s,recirc,105.2
2044,p34,o-g-s,recirc,0.7
2050,p34,o-g-s,recirc,5.7
2052,p34,o-g-s,recirc,10
2058,p34,o-g-s,recirc,1.7
2056,p35,o-g-s,recirc,2
2018,p36,o-g-s,recirc,1
2060,p36,o-g-s,recirc,5.3
2012,p37,o-g-s,recirc,13.8
2020,p37,o-g-s,recirc,4
2030,p37,o-g-s,recirc,2.1
2052,p37,o-g-s,recirc,4
2066,p37,o-g-s,recirc,6
2014,p38,o-g-s,recirc,4.5
2020,p38,o-g-s,recirc,7.1
2024,p38,o-g-s,recirc,2.8
2026,p38,o-g-s,recirc,0.63
2042,p38,o-g-s,recirc,1.8
2052,p38,o-g-s,recirc,1
2054,p38,o-g-s,recirc,6.5
2058,p38,o-g-s,recirc,2
2020,p39,o-g-s,recirc,1.4
2032,p39,o-g-s,recirc,1
2010,p40,o-g-s,recirc,1
2012,p40,o-g-s,recirc,0.9
2014,p40,o-g-s,recirc,3.06
2020,p40,o-g-s,recirc,44.35
2022,p40,o-g-s,recirc,1.4
2024,p40,o-g-s,recirc,7.2
2026,p40,o-g-s,recirc,1.27
2030,p40,o-g-s,recirc,1
2034,p40,o-g-s,recirc,1
2038,p40,o-g-s,recirc,1.3
2044,p40,o-g-s,recirc,0.5
2046,p40,o-g-s,recirc,5.5
2048,p40,o-g-s,recirc,11.7
2050,p40,o-g-s,recirc,2.9
2052,p40,o-g-s,recirc,0.3
2056,p40,o-g-s,recirc,5
2060,p40,o-g-s,recirc,3
2020,p41,o-g-s,recirc,7.2
2022,p41,o-g-s,recirc,87
2044,p41,o-g-s,recirc,2.4
2046,p41,o-g-s,recirc,3.4
2048,p41,o-g-s,recirc,7.2
2054,p41,o-g-s,recirc,1.8
2010,p42,o-g-s,recirc,1.4
2020,p42,o-g-s,recirc,4.1
2052,p42,o-g-s,recirc,1.2
2056,p42,o-g-s,recirc,1.3
2058,p42,o-g-s,recirc,3.8
2062,p42,o-g-s,recirc,20.5
2010,p43,o-g-s,recirc,6.99
2012,p43,o-g-s,recirc,25.9
2014,p43,o-g-s,recirc,4.7
2016,p43,o-g-s,recirc,14.7
2018,p43,o-g-s,recirc,1
2020,p43,o-g-s,recirc,48.44
2022,p43,o-g-s,recirc,5
2024,p43,o-g-s,recirc,8.33
2028,p43,o-g-s,recirc,2.6
2030,p43,o-g-s,recirc,0.8
2036,p43,o-g-s,recirc,5.6
2040,p43,o-g-s,recirc,1.2
2044,p43,o-g-s,recirc,3
2046,p43,o-g-s,recirc,2.1
2048,p43,o-g-s,recirc,15
2050,p43,o-g-s,recirc,32.7
2052,p43,o-g-s,recirc,9
2054,p43,o-g-s,recirc,25
2056,p43,o-g-s,recirc,15.3
2060,p43,o-g-s,recirc,13.4
2062,p43,o-g-s,recirc,6
2078,p43,o-g-s,recirc,22.5
2016,p44,o-g-s,recirc,3.8
2020,p44,o-g-s,recirc,6.2
2024,p44,o-g-s,recirc,6.23
2046,p44,o-g-s,recirc,2
2052,p44,o-g-s,recirc,21.9
2054,p44,o-g-s,recirc,12.2
2056,p44,o-g-s,recirc,2
2012,p45,o-g-s,recirc,2.1
2014,p45,o-g-s,recirc,5.2
2020,p45,o-g-s,recirc,44.1
2022,p45,o-g-s,recirc,2.5
2024,p45,o-g-s,recirc,2
2030,p45,o-g-s,recirc,5.7
2034,p45,o-g-s,recirc,37.5
2038,p45,o-g-s,recirc,3.1
2040,p45,o-g-s,recirc,1.1
2042,p45,o-g-s,recirc,0.9
2044,p45,o-g-s,recirc,8.8
2046,p45,o-g-s,recirc,5.4
2048,p45,o-g-s,recirc,7.2
2050,p45,o-g-s,recirc,38.8
2052,p45,o-g-s,recirc,15.6
2054,p45,o-g-s,recirc,4
2056,p45,o-g-s,recirc,7.8
2062,p45,o-g-s,recirc,6.9
2064,p45,o-g-s,recirc,2.5
2078,p45,o-g-s,recirc,4.3
2012,p46,o-g-s,recirc,19.2
2020,p46,o-g-s,recirc,16.79
2026,p46,o-g-s,recirc,3.8
2030,p46,o-g-s,recirc,6.72
2032,p46,o-g-s,recirc,0.5
2038,p46,o-g-s,recirc,1.6
2040,p46,o-g-s,recirc,2.4
2046,p46,o-g-s,recirc,3.2
2048,p46,o-g-s,recirc,4.4
2050,p46,o-g-s,recirc,7.5
2052,p46,o-g-s,recirc,12.87
2058,p46,o-g-s,recirc,3.8
2010,p47,o-g-s,recirc,6
2020,p47,o-g-s,recirc,71
2026,p47,o-g-s,recirc,183
2042,p47,o-g-s,recirc,112
2010,p48,o-g-s,recirc,26
2014,p48,o-g-s,recirc,46
2016,p48,o-g-s,recirc,23
2020,p48,o-g-s,recirc,318
2022,p48,o-g-s,recirc,107
2024,p48,o-g-s,recirc,199
2026,p48,o-g-s,recirc,42
2028,p48,o-g-s,recirc,244
2032,p48,o-g-s,recirc,243
2034,p48,o-g-s,recirc,243
2038,p48,o-g-s,recirc,46
2062,p48,o-g-s,recirc,2.373
2036,p5,o-g-s,recirc,23
2062,p5,o-g-s,recirc,2.8
2010,p50,o-g-s,recirc,1.9
2012,p50,o-g-s,recirc,1.8
2016,p50,o-g-s,recirc,126.4
2018,p50,o-g-s,recirc,380
2020,p50,o-g-s,recirc,14.9
2022,p50,o-g-s,recirc,3.5
2024,p50,o-g-s,recirc,50
2038,p50,o-g-s,recirc,254
2044,p50,o-g-s,recirc,541.7
2050,p50,o-g-s,recirc,140
2054,p50,o-g-s,recirc,7.8
2056,p50,o-g-s,recirc,4
2020,p51,o-g-s,recirc,15.2
2026,p51,o-g-s,recirc,464.8
2030,p51,o-g-s,recirc,4
2032,p51,o-g-s,recirc,150
2034,p51,o-g-s,recirc,155
2050,p51,o-g-s,recirc,454
2052,p51,o-g-s,recirc,455
2012,p52,o-g-s,recirc,3.7
2014,p52,o-g-s,recirc,8.7
2016,p52,o-g-s,recirc,0.8
2018,p52,o-g-s,recirc,4.5
2020,p52,o-g-s,recirc,13.08
2022,p52,o-g-s,recirc,14
2034,p52,o-g-s,recirc,100.4
2044,p52,o-g-s,recirc,4
2048,p52,o-g-s,recirc,5
2068,p52,o-g-s,recirc,6
2010,p53,o-g-s,recirc,25.2
2012,p53,o-g-s,recirc,75.4
2014,p53,o-g-s,recirc,18.8
2016,p53,o-g-s,recirc,258.1
2020,p53,o-g-s,recirc,85.2
2022,p53,o-g-s,recirc,21.9
2024,p53,o-g-s,recirc,148.6
2026,p53,o-g-s,recirc,24.3
2028,p53,o-g-s,recirc,14
2030,p53,o-g-s,recirc,31.3
2032,p53,o-g-s,recirc,119.9
2034,p53,o-g-s,recirc,130.8
2036,p53,o-g-s,recirc,155.3
2040,p53,o-g-s,recirc,3.9
2042,p53,o-g-s,recirc,384.1
2044,p53,o-g-s,recirc,150
2046,p53,o-g-s,recirc,1.1
2050,p53,o-g-s,recirc,25.4
2052,p53,o-g-s,recirc,29.4
2054,p53,o-g-s,recirc,26.2
2056,p53,o-g-s,recirc,3
2058,p53,o-g-s,recirc,8.4
2066,p53,o-g-s,recirc,2
2068,p53,o-g-s,recirc,13.8
2010,p54,o-g-s,recirc,2.1
2012,p54,o-g-s,recirc,9
2014,p54,o-g-s,recirc,4.5
2016,p54,o-g-s,recirc,5.3
2020,p54,o-g-s,recirc,37.3
2022,p54,o-g-s,recirc,6.6
2024,p54,o-g-s,recirc,10.8
2026,p54,o-g-s,recirc,4.4
2028,p54,o-g-s,recirc,3.5
2032,p54,o-g-s,recirc,2.4
2034,p54,o-g-s,recirc,6.5
2036,p54,o-g-s,recirc,98.6
2038,p54,o-g-s,recirc,2.7
2040,p54,o-g-s,recirc,1
2044,p54,o-g-s,recirc,4
2050,p54,o-g-s,recirc,7.2
2052,p54,o-g-s,recirc,4.8
2054,p54,o-g-s,recirc,25.7
2016,p55,o-g-s,recirc,0.6
2020,p55,o-g-s,recirc,3.1
2050,p55,o-g-s,recirc,7.2
2020,p57,o-g-s,recirc,179
2040,p57,o-g-s,recirc,174
2046,p57,o-g-s,recirc,709
2010,p58,o-g-s,recirc,180.3
2012,p58,o-g-s,recirc,11.6
2016,p58,o-g-s,recirc,225.98
2018,p58,o-g-s,recirc,428.8
2020,p58,o-g-s,recirc,135
2028,p58,o-g-s,recirc,10
2032,p58,o-g-s,recirc,23.5
2038,p58,o-g-s,recirc,38.6
2046,p58,o-g-s,recirc,424.7
2048,p58,o-g-s,recirc,220
2058,p58,o-g-s,recirc,575
2060,p58,o-g-s,recirc,33
2068,p58,o-g-s,recirc,50
2074,p58,o-g-s,recirc,4.262
2022,p59,o-g-s,recirc,150
2026,p59,o-g-s,recirc,102
2010,p60,o-g-s,recirc,632
2012,p62,o-g-s,recirc,112
2016,p62,o-g-s,recirc,515
2012,p63,o-g-s,recirc,708
2014,p63,o-g-s,recirc,4
2018,p63,o-g-s,recirc,2.1
2020,p63,o-g-s,recirc,14
2056,p64,o-g-s,recirc,1.5
2012,p65,o-g-s,recirc,974
2014,p65,o-g-s,recirc,144
2042,p65,o-g-s,recirc,3.2
2052,p65,o-g-s,recirc,8
2068,p65,o-g-s,recirc,28.6
2054,p66,o-g-s,recirc,459.5
2062,p66,o-g-s,recirc,0.5
2010,p67,o-g-s,recirc,2243
2018,p67,o-g-s,recirc,866
2022,p67,o-g-s,recirc,246
2076,p67,o-g-s,recirc,300
2078,p67,o-g-s,recirc,0.5
2010,p68,o-g-s,recirc,48.96
2016,p68,o-g-s,recirc,30.7
2020,p68,o-g-s,recirc,19.58
2022,p68,o-g-s,recirc,3.1
2026,p68,o-g-s,recirc,16.9
2036,p68,o-g-s,recirc,1
2044,p68,o-g-s,recirc,6.6
2046,p68,o-g-s,recirc,7.2
2048,p68,o-g-s,recirc,10.76
2050,p68,o-g-s,recirc,3.8
2052,p68,o-g-s,recirc,20.62
2054,p68,o-g-s,recirc,6.2
2056,p68,o-g-s,recirc,2.2
2058,p68,o-g-s,recirc,4.9
2060,p68,o-g-s,recirc,8
2014,p69,o-g-s,recirc,23
2016,p69,o-g-s,recirc,1.9
2020,p69,o-g-s,recirc,60.7
2022,p69,o-g-s,recirc,3.5
2024,p69,o-g-s,recirc,6
2028,p69,o-g-s,recirc,1.2
2038,p69,o-g-s,recirc,1.14
2040,p69,o-g-s,recirc,3
2044,p69,o-g-s,recirc,7
2046,p69,o-g-s,recirc,5.2
2048,p69,o-g-s,recirc,3.6
2050,p69,o-g-s,recirc,49
2052,p69,o-g-s,recirc,3.6
2056,p69,o-g-s,recirc,2.2
2010,p70,o-g-s,recirc,1
2012,p70,o-g-s,recirc,16.3
2014,p70,o-g-s,recirc,0.6
2016,p70,o-g-s,recirc,5.3
2018,p70,o-g-s,recirc,220.4
2020,p70,o-g-s,recirc,43.07
2022,p70,o-g-s,recirc,13.2
2024,p70,o-g-s,recirc,14.7
2026,p70,o-g-s,recirc,2.8
2028,p70,o-g-s,recirc,4
2032,p70,o-g-s,recirc,2.7
2036,p70,o-g-s,recirc,46.5
2038,p70,o-g-s,recirc,3.6
2040,p70,o-g-s,recirc,1.6
2042,p70,o-g-s,recirc,100.76
2044,p70,o-g-s,recirc,12.14
2046,p70,o-g-s,recirc,12.3
2048,p70,o-g-s,recirc,9.24
2050,p70,o-g-s,recirc,25.4
2052,p70,o-g-s,recirc,53.65
2054,p70,o-g-s,recirc,48.06
2056,p70,o-g-s,recirc,4
2058,p70,o-g-s,recirc,1.5
2060,p70,o-g-s,recirc,0.6
2062,p70,o-g-s,recirc,18.1
2066,p70,o-g-s,recirc,0.5
2068,p70,o-g-s,recirc,2
2010,p71,o-g-s,recirc,1.8
2012,p71,o-g-s,recirc,6.6
2014,p71,o-g-s,recirc,1.3
2016,p71,o-g-s,recirc,6
2018,p71,o-g-s,recirc,4.6
2020,p71,o-g-s,recirc,4.4
2022,p71,o-g-s,recirc,1.9
2032,p71,o-g-s,recirc,3
2036,p71,o-g-s,recirc,2.3
2038,p71,o-g-s,recirc,4.8
2040,p71,o-g-s,recirc,5
2042,p71,o-g-s,recirc,4.8
2050,p71,o-g-s,recirc,5.1
2052,p71,o-g-s,recirc,3.6
2054,p71,o-g-s,recirc,14.4
2012,p72,o-g-s,recirc,18.2
2020,p72,o-g-s,recirc,9.5
2024,p72,o-g-s,recirc,13
2026,p72,o-g-s,recirc,6.2
2028,p72,o-g-s,recirc,1.1
2034,p72,o-g-s,recirc,3.8
2044,p72,o-g-s,recirc,2
2046,p72,o-g-s,recirc,2
2052,p72,o-g-s,recirc,11.64
2054,p72,o-g-s,recirc,15.1
2056,p72,o-g-s,recirc,6
2058,p72,o-g-s,recirc,4
2060,p72,o-g-s,recirc,18
2016,p74,o-g-s,recirc,36
2012,p75,o-g-s,recirc,7.8
2020,p75,o-g-s,recirc,0.9
