*i,r,quarter,value
hydSD,p127,fall,0.5
hydSD,p128,fall,0.5
hydSD,p129,fall,0.5
hydSD,p130,fall,0.5
hydSD,p131,fall,0.5
hydSD,p132,fall,0.5
hydSD,p133,fall,0.5
hydSD,p134,fall,0.5
hydSD,p135,fall,0.5
hydSD,p136,fall,0.5
hydSD,p137,fall,0.5
hydSD,p138,fall,0.5
hydSD,p139,fall,0.5
hydSD,p140,fall,0.5
hydSD,p141,fall,0.5
hydSD,p142,fall,0.5
hydSD,p143,fall,0.5
hydSD,p144,fall,0.5
hydSD,p145,fall,0.5
hydSD,p146,fall,0.5
hydSD,p147,fall,0.5
hydSD,p148,fall,0.5
hydSD,p149,fall,0.5
hydSD,p150,fall,0.5
hydSD,p151,fall,0.5
hydSD,p152,fall,0.5
hydSD,p153,fall,0.5
hydSD,p154,fall,0.5
hydSD,p155,fall,0.5
hydSD,p156,fall,0.5
hydSD,p157,fall,0.5
hydSD,p158,fall,0.5
hydSD,p159,fall,0.5
hydSD,p160,fall,0.5
hydSD,p161,fall,0.5
hydSD,p162,fall,0.5
hydSD,p163,fall,0.5
hydSD,p164,fall,0.5
hydSD,p165,fall,0.5
hydSD,p166,fall,0.5
hydSD,p167,fall,0.5
hydSD,p168,fall,0.5
hydSD,p169,fall,0.5
hydSD,p170,fall,0.5
hydSD,p171,fall,0.5
hydSD,p172,fall,0.5
hydSD,p173,fall,0.5
hydSD,p174,fall,0.5
hydSD,p175,fall,0.5
hydSD,p176,fall,0.5
hydSD,p177,fall,0.5
hydSD,p178,fall,0.5
hydSD,p179,fall,0.5
hydSD,p180,fall,0.5
hydSD,p181,fall,0.5
hydSD,p182,fall,0.5
hydSD,p183,fall,0.5
hydSD,p184,fall,0.5
hydSD,p185,fall,0.5
hydSD,p186,fall,0.5
hydSD,p187,fall,0.5
hydSD,p188,fall,0.5
hydSD,p189,fall,0.5
hydSD,p190,fall,0.5
hydSD,p191,fall,0.5
hydSD,p192,fall,0.5
hydSD,p193,fall,0.5
hydSD,p194,fall,0.5
hydSD,p195,fall,0.5
hydSD,p196,fall,0.5
hydSD,p197,fall,0.5
hydSD,p198,fall,0.5
hydSD,p199,fall,0.5
hydSD,p200,fall,0.5
hydSD,p201,fall,0.5
hydSD,p202,fall,0.5
hydSD,p203,fall,0.5
hydSD,p204,fall,0.5
hydSD,p205,fall,0.5
hydSD,p1,wint,0.5
hydSD,p2,wint,0.5
hydSD,p3,wint,0.5
hydSD,p4,wint,0.5
hydSD,p5,wint,0.5
hydSD,p6,wint,0.5
hydSD,p7,wint,0.5
hydSD,p8,wint,0.5
hydSD,p9,wint,0.5
hydSD,p10,wint,0.5
hydSD,p11,wint,0.5
hydSD,p12,wint,0.5
hydSD,p13,wint,0.5
hydSD,p14,wint,0.5
hydSD,p15,wint,0.5
hydSD,p16,wint,0.5
hydSD,p17,wint,0.5
hydSD,p18,wint,0.5
hydSD,p19,wint,0.5
hydSD,p20,wint,0.5
hydSD,p21,wint,0.5
hydSD,p22,wint,0.5
hydSD,p23,wint,0.5
hydSD,p24,wint,0.5
hydSD,p25,wint,0.5
hydSD,p26,wint,0.5
hydSD,p27,wint,0.5
hydSD,p28,wint,0.5
hydSD,p29,wint,0.5
hydSD,p30,wint,0.5
hydSD,p31,wint,0.5
hydSD,p32,wint,0.5
hydSD,p33,wint,0.5
hydSD,p34,wint,0.5
hydSD,p35,wint,0.5
hydSD,p36,wint,0.5
hydSD,p37,wint,0.5
hydSD,p38,wint,0.5
hydSD,p39,wint,0.5
hydSD,p40,wint,0.5
hydSD,p41,wint,0.5
hydSD,p42,wint,0.5
hydSD,p43,wint,0.5
hydSD,p44,wint,0.5
hydSD,p45,wint,0.5
hydSD,p46,wint,0.5
hydSD,p47,wint,0.5
hydSD,p48,wint,0.5
hydSD,p49,wint,0.5
hydSD,p50,wint,0.5
hydSD,p51,wint,0.5
hydSD,p52,wint,0.5
hydSD,p53,wint,0.5
hydSD,p54,wint,0.5
hydSD,p55,wint,0.5
hydSD,p56,wint,0.5
hydSD,p57,wint,0.5
hydSD,p58,wint,0.5
hydSD,p59,wint,0.5
hydSD,p60,wint,0.5
hydSD,p61,wint,0.5
hydSD,p62,wint,0.5
hydSD,p63,wint,0.5
hydSD,p64,wint,0.5
hydSD,p65,wint,0.5
hydSD,p66,wint,0.5
hydSD,p67,wint,0.5
hydSD,p68,wint,0.5
hydSD,p69,wint,0.5
hydSD,p70,wint,0.5
hydSD,p71,wint,0.5
hydSD,p72,wint,0.5
hydSD,p73,wint,0.5
hydSD,p74,wint,0.5
hydSD,p75,wint,0.5
hydSD,p76,wint,0.5
hydSD,p77,wint,0.5
hydSD,p78,wint,0.5
hydSD,p79,wint,0.5
hydSD,p80,wint,0.5
hydSD,p81,wint,0.5
hydSD,p82,wint,0.5
hydSD,p83,wint,0.5
hydSD,p84,wint,0.5
hydSD,p85,wint,0.5
hydSD,p86,wint,0.5
hydSD,p87,wint,0.5
hydSD,p88,wint,0.5
hydSD,p89,wint,0.5
hydSD,p90,wint,0.5
hydSD,p91,wint,0.5
hydSD,p92,wint,0.5
hydSD,p93,wint,0.5
hydSD,p94,wint,0.5
hydSD,p95,wint,0.5
hydSD,p96,wint,0.5
hydSD,p97,wint,0.5
hydSD,p98,wint,0.5
hydSD,p99,wint,0.5
hydSD,p100,wint,0.5
hydSD,p101,wint,0.5
hydSD,p102,wint,0.5
hydSD,p103,wint,0.5
hydSD,p104,wint,0.5
hydSD,p105,wint,0.5
hydSD,p106,wint,0.5
hydSD,p107,wint,0.5
hydSD,p108,wint,0.5
hydSD,p109,wint,0.5
hydSD,p110,wint,0.5
hydSD,p111,wint,0.5
hydSD,p112,wint,0.5
hydSD,p113,wint,0.5
hydSD,p114,wint,0.5
hydSD,p115,wint,0.5
hydSD,p116,wint,0.5
hydSD,p117,wint,0.5
hydSD,p118,wint,0.5
hydSD,p119,wint,0.5
hydSD,p120,wint,0.5
hydSD,p121,wint,0.5
hydSD,p122,wint,0.5
hydSD,p123,wint,0.5
hydSD,p124,wint,0.5
hydSD,p125,wint,0.5
hydSD,p126,wint,0.5
hydSD,p127,wint,0.5
hydSD,p128,wint,0.5
hydSD,p129,wint,0.5
hydSD,p130,wint,0.5
hydSD,p131,wint,0.5
hydSD,p132,wint,0.5
hydSD,p133,wint,0.5
hydSD,p134,wint,0.5
hydSD,p135,wint,0.5
hydSD,p136,wint,0.5
hydSD,p137,wint,0.5
hydSD,p138,wint,0.5
hydSD,p139,wint,0.5
hydSD,p140,wint,0.5
hydSD,p141,wint,0.5
hydSD,p142,wint,0.5
hydSD,p143,wint,0.5
hydSD,p144,wint,0.5
hydSD,p145,wint,0.5
hydSD,p146,wint,0.5
hydSD,p147,wint,0.5
hydSD,p148,wint,0.5
hydSD,p149,wint,0.5
hydSD,p150,wint,0.5
hydSD,p151,wint,0.5
hydSD,p152,wint,0.5
hydSD,p153,wint,0.5
hydSD,p154,wint,0.5
hydSD,p155,wint,0.5
hydSD,p156,wint,0.5
hydSD,p157,wint,0.5
hydSD,p158,wint,0.5
hydSD,p159,wint,0.5
hydSD,p160,wint,0.5
hydSD,p161,wint,0.5
hydSD,p162,wint,0.5
hydSD,p163,wint,0.5
hydSD,p164,wint,0.5
hydSD,p165,wint,0.5
hydSD,p166,wint,0.5
hydSD,p167,wint,0.5
hydSD,p168,wint,0.5
hydSD,p169,wint,0.5
hydSD,p170,wint,0.5
hydSD,p171,wint,0.5
hydSD,p172,wint,0.5
hydSD,p173,wint,0.5
hydSD,p174,wint,0.5
hydSD,p175,wint,0.5
hydSD,p176,wint,0.5
hydSD,p177,wint,0.5
hydSD,p178,wint,0.5
hydSD,p179,wint,0.5
hydSD,p180,wint,0.5
hydSD,p181,wint,0.5
hydSD,p182,wint,0.5
hydSD,p183,wint,0.5
hydSD,p184,wint,0.5
hydSD,p185,wint,0.5
hydSD,p186,wint,0.5
hydSD,p187,wint,0.5
hydSD,p188,wint,0.5
hydSD,p189,wint,0.5
hydSD,p190,wint,0.5
hydSD,p191,wint,0.5
hydSD,p192,wint,0.5
hydSD,p193,wint,0.5
hydSD,p194,wint,0.5
hydSD,p195,wint,0.5
hydSD,p196,wint,0.5
hydSD,p197,wint,0.5
hydSD,p198,wint,0.5
hydSD,p199,wint,0.5
hydSD,p200,wint,0.5
hydSD,p201,wint,0.5
hydSD,p202,wint,0.5
hydSD,p203,wint,0.5
hydSD,p204,wint,0.5
hydSD,p205,wint,0.5
hydSD,p1,spri,0.5
hydSD,p2,spri,0.5
hydSD,p3,spri,0.5
hydSD,p4,spri,0.5
hydSD,p5,spri,0.5
hydSD,p6,spri,0.5
hydSD,p7,spri,0.5
hydSD,p8,spri,0.5
hydSD,p9,spri,0.5
hydSD,p10,spri,0.5
hydSD,p11,spri,0.5
hydSD,p12,spri,0.5
hydSD,p13,spri,0.5
hydSD,p14,spri,0.5
hydSD,p15,spri,0.5
hydSD,p16,spri,0.5
hydSD,p17,spri,0.5
hydSD,p18,spri,0.5
hydSD,p19,spri,0.5
hydSD,p20,spri,0.5
hydSD,p21,spri,0.5
hydSD,p22,spri,0.5
hydSD,p23,spri,0.5
hydSD,p24,spri,0.5
hydSD,p25,spri,0.5
hydSD,p26,spri,0.5
hydSD,p27,spri,0.5
hydSD,p28,spri,0.5
hydSD,p29,spri,0.5
hydSD,p30,spri,0.5
hydSD,p31,spri,0.5
hydSD,p32,spri,0.5
hydSD,p33,spri,0.5
hydSD,p34,spri,0.5
hydSD,p35,spri,0.5
hydSD,p36,spri,0.5
hydSD,p37,spri,0.5
hydSD,p38,spri,0.5
hydSD,p39,spri,0.5
hydSD,p40,spri,0.5
hydSD,p41,spri,0.5
hydSD,p42,spri,0.5
hydSD,p43,spri,0.5
hydSD,p44,spri,0.5
hydSD,p45,spri,0.5
hydSD,p46,spri,0.5
hydSD,p47,spri,0.5
hydSD,p48,spri,0.5
hydSD,p49,spri,0.5
hydSD,p50,spri,0.5
hydSD,p51,spri,0.5
hydSD,p52,spri,0.5
hydSD,p53,spri,0.5
hydSD,p54,spri,0.5
hydSD,p55,spri,0.5
hydSD,p56,spri,0.5
hydSD,p57,spri,0.5
hydSD,p58,spri,0.5
hydSD,p59,spri,0.5
hydSD,p60,spri,0.5
hydSD,p61,spri,0.5
hydSD,p62,spri,0.5
hydSD,p63,spri,0.5
hydSD,p64,spri,0.5
hydSD,p65,spri,0.5
hydSD,p66,spri,0.5
hydSD,p67,spri,0.5
hydSD,p68,spri,0.5
hydSD,p69,spri,0.5
hydSD,p70,spri,0.5
hydSD,p71,spri,0.5
hydSD,p72,spri,0.5
hydSD,p73,spri,0.5
hydSD,p74,spri,0.5
hydSD,p75,spri,0.5
hydSD,p76,spri,0.5
hydSD,p77,spri,0.5
hydSD,p78,spri,0.5
hydSD,p79,spri,0.5
hydSD,p80,spri,0.5
hydSD,p81,spri,0.5
hydSD,p82,spri,0.5
hydSD,p83,spri,0.5
hydSD,p84,spri,0.5
hydSD,p85,spri,0.5
hydSD,p86,spri,0.5
hydSD,p87,spri,0.5
hydSD,p88,spri,0.5
hydSD,p89,spri,0.5
hydSD,p90,spri,0.5
hydSD,p91,spri,0.5
hydSD,p92,spri,0.5
hydSD,p93,spri,0.5
hydSD,p94,spri,0.5
hydSD,p95,spri,0.5
hydSD,p96,spri,0.5
hydSD,p97,spri,0.5
hydSD,p98,spri,0.5
hydSD,p99,spri,0.5
hydSD,p100,spri,0.5
hydSD,p101,spri,0.5
hydSD,p102,spri,0.5
hydSD,p103,spri,0.5
hydSD,p104,spri,0.5
hydSD,p105,spri,0.5
hydSD,p106,spri,0.5
hydSD,p107,spri,0.5
hydSD,p108,spri,0.5
hydSD,p109,spri,0.5
hydSD,p110,spri,0.5
hydSD,p111,spri,0.5
hydSD,p112,spri,0.5
hydSD,p113,spri,0.5
hydSD,p114,spri,0.5
hydSD,p115,spri,0.5
hydSD,p116,spri,0.5
hydSD,p117,spri,0.5
hydSD,p118,spri,0.5
hydSD,p119,spri,0.5
hydSD,p120,spri,0.5
hydSD,p121,spri,0.5
hydSD,p122,spri,0.5
hydSD,p123,spri,0.5
hydSD,p124,spri,0.5
hydSD,p125,spri,0.5
hydSD,p126,spri,0.5
hydSD,p127,spri,0.5
hydSD,p128,spri,0.5
hydSD,p129,spri,0.5
hydSD,p130,spri,0.5
hydSD,p131,spri,0.5
hydSD,p132,spri,0.5
hydSD,p133,spri,0.5
hydSD,p134,spri,0.5
hydSD,p135,spri,0.5
hydSD,p136,spri,0.5
hydSD,p137,spri,0.5
hydSD,p138,spri,0.5
hydSD,p139,spri,0.5
hydSD,p140,spri,0.5
hydSD,p141,spri,0.5
hydSD,p142,spri,0.5
hydSD,p143,spri,0.5
hydSD,p144,spri,0.5
hydSD,p145,spri,0.5
hydSD,p146,spri,0.5
hydSD,p147,spri,0.5
hydSD,p148,spri,0.5
hydSD,p149,spri,0.5
hydSD,p150,spri,0.5
hydSD,p151,spri,0.5
hydSD,p152,spri,0.5
hydSD,p153,spri,0.5
hydSD,p154,spri,0.5
hydSD,p155,spri,0.5
hydSD,p156,spri,0.5
hydSD,p157,spri,0.5
hydSD,p158,spri,0.5
hydSD,p159,spri,0.5
hydSD,p160,spri,0.5
hydSD,p161,spri,0.5
hydSD,p162,spri,0.5
hydSD,p163,spri,0.5
hydSD,p164,spri,0.5
hydSD,p165,spri,0.5
hydSD,p166,spri,0.5
hydSD,p167,spri,0.5
hydSD,p168,spri,0.5
hydSD,p169,spri,0.5
hydSD,p170,spri,0.5
hydSD,p171,spri,0.5
hydSD,p172,spri,0.5
hydSD,p173,spri,0.5
hydSD,p174,spri,0.5
hydSD,p175,spri,0.5
hydSD,p176,spri,0.5
hydSD,p177,spri,0.5
hydSD,p178,spri,0.5
hydSD,p179,spri,0.5
hydSD,p180,spri,0.5
hydSD,p181,spri,0.5
hydSD,p182,spri,0.5
hydSD,p183,spri,0.5
hydSD,p184,spri,0.5
hydSD,p185,spri,0.5
hydSD,p186,spri,0.5
hydSD,p187,spri,0.5
hydSD,p188,spri,0.5
hydSD,p189,spri,0.5
hydSD,p190,spri,0.5
hydSD,p191,spri,0.5
hydSD,p192,spri,0.5
hydSD,p193,spri,0.5
hydSD,p194,spri,0.5
hydSD,p195,spri,0.5
hydSD,p196,spri,0.5
hydSD,p197,spri,0.5
hydSD,p198,spri,0.5
hydSD,p199,spri,0.5
hydSD,p200,spri,0.5
hydSD,p201,spri,0.5
hydSD,p202,spri,0.5
hydSD,p203,spri,0.5
hydSD,p204,spri,0.5
hydSD,p205,spri,0.5
hydUD,p1,summ,0.082883
hydUD,p2,summ,0.13776
hydUD,p3,summ,0.5
hydUD,p4,summ,0.122608
hydUD,p5,summ,0.187675
hydUD,p6,summ,0.5
hydUD,p7,summ,0.5
hydUD,p8,summ,0.5
hydUD,p9,summ,0.014178
hydUD,p10,summ,0.5
hydUD,p11,summ,0.5
hydUD,p12,summ,0.5
hydUD,p13,summ,0.02185
hydUD,p14,summ,0.5
hydUD,p15,summ,0.5
hydUD,p16,summ,0.5
hydUD,p17,summ,0.5
hydUD,p18,summ,0.5
hydUD,p19,summ,0.5
hydUD,p20,summ,0.5
hydUD,p21,summ,0.5
hydUD,p22,summ,0.5
hydUD,p23,summ,0.5
hydUD,p24,summ,0.5
hydUD,p25,summ,0.5
hydUD,p26,summ,0.5
hydUD,p27,summ,0.01717
hydUD,p28,summ,0.034286
hydUD,p29,summ,0.5
hydUD,p30,summ,0.5
hydUD,p31,summ,0.5
hydUD,p32,summ,0.5
hydUD,p33,summ,0.5
hydUD,p34,summ,0.5
hydUD,p35,summ,0.5
hydUD,p36,summ,0.5
hydUD,p37,summ,0.5
hydUD,p38,summ,0.5
hydUD,p39,summ,0.5
hydUD,p40,summ,0.5
hydUD,p41,summ,0.5
hydUD,p42,summ,0.5
hydUD,p43,summ,0.5
hydUD,p44,summ,0.5
hydUD,p45,summ,0.5
hydUD,p46,summ,0.5
hydUD,p47,summ,0.5
hydUD,p48,summ,0.5
hydUD,p49,summ,0.5
hydUD,p50,summ,0.5
hydUD,p51,summ,0.5
hydUD,p52,summ,0.5
hydUD,p53,summ,0.5
hydUD,p54,summ,0.5
hydUD,p55,summ,0.5
hydUD,p56,summ,0.5
hydUD,p57,summ,0.5
hydUD,p58,summ,0.5
hydUD,p59,summ,0.5
hydUD,p60,summ,0.5
hydUD,p61,summ,0.5
hydUD,p62,summ,0.5
hydUD,p63,summ,0.5
hydUD,p64,summ,0.5
hydUD,p65,summ,0.5
hydUD,p66,summ,0.5
hydUD,p67,summ,0.5
hydUD,p68,summ,0.5
hydUD,p69,summ,0.5
hydUD,p70,summ,0.5
hydUD,p71,summ,0.5
hydUD,p72,summ,0.5
hydUD,p73,summ,0.5
hydUD,p74,summ,0.5
hydUD,p75,summ,0.5
hydUD,p76,summ,0.5
hydUD,p77,summ,0.5
hydUD,p78,summ,0.5
hydUD,p79,summ,0.5
hydUD,p80,summ,0.5
hydUD,p81,summ,0.5
hydUD,p82,summ,0.5
hydUD,p83,summ,0.5
hydUD,p84,summ,0.5
hydUD,p85,summ,0.5
hydUD,p86,summ,0.5
hydUD,p87,summ,0.5
hydUD,p88,summ,0.5
hydUD,p89,summ,0.5
hydUD,p90,summ,0.5
hydUD,p91,summ,0.5
hydUD,p92,summ,0.5
hydUD,p93,summ,0.5
hydUD,p94,summ,0.5
hydUD,p95,summ,0.5
hydUD,p96,summ,0.5
hydUD,p97,summ,0.5
hydUD,p98,summ,0.5
hydUD,p99,summ,0.5
hydUD,p100,summ,0.5
hydUD,p101,summ,0.5
hydUD,p102,summ,0.5
hydUD,p103,summ,0.5
hydUD,p104,summ,0.5
hydUD,p105,summ,0.5
hydUD,p106,summ,0.5
hydUD,p107,summ,0.5
hydUD,p108,summ,0.5
hydUD,p109,summ,0.5
hydUD,p110,summ,0.5
hydUD,p111,summ,0.5
hydUD,p112,summ,0.5
hydUD,p113,summ,0.5
hydUD,p114,summ,0.5
hydUD,p115,summ,0.5
hydUD,p116,summ,0.5
hydUD,p117,summ,0.5
hydUD,p118,summ,0.5
hydUD,p119,summ,0.5
hydUD,p120,summ,0.5
hydUD,p121,summ,0.5
hydUD,p122,summ,0.5
hydUD,p123,summ,0.5
hydUD,p124,summ,0.5
hydUD,p125,summ,0.5
hydUD,p126,summ,0.5
hydUD,p127,summ,0.5
hydUD,p128,summ,0.5
hydUD,p129,summ,0.5
hydUD,p130,summ,0.5
hydUD,p131,summ,0.5
hydUD,p132,summ,0.5
hydUD,p133,summ,0.5
hydUD,p134,summ,0.5
hydUD,p135,summ,0.5
hydUD,p136,summ,0.5
hydUD,p137,summ,0.5
hydUD,p138,summ,0.5
hydUD,p139,summ,0.5
hydUD,p140,summ,0.5
hydUD,p141,summ,0.5
hydUD,p142,summ,0.5
hydUD,p143,summ,0.5
hydUD,p144,summ,0.5
hydUD,p145,summ,0.5
hydUD,p146,summ,0.5
hydUD,p147,summ,0.5
hydUD,p148,summ,0.5
hydUD,p149,summ,0.5
hydUD,p150,summ,0.5
hydUD,p151,summ,0.5
hydUD,p152,summ,0.5
hydUD,p153,summ,0.5
hydUD,p154,summ,0.5
hydUD,p155,summ,0.5
hydUD,p156,summ,0.5
hydUD,p157,summ,0.5
hydUD,p158,summ,0.5
hydUD,p159,summ,0.5
hydUD,p160,summ,0.5
hydUD,p161,summ,0.5
hydUD,p162,summ,0.5
hydUD,p163,summ,0.5
hydUD,p164,summ,0.5
hydUD,p165,summ,0.5
hydUD,p166,summ,0.5
hydUD,p167,summ,0.5
hydUD,p168,summ,0.5
hydUD,p169,summ,0.5
hydUD,p170,summ,0.5
hydUD,p171,summ,0.5
hydUD,p172,summ,0.5
hydUD,p173,summ,0.5
hydUD,p174,summ,0.5
hydUD,p175,summ,0.5
hydUD,p176,summ,0.5
hydUD,p177,summ,0.5
hydUD,p178,summ,0.5
hydUD,p179,summ,0.5
hydUD,p180,summ,0.5
hydUD,p181,summ,0.5
hydUD,p182,summ,0.5
hydUD,p183,summ,0.5
hydUD,p184,summ,0.5
hydUD,p185,summ,0.5
hydUD,p186,summ,0.5
hydUD,p187,summ,0.5
hydUD,p188,summ,0.5
hydUD,p189,summ,0.5
hydUD,p190,summ,0.5
hydUD,p191,summ,0.5
hydUD,p192,summ,0.5
hydUD,p193,summ,0.5
hydUD,p194,summ,0.5
hydUD,p195,summ,0.5
hydUD,p196,summ,0.5
hydUD,p197,summ,0.5
hydUD,p198,summ,0.5
hydUD,p199,summ,0.5
hydUD,p200,summ,0.5
hydUD,p201,summ,0.5
hydUD,p202,summ,0.5
hydUD,p203,summ,0.5
hydUD,p204,summ,0.5
hydUD,p205,summ,0.5
hydUD,p1,fall,0.082883
hydUD,p2,fall,0.138977
hydUD,p3,fall,0.5
hydUD,p4,fall,0.122608
hydUD,p5,fall,0.187675
hydUD,p6,fall,0.5
hydUD,p7,fall,0.5
hydUD,p8,fall,0.5
hydUD,p9,fall,0.012104
hydUD,p10,fall,0.5
hydUD,p11,fall,0.5
hydUD,p12,fall,0.5
hydUD,p13,fall,0.02185
hydUD,p14,fall,0.5
hydUD,p15,fall,0.5
hydUD,p16,fall,0.5
hydUD,p17,fall,0.5
hydUD,p18,fall,0.5
hydUD,p19,fall,0.5
hydUD,p20,fall,0.5
hydUD,p21,fall,0.5
hydUD,p22,fall,0.5
hydUD,p23,fall,0.5
hydUD,p24,fall,0.5
hydUD,p25,fall,0.5
hydUD,p26,fall,0.5
hydUD,p27,fall,0.01717
hydUD,p28,fall,0.034286
hydUD,p29,fall,0.5
hydUD,p30,fall,0.5
hydUD,p31,fall,0.5
hydUD,p32,fall,0.5
hydUD,p33,fall,0.5
hydUD,p34,fall,0.5
hydUD,p35,fall,0.5
hydUD,p36,fall,0.5
hydUD,p37,fall,0.5
hydUD,p38,fall,0.5
hydUD,p39,fall,0.5
hydUD,p40,fall,0.5
hydUD,p41,fall,0.5
hydUD,p42,fall,0.5
hydUD,p43,fall,0.5
hydUD,p44,fall,0.5
hydUD,p45,fall,0.5
hydUD,p46,fall,0.5
hydUD,p47,fall,0.5
hydUD,p48,fall,0.5
hydUD,p49,fall,0.5
hydUD,p50,fall,0.5
hydUD,p51,fall,0.5
hydUD,p52,fall,0.5
hydUD,p53,fall,0.5
hydUD,p54,fall,0.5
hydUD,p55,fall,0.5
hydUD,p56,fall,0.5
hydUD,p57,fall,0.5
hydUD,p58,fall,0.5
hydUD,p59,fall,0.5
hydUD,p60,fall,0.5
hydUD,p61,fall,0.5
hydUD,p62,fall,0.5
hydUD,p63,fall,0.5
hydUD,p64,fall,0.5
hydUD,p65,fall,0.5
hydUD,p66,fall,0.5
hydUD,p67,fall,0.5
hydUD,p68,fall,0.5
hydUD,p69,fall,0.5
hydUD,p70,fall,0.5
hydUD,p71,fall,0.5
hydUD,p72,fall,0.5
hydUD,p73,fall,0.5
hydUD,p74,fall,0.5
hydUD,p75,fall,0.5
hydUD,p76,fall,0.5
hydUD,p77,fall,0.5
hydUD,p78,fall,0.5
hydUD,p79,fall,0.5
hydUD,p80,fall,0.5
hydUD,p81,fall,0.5
hydUD,p82,fall,0.5
hydUD,p83,fall,0.5
hydUD,p84,fall,0.5
hydUD,p85,fall,0.5
hydUD,p86,fall,0.5
hydUD,p87,fall,0.5
hydUD,p88,fall,0.5
hydUD,p89,fall,0.5
hydUD,p90,fall,0.5
hydUD,p91,fall,0.5
hydUD,p92,fall,0.5
hydUD,p93,fall,0.5
hydUD,p94,fall,0.5
hydUD,p95,fall,0.5
hydUD,p96,fall,0.5
hydUD,p97,fall,0.5
hydUD,p98,fall,0.5
hydUD,p99,fall,0.5
hydUD,p100,fall,0.5
hydUD,p101,fall,0.5
hydUD,p102,fall,0.5
hydUD,p103,fall,0.5
hydUD,p104,fall,0.5
hydUD,p105,fall,0.5
hydUD,p106,fall,0.5
hydUD,p107,fall,0.5
hydUD,p108,fall,0.5
hydUD,p109,fall,0.5
hydUD,p110,fall,0.5
hydUD,p111,fall,0.5
hydUD,p112,fall,0.5
hydUD,p113,fall,0.5
hydUD,p114,fall,0.5
hydUD,p115,fall,0.5
hydUD,p116,fall,0.5
hydUD,p117,fall,0.5
hydUD,p118,fall,0.5
hydUD,p119,fall,0.5
hydUD,p120,fall,0.5
hydUD,p121,fall,0.5
hydUD,p122,fall,0.5
hydUD,p123,fall,0.5
hydUD,p124,fall,0.5
hydUD,p125,fall,0.5
hydUD,p126,fall,0.5
hydUD,p127,fall,0.5
hydUD,p128,fall,0.5
hydUD,p129,fall,0.5
hydUD,p130,fall,0.5
hydUD,p131,fall,0.5
hydUD,p132,fall,0.5
hydUD,p133,fall,0.5
hydUD,p134,fall,0.5
hydUD,p135,fall,0.5
hydUD,p136,fall,0.5
hydUD,p137,fall,0.5
hydUD,p138,fall,0.5
hydUD,p139,fall,0.5
hydUD,p140,fall,0.5
hydUD,p141,fall,0.5
hydUD,p142,fall,0.5
hydUD,p143,fall,0.5
hydUD,p144,fall,0.5
hydUD,p145,fall,0.5
hydUD,p146,fall,0.5
hydUD,p147,fall,0.5
hydUD,p148,fall,0.5
hydUD,p149,fall,0.5
hydUD,p150,fall,0.5
hydUD,p151,fall,0.5
hydUD,p152,fall,0.5
hydUD,p153,fall,0.5
hydUD,p154,fall,0.5
hydUD,p155,fall,0.5
hydUD,p156,fall,0.5
hydUD,p157,fall,0.5
hydUD,p158,fall,0.5
hydUD,p159,fall,0.5
hydUD,p160,fall,0.5
hydUD,p161,fall,0.5
hydUD,p162,fall,0.5
hydUD,p163,fall,0.5
hydUD,p164,fall,0.5
hydUD,p165,fall,0.5
hydUD,p166,fall,0.5
hydUD,p167,fall,0.5
hydUD,p168,fall,0.5
hydUD,p169,fall,0.5
hydUD,p170,fall,0.5
hydUD,p171,fall,0.5
hydUD,p172,fall,0.5
hydUD,p173,fall,0.5
hydUD,p174,fall,0.5
hydUD,p175,fall,0.5
hydUD,p176,fall,0.5
hydUD,p177,fall,0.5
hydUD,p178,fall,0.5
hydUD,p179,fall,0.5
hydUD,p180,fall,0.5
hydUD,p181,fall,0.5
hydUD,p182,fall,0.5
hydUD,p183,fall,0.5
hydUD,p184,fall,0.5
hydUD,p185,fall,0.5
hydUD,p186,fall,0.5
hydUD,p187,fall,0.5
hydUD,p188,fall,0.5
hydUD,p189,fall,0.5
hydUD,p190,fall,0.5
hydUD,p191,fall,0.5
hydUD,p192,fall,0.5
hydUD,p193,fall,0.5
hydUD,p194,fall,0.5
hydUD,p195,fall,0.5
hydUD,p196,fall,0.5
hydUD,p197,fall,0.5
hydUD,p198,fall,0.5
hydUD,p199,fall,0.5
hydUD,p200,fall,0.5
hydUD,p201,fall,0.5
hydUD,p202,fall,0.5
hydUD,p203,fall,0.5
hydUD,p204,fall,0.5
hydUD,p205,fall,0.5
hydUD,p1,wint,0.082883
hydUD,p2,wint,0.120044
hydUD,p3,wint,0.5
hydUD,p4,wint,0.122608
hydUD,p5,wint,0.187675
hydUD,p6,wint,0.5
hydUD,p7,wint,0.5
hydUD,p8,wint,0.5
hydUD,p9,wint,0.014763
hydUD,p10,wint,0.5
hydUD,p11,wint,0.5
hydUD,p12,wint,0.5
hydUD,p13,wint,0.02185
hydUD,p14,wint,0.5
hydUD,p15,wint,0.5
hydUD,p16,wint,0.5
hydUD,p17,wint,0.5
hydUD,p18,wint,0.5
hydUD,p19,wint,0.5
hydUD,p20,wint,0.5
hydUD,p21,wint,0.5
hydUD,p22,wint,0.5
hydUD,p23,wint,0.5
hydUD,p24,wint,0.5
hydUD,p25,wint,0.5
hydUD,p26,wint,0.5
hydUD,p27,wint,0.01717
hydUD,p28,wint,0.034286
hydUD,p29,wint,0.5
hydUD,p30,wint,0.5
hydUD,p31,wint,0.5
hydUD,p32,wint,0.5
