*r,rr,multiplier
p11,p69,1.281
p11,p70,1.299
p11,p71,1.21
p11,p72,1.203
p11,p73,1.214
p11,p74,1.263
p11,p75,1.253
p11,p76,1.257
p11,p77,1.268
p11,p78,1.265
p11,p79,1.193
p11,p80,1.182
p11,p81,1.206
p11,p82,1.191
p11,p83,1.184
p11,p84,1.227
p11,p85,1.238
p11,p86,1.229
p11,p87,1.217
p11,p88,1.23
p11,p89,1.272
p11,p90,1.252
p11,p91,1.269
p11,p92,1.238
p11,p93,1.22
p11,p94,1.311
p11,p95,1.351
p11,p96,1.369
p11,p97,1.377
p11,p98,1.365
p11,p99,1.379
p11,p100,1.424
p11,p101,1.349
p11,p102,1.37
p11,p103,1.162
p11,p104,1.173
p11,p105,1.186
p11,p106,1.177
p11,p107,1.2
p11,p108,1.201
p11,p109,1.216
p11,p110,1.283
p11,p111,1.216
p11,p112,1.226
p11,p113,1.211
p11,p114,1.232
p11,p115,1.295
p11,p116,1.287
p11,p117,1.319
p11,p118,1.337
p11,p119,1.378
p11,p120,1.462
p11,p121,1.459
p11,p122,1.493
p11,p123,1.454
p11,p124,1.505
p11,p125,1.488
p11,p126,1.491
p11,p127,1.414
p11,p128,1.566
p11,p129,1.448
p11,p130,1.53
p11,p131,1.541
p11,p132,1.483
p11,p133,1.525
p11,p134,1.597
p12,p1,1.446
p12,p2,1.387
p12,p3,1.382
p12,p4,1.4
p12,p5,1.449
p12,p6,1.658
p12,p7,1.316
p12,p8,1.718
p12,p9,2.911
p12,p10,2.17
p12,p11,1.639
p12,p13,1.4
p12,p14,1.369
p12,p15,1.327
p12,p16,1.304
p12,p17,1.395
p12,p18,1.328
p12,p19,1.289
p12,p20,1.327
p12,p21,1.385
p12,p22,1.365
p12,p23,1.366
p12,p24,1.339
p12,p25,1.379
p12,p26,1.413
p12,p27,1.375
p12,p28,1.341
p12,p29,1.409
p12,p30,1.304
p12,p31,1.371
p12,p32,1.322
p12,p33,1.44
p12,p34,1.452
p12,p35,1.301
p12,p36,1.277
p12,p37,1.237
p12,p38,1.253
p12,p39,1.332
p12,p40,1.256
p12,p41,1.242
p12,p42,1.226
p12,p43,1.223
p12,p44,1.242
p12,p45,1.248
p12,p46,1.221
p12,p47,1.357
p12,p48,1.31
p12,p49,1.354
p12,p50,1.224
p12,p51,1.221
p12,p52,1.267
p12,p53,1.231
p12,p54,1.216
p12,p55,1.202
p12,p56,1.209
p12,p57,1.217
p12,p58,1.187
p12,p59,1.286
p12,p60,1.293
p12,p61,1.303
p12,p62,1.26
p12,p63,1.338
p12,p64,1.302
p12,p65,1.304
p12,p66,1.21
p12,p67,1.319
p12,p68,1.232
p12,p69,1.227
p12,p70,1.233
p12,p71,1.214
p12,p72,1.191
p12,p73,1.201
p12,p74,1.21
p12,p75,1.206
p12,p76,1.21
p12,p77,1.22
p12,p78,1.217
p12,p79,1.209
p12,p80,1.204
p12,p81,1.215
p12,p82,1.206
p12,p83,1.194
p12,p84,1.199
p12,p85,1.207
p12,p86,1.209
p12,p87,1.199
p12,p88,1.201
p12,p89,1.245
p12,p90,1.232
p12,p91,1.248
p12,p92,1.209
p12,p93,1.189
p12,p94,1.278
p12,p95,1.315
p12,p96,1.337
p12,p97,1.326
p12,p98,1.347
p12,p99,1.362
p12,p100,1.481
p12,p101,1.323
p12,p102,1.34
p12,p103,1.183
p12,p104,1.194
p12,p105,1.207
p12,p106,1.183
p12,p107,1.178
p12,p108,1.176
p12,p109,1.198
p12,p110,1.264
p12,p111,1.243
p12,p112,1.242
p12,p113,1.222
p12,p114,1.237
p12,p115,1.329
p12,p116,1.3
p12,p117,1.328
p12,p118,1.318
p12,p119,1.419
p12,p120,1.473
p12,p121,1.47
p12,p122,1.542
p12,p123,1.516
p12,p124,1.553
p12,p125,1.536
p12,p126,1.539
p12,p127,1.454
p12,p128,1.62
p12,p129,1.489
p12,p130,1.579
p12,p131,1.59
p12,p132,1.527
p12,p133,1.573
p12,p134,1.649
p13,p1,1.289
p13,p2,1.281
p13,p3,1.24
p13,p4,1.231
p13,p5,1.261
p13,p6,1.295
p13,p7,1.179
p13,p8,1.318
p13,p9,2.154
p13,p10,2.149
p13,p11,1.916
p13,p12,1.4
p13,p14,1.239
p13,p15,1.183
p13,p16,1.163
p13,p17,1.209
p13,p18,1.231
p13,p19,1.212
p13,p20,1.287
p13,p21,1.286
p13,p22,1.279
p13,p23,1.268
p13,p24,1.273
p13,p25,1.234
p13,p26,1.299
p13,p27,1.309
p13,p28,1.26
p13,p29,1.309
p13,p30,1.21
p13,p31,1.292
p13,p32,1.246
p13,p33,1.455
p13,p34,1.432
p13,p35,1.254
p13,p36,1.213
p13,p37,1.181
p13,p38,1.204
p13,p39,1.265
p13,p40,1.204
p13,p41,1.195
p13,p42,1.173
p13,p43,1.171
p13,p44,1.185
p13,p45,1.2
p13,p46,1.172
p13,p47,1.276
p13,p48,1.224
p13,p49,1.299
p13,p50,1.192
p13,p51,1.179
p13,p52,1.276
p13,p53,1.236
p13,p54,1.205
p13,p55,1.213
p13,p56,1.174
p13,p57,1.181
p13,p58,1.151
p13,p59,1.218
p13,p60,1.183
p13,p61,1.26
p13,p62,1.199
p13,p63,1.261
p13,p64,1.269
p13,p65,1.273
p13,p66,1.177
p13,p67,1.295
p13,p68,1.178
p13,p69,1.183
p13,p70,1.193
p13,p71,1.192
p13,p72,1.191
p13,p73,1.206
p13,p74,1.168
p13,p75,1.161
p13,p76,1.165
p13,p77,1.171
p13,p78,1.177
p13,p79,1.171
p13,p80,1.166
p13,p81,1.173
p13,p82,1.168
p13,p83,1.168
p13,p84,1.186
p13,p85,1.178
p13,p86,1.173
p13,p87,1.164
p13,p88,1.179
p13,p89,1.229
p13,p90,1.207
p13,p91,1.227
p13,p92,1.23
p13,p93,1.207
p13,p94,1.274
p13,p95,1.319
p13,p96,1.341
p13,p97,1.342
p13,p98,1.365
p13,p99,1.38
p13,p100,1.429
p13,p101,1.32
p13,p102,1.345
p13,p103,1.15
p13,p104,1.159
p13,p105,1.172
p13,p106,1.161
p13,p107,1.182
p13,p108,1.18
p13,p109,1.203
p13,p110,1.276
p13,p111,1.213
p13,p112,1.218
p13,p113,1.2
p13,p114,1.224
p13,p115,1.303
p13,p116,1.286
p13,p117,1.323
p13,p118,1.334
p13,p119,1.395
p13,p120,1.451
p13,p121,1.449
p13,p122,1.523
p13,p123,1.462
p13,p124,1.535
p13,p125,1.517
p13,p126,1.52
p13,p127,1.433
p13,p128,1.603
p13,p129,1.47
p13,p130,1.562
p13,p131,1.574
p13,p132,1.509
p13,p133,1.556
p13,p134,1.635
p14,p1,1.444
p14,p2,1.348
p14,p3,1.474
p14,p4,1.311
p14,p5,1.476
p14,p6,1.392
p14,p7,1.445
p14,p8,1.442
p14,p9,1.733
p14,p10,1.566
p14,p11,1.427
p14,p12,1.369
p14,p13,1.239
p14,p15,1.408
p14,p16,1.55
p14,p17,1.79
p14,p18,1.646
p14,p19,1.446
p14,p20,1.524
p14,p21,1.467
p14,p22,1.469
p14,p23,1.457
p14,p24,1.423
p14,p25,1.26
p14,p26,1.301
p14,p27,1.246
p14,p28,1.241
p14,p29,1.3
p14,p30,1.228
p14,p31,1.294
p14,p32,1.351
p14,p33,1.405
p14,p34,1.39
p14,p35,1.44
p14,p36,1.334
p14,p37,1.28
p14,p38,1.25
p14,p39,1.299
p14,p40,1.248
p14,p41,1.237
p14,p42,1.247
p14,p43,1.232
p14,p44,1.246
p14,p45,1.228
p14,p46,1.213
p14,p47,1.278
p14,p48,1.265
p14,p49,1.305
p14,p50,1.271
p14,p51,1.192
p14,p52,1.326
p14,p53,1.209
p14,p54,1.22
p14,p55,1.202
p14,p56,1.187
p14,p57,1.256
p14,p58,1.219
p14,p59,1.275
p14,p60,1.248
p14,p61,1.265
p14,p62,1.252
p14,p63,1.288
p14,p64,1.298
p14,p65,1.298
p14,p66,1.245
p14,p67,1.319
p14,p68,1.228
p14,p69,1.207
p14,p70,1.214
p14,p71,1.209
p14,p72,1.194
p14,p73,1.207
p14,p74,1.239
p14,p75,1.202
p14,p76,1.201
p14,p77,1.212
p14,p78,1.206
p14,p79,1.198
p14,p80,1.181
p14,p81,1.192
p14,p82,1.186
p14,p83,1.175
p14,p84,1.206
p14,p85,1.189
p14,p86,1.184
p14,p87,1.174
p14,p88,1.207
p14,p89,1.253
p14,p90,1.21
p14,p91,1.226
p14,p92,1.213
p14,p93,1.181
p14,p94,1.277
p14,p95,1.312
p14,p96,1.35
p14,p97,1.324
p14,p98,1.346
p14,p99,1.362
p14,p100,1.479
p14,p101,1.324
p14,p102,1.342
p14,p103,1.161
p14,p104,1.172
p14,p105,1.186
p14,p106,1.163
p14,p107,1.168
p14,p108,1.167
p14,p109,1.186
p14,p110,1.258
p14,p111,1.226
p14,p112,1.225
p14,p113,1.202
p14,p114,1.221
p14,p115,1.318
p14,p116,1.288
p14,p117,1.318
p14,p118,1.316
p14,p119,1.413
p14,p120,1.471
p14,p121,1.468
p14,p122,1.543
p14,p123,1.516
p14,p124,1.555
p14,p125,1.537
p14,p126,1.54
p14,p127,1.45
p14,p128,1.624
p14,p129,1.487
p14,p130,1.581
p14,p131,1.594
p14,p132,1.527
p14,p133,1.575
p14,p134,1.655
p15,p1,1.434
p15,p2,1.349
p15,p3,1.363
p15,p4,1.353
p15,p5,1.378
p15,p6,1.399
p15,p7,1.238
p15,p8,1.392
p15,p9,1.845
p15,p10,1.627
p15,p11,1.443
p15,p12,1.327
p15,p13,1.183
p15,p14,1.408
p15,p16,1.157
p15,p17,1.665
p15,p18,1.372
p15,p19,1.272
p15,p20,1.328
p15,p21,1.307
p15,p22,1.383
p15,p23,1.304
p15,p24,1.257
p15,p25,1.174
p15,p26,1.263
p15,p27,1.202
p15,p28,1.203
p15,p29,1.277
p15,p30,1.19
p15,p31,1.27
p15,p32,1.263
p15,p33,1.255
p15,p34,1.251
p15,p35,1.288
p15,p36,1.23
p15,p37,1.195
p15,p38,1.198
p15,p39,1.249
p15,p40,1.183
p15,p41,1.175
p15,p42,1.183
p15,p43,1.169
p15,p44,1.19
p15,p45,1.181
p15,p46,1.171
p15,p47,1.255
p15,p48,1.156
p15,p49,1.181
p15,p50,1.16
p15,p51,1.158
p15,p52,1.195
p15,p53,1.164
p15,p54,1.152
p15,p55,1.141
p15,p56,1.148
p15,p57,1.165
p15,p58,1.14
p15,p59,1.252
p15,p60,1.221
p15,p61,1.243
p15,p62,1.226
p15,p63,1.195
p15,p64,1.285
p15,p65,1.286
p15,p66,1.163
p15,p67,1.244
p15,p68,1.179
p15,p69,1.164
p15,p70,1.167
p15,p71,1.152
p15,p72,1.133
p15,p73,1.143
p15,p74,1.184
p15,p75,1.16
p15,p76,1.163
p15,p77,1.171
p15,p78,1.159
p15,p79,1.153
p15,p80,1.147
p15,p81,1.154
p15,p82,1.152
p15,p83,1.138
p15,p84,1.145
p15,p85,1.152
p15,p86,1.158
p15,p87,1.15
p15,p88,1.152
p15,p89,1.205
p15,p90,1.191
p15,p91,1.21
p15,p92,1.162
p15,p93,1.14
p15,p94,1.244
p15,p95,1.286
p15,p96,1.313
p15,p97,1.299
p15,p98,1.323
p15,p99,1.341
p15,p100,1.468
p15,p101,1.299
p15,p102,1.319
p15,p103,1.132
p15,p104,1.141
p15,p105,1.156
p15,p106,1.13
p15,p107,1.124
p15,p108,1.123
p15,p109,1.149
p15,p110,1.227
p15,p111,1.202
p15,p112,1.198
p15,p113,1.173
p15,p114,1.194
p15,p115,1.299
p15,p116,1.266
p15,p117,1.298
p15,p118,1.291
p15,p119,1.399
p15,p120,1.46
p15,p121,1.457
p15,p122,1.535
p15,p123,1.507
p15,p124,1.548
p15,p125,1.529
p15,p126,1.532
p15,p127,1.439
p15,p128,1.62
p15,p129,1.479
p15,p130,1.576
p15,p131,1.589
p15,p132,1.52
p15,p133,1.569
p15,p134,1.653
p16,p1,1.322
p16,p2,1.249
p16,p3,1.422
p16,p4,1.251
p16,p5,1.295
p16,p6,1.303
p16,p7,1.153
p16,p8,1.322
p16,p9,1.74
p16,p10,1.463
p16,p11,1.434
p16,p12,1.304
p16,p13,1.163
p16,p14,1.55
p16,p15,1.157
p16,p17,1.276
p16,p18,1.327
p16,p19,1.253
p16,p20,1.325
p16,p21,1.554
p16,p22,1.61
p16,p23,1.555
p16,p24,1.307
p16,p25,1.201
p16,p26,1.421
p16,p27,1.187
p16,p28,1.19
p16,p29,1.303
p16,p30,1.178
p16,p31,1.293
p16,p32,1.307
p16,p33,1.296
p16,p34,1.284
p16,p35,1.271
p16,p36,1.204
p16,p37,1.168
p16,p38,1.208
p16,p39,1.29
p16,p40,1.19
p16,p41,1.178
p16,p42,1.155
p16,p43,1.17
p16,p44,1.198
p16,p45,1.185
p16,p46,1.173
p16,p47,1.163
p16,p48,1.155
p16,p49,1.186
p16,p50,1.16
p16,p51,1.158
p16,p52,1.206
p16,p53,1.164
p16,p54,1.15
p16,p55,1.137
p16,p56,1.146
p16,p57,1.166
p16,p58,1.137
p16,p59,1.267
p16,p60,1.141
p16,p61,1.174
p16,p62,1.154
p16,p63,1.201
p16,p64,1.255
p16,p65,1.228
p16,p66,1.163
p16,p67,1.257
p16,p68,1.183
p16,p69,1.164
p16,p70,1.169
p16,p71,1.15
p16,p72,1.128
p16,p73,1.139
p16,p74,1.166
p16,p75,1.16
p16,p76,1.164
p16,p77,1.173
p16,p78,1.159
p16,p79,1.151
p16,p80,1.145
p16,p81,1.153
p16,p82,1.15
p16,p83,1.134
p16,p84,1.142
p16,p85,1.151
p16,p86,1.158
p16,p87,1.148
p16,p88,1.151
p16,p89,1.212
p16,p90,1.196
p16,p91,1.216
p16,p92,1.163
p16,p93,1.136
p16,p94,1.255
p16,p95,1.301
p16,p96,1.33
p16,p97,1.315
p16,p98,1.342
p16,p99,1.36
p16,p100,1.504
p16,p101,1.313
p16,p102,1.335
p16,p103,1.128
p16,p104,1.138
p16,p105,1.155
p16,p106,1.125
p16,p107,1.118
p16,p108,1.117
p16,p109,1.147
p16,p110,1.236
p16,p111,1.207
p16,p112,1.204
p16,p113,1.175
p16,p114,1.198
p16,p115,1.318
p16,p116,1.28
p16,p117,1.316
p16,p118,1.306
p16,p119,1.428
p16,p120,1.495
p16,p121,1.492
p16,p122,1.577
p16,p123,1.547
p16,p124,1.588
p16,p125,1.57
p16,p126,1.573
p16,p127,1.469
p16,p128,1.669
p16,p129,1.511
p16,p130,1.618
p16,p131,1.631
p16,p132,1.556
p16,p133,1.61
p16,p134,1.7
p17,p1,1.519
p17,p2,1.504
p17,p3,1.655
p17,p4,1.488
p17,p5,1.578
p17,p6,1.485
p17,p7,1.727
p17,p8,1.519
p17,p9,1.718
p17,p10,1.425
p17,p11,1.405
p17,p12,1.395
p17,p13,1.209
p17,p14,1.79
p17,p15,1.665
p17,p16,1.276
p17,p18,1.488
p17,p19,1.294
p17,p20,1.375
p17,p21,1.354
p17,p22,1.351
p17,p23,1.345
p17,p24,1.302
p17,p25,1.243
p17,p26,1.341
p17,p27,1.22
p17,p28,1.219
p17,p29,1.294
p17,p30,1.207
p17,p31,1.288
p17,p32,1.229
p17,p33,1.288
p17,p34,1.278
p17,p35,1.297
p17,p36,1.215
p17,p37,1.175
p17,p38,1.151
p17,p39,1.191
p17,p40,1.153
p17,p41,1.146
p17,p42,1.143
p17,p43,1.142
p17,p44,1.148
p17,p45,1.136
p17,p46,1.131
p17,p47,1.188
p17,p48,1.114
p17,p49,1.125
p17,p50,1.109
p17,p51,1.117
p17,p52,1.132
p17,p53,1.127
p17,p54,1.139
p17,p55,1.128
p17,p56,1.114
p17,p57,1.121
p17,p58,1.105
p17,p59,1.269
p17,p60,1.106
p17,p61,1.194
p17,p62,1.115
p17,p63,1.148
p17,p64,1.198
p17,p65,1.181
p17,p66,1.124
p17,p67,1.155
p17,p68,1.136
p17,p69,1.122
p17,p70,1.128
p17,p71,1.129
p17,p72,1.122
p17,p73,1.134
p17,p74,1.166
p17,p75,1.126
p17,p76,1.124
p17,p77,1.131
p17,p78,1.129
p17,p79,1.124
p17,p80,1.108
p17,p81,1.113
p17,p82,1.11
p17,p83,1.103
p17,p84,1.139
p17,p85,1.123
p17,p86,1.124
p17,p87,1.116
p17,p88,1.148
p17,p89,1.203
p17,p90,1.16
p17,p91,1.179
p17,p92,1.155
p17,p93,1.119
p17,p94,1.232
p17,p95,1.271
p17,p96,1.316
p17,p97,1.285
p17,p98,1.311
p17,p99,1.33
p17,p100,1.453
p17,p101,1.291
p17,p102,1.312
p17,p103,1.098
p17,p104,1.104
p17,p105,1.121
p17,p106,1.095
p17,p107,1.101
p17,p108,1.101
p17,p109,1.124
p17,p110,1.209
p17,p111,1.172
p17,p112,1.169
p17,p113,1.141
p17,p114,1.163
p17,p115,1.276
p17,p116,1.241
p17,p117,1.275
p17,p118,1.276
p17,p119,1.381
p17,p120,1.444
p17,p121,1.441
p17,p122,1.523
p17,p123,1.494
p17,p124,1.537
p17,p125,1.517
p17,p126,1.521
p17,p127,1.425
p17,p128,1.612
p17,p129,1.466
p17,p130,1.567
p17,p131,1.58
p17,p132,1.508
p17,p133,1.56
p17,p134,1.646
p18,p1,1.511
p18,p2,1.499
p18,p3,1.581
p18,p4,1.488
p18,p5,1.556
p18,p6,1.38
p18,p7,1.612
p18,p8,1.377
p18,p9,1.634
p18,p10,1.434
p18,p11,1.415
p18,p12,1.328
p18,p13,1.231
p18,p14,1.646
p18,p15,1.372
p18,p16,1.327
p18,p17,1.488
p18,p19,1.174
p18,p20,1.243
p18,p21,1.271
p18,p22,1.275
p18,p23,1.16
p18,p24,1.241
p18,p25,1.276
p18,p26,1.273
p18,p27,1.238
p18,p28,1.235
p18,p29,1.301
p18,p30,1.222
p18,p31,1.275
p18,p32,1.131
p18,p33,1.235
p18,p34,1.229
p18,p35,1.174
p18,p36,1.122
p18,p37,1.099
p18,p38,1.086
p18,p39,1.107
p18,p40,1.092
p18,p41,1.086
p18,p42,1.074
p18,p43,1.078
p18,p44,1.081
p18,p45,1.077
p18,p46,1.077
p18,p47,1.068
p18,p48,1.064
p18,p49,1.066
p18,p50,1.058
p18,p51,1.066
p18,p52,1.069
p18,p53,1.07
p18,p54,1.089
p18,p55,1.084
p18,p56,1.07
p18,p57,1.08
p18,p58,1.07
p18,p59,1.09
p18,p60,1.059
p18,p61,1.087
p18,p62,1.069
p18,p63,1.107
p18,p64,1.165
p18,p65,1.147
p18,p66,1.088
p18,p67,1.122
p18,p68,1.073
p18,p69,1.066
p18,p70,1.073
p18,p71,1.08
p18,p72,1.077
p18,p73,1.091
p18,p74,1.12
p18,p75,1.076
p18,p76,1.073
p18,p77,1.079
p18,p78,1.08
p18,p79,1.077
p18,p80,1.061
p18,p81,1.061
p18,p82,1.063
p18,p83,1.056
p18,p84,1.1
p18,p85,1.084
p18,p86,1.084
p18,p87,1.082
p18,p88,1.115
p18,p89,1.177
p18,p90,1.133
p18,p91,1.154
p18,p92,1.12
p18,p93,1.083
p18,p94,1.21
p18,p95,1.252
p18,p96,1.302
p18,p97,1.267
p18,p98,1.295
p18,p99,1.317
p18,p100,1.445
p18,p101,1.276
p18,p102,1.3
p18,p103,1.057
p18,p104,1.06
p18,p105,1.079
p18,p106,1.051
p18,p107,1.06
p18,p108,1.061
p18,p109,1.088
p18,p110,1.184
p18,p111,1.14
p18,p112,1.136
p18,p113,1.104
p18,p114,1.129
p18,p115,1.253
p18,p116,1.215
p18,p117,1.253
p18,p118,1.258
p18,p119,1.368
p18,p120,1.435
p18,p121,1.432
p18,p122,1.52
p18,p123,1.489
p18,p124,1.535
p18,p125,1.514
p18,p126,1.517
p18,p127,1.416
p18,p128,1.615
p18,p129,1.46
p18,p130,1.566
p18,p131,1.58
p18,p132,1.505
p18,p133,1.559
p18,p134,1.65
p19,p1,1.416
p19,p2,1.394
p19,p3,1.416
p19,p4,1.377
p19,p5,1.451
p19,p6,1.315
p19,p7,1.427
p19,p8,1.3
p19,p9,1.555
p19,p10,1.392
p19,p11,1.376
p19,p12,1.289
p19,p13,1.212
p19,p14,1.446
p19,p15,1.272
p19,p16,1.253
p19,p17,1.294
p19,p18,1.174
p19,p20,1.114
p19,p21,1.214
p19,p22,1.105
p19,p23,1.099
p19,p24,1.106
p19,p25,1.275
p19,p26,1.191
p19,p27,1.221
p19,p28,1.265
p19,p29,1.249
p19,p30,1.114
p19,p31,1.115
p19,p32,1.034
p19,p33,1.109
p19,p34,1.077
p19,p35,1.083
p19,p36,1.04
p19,p37,1.025
p19,p38,1.049
p19,p39,1.054
p19,p40,1.031
p19,p41,1.048
p19,p42,1.029
p19,p43,1.029
p19,p44,1.033
p19,p45,1.048
p19,p46,1.037
p19,p47,1.04
p19,p48,1.035
p19,p49,1.031
p19,p50,1.024
p19,p51,1.028
p19,p52,1.029
p19,p53,1.025
p19,p54,1.044
p19,p55,1.044
p19,p56,1.031
p19,p57,1.053
p19,p58,1.046
p19,p59,1.068
p19,p60,1.032
p19,p61,1.064
p19,p62,1.043
p19,p63,1.083
p19,p64,1.15
p19,p65,1.132
p19,p66,1.064
p19,p67,1.102
p19,p68,1.028
p19,p69,1.03
p19,p70,1.045
p19,p71,1.051
p19,p72,1.057
p19,p73,1.064
p19,p74,1.096
p19,p75,1.038
p19,p76,1.035
p19,p77,1.041
p19,p78,1.046
p19,p79,1.039
p19,p80,1.035
p19,p81,1.029
p19,p82,1.032
p19,p83,1.028
p19,p84,1.076
p19,p85,1.051
p19,p86,1.056
p19,p87,1.056
p19,p88,1.087
p19,p89,1.156
p19,p90,1.114
p19,p91,1.137
p19,p92,1.096
p19,p93,1.066
p19,p94,1.212
p19,p95,1.258
p19,p96,1.313
p19,p97,1.274
p19,p98,1.306
p19,p99,1.329
p19,p100,1.473
p19,p101,1.266
p19,p102,1.292
p19,p103,1.033
p19,p104,1.034
p19,p105,1.057
p19,p106,1.024
p19,p107,1.038
p19,p108,1.04
p19,p109,1.07
p19,p110,1.181
p19,p111,1.129
p19,p112,1.124
p19,p113,1.087
p19,p114,1.116
p19,p115,1.259
p19,p116,1.216
p19,p117,1.258
p19,p118,1.265
p19,p119,1.387
p19,p120,1.462
p19,p121,1.458
p19,p122,1.555
p19,p123,1.52
p19,p124,1.569
p19,p125,1.547
p19,p126,1.551
p19,p127,1.437
p19,p128,1.657
p19,p129,1.485
p19,p130,1.602
p19,p131,1.617
p19,p132,1.534
p19,p133,1.593
p19,p134,1.692
p20,p1,1.461
p20,p2,1.444
p20,p3,1.485
p20,p4,1.43
p20,p5,1.499
p20,p6,1.356
p20,p7,1.307
p20,p8,1.338
p20,p9,1.636
p20,p10,1.491
p20,p11,1.467
p20,p12,1.327
p20,p13,1.287
p20,p14,1.524
p20,p15,1.328
p20,p16,1.325
p20,p17,1.375
p20,p18,1.243
p20,p19,1.114
p20,p21,1.301
p20,p22,1.331
p20,p23,1.34
p20,p24,1.244
p20,p25,1.329
p20,p26,1.288
p20,p27,1.291
p20,p28,1.322
p20,p29,1.316
p20,p30,1.331
p20,p31,1.283
p20,p32,1.168
p20,p33,1.235
p20,p34,1.227
p20,p35,1.151
p20,p36,1.102
p20,p37,1.078
p20,p38,1.056
p20,p39,1.17
p20,p40,1.094
p20,p41,1.085
p20,p42,1.066
p20,p43,1.059
p20,p44,1.056
p20,p45,1.05
p20,p46,1.058
p20,p47,1.085
p20,p48,1.081
p20,p49,1.089
p20,p50,1.074
p20,p51,1.085
p20,p52,1.094
p20,p53,1.093
p20,p54,1.089
p20,p55,1.084
p20,p56,1.097
p20,p57,1.097
p20,p58,1.082
p20,p59,1.109
p20,p60,1.074
p20,p61,1.106
p20,p62,1.085
p20,p63,1.129
p20,p64,1.193
p20,p65,1.172
p20,p66,1.103
p20,p67,1.142
p20,p68,1.05
p20,p69,1.043
p20,p70,1.048
p20,p71,1.079
p20,p72,1.076
p20,p73,1.09
p20,p74,1.114
p20,p75,1.07
p20,p76,1.067
p20,p77,1.06
p20,p78,1.063
p20,p79,1.061
p20,p80,1.043
p20,p81,1.041
p20,p82,1.043
p20,p83,1.039
p20,p84,1.1
p20,p85,1.111
p20,p86,1.101
p20,p87,1.104
p20,p88,1.119
p20,p89,1.187
p20,p90,1.159
p20,p91,1.182
p20,p92,1.124
p20,p93,1.068
p20,p94,1.246
p20,p95,1.254
p20,p96,1.307
p20,p97,1.27
p20,p98,1.301
p20,p99,1.323
p20,p100,1.465
p20,p101,1.292
p20,p102,1.316
p20,p103,1.043
p20,p104,1.045
p20,p105,1.066
p20,p106,1.035
p20,p107,1.042
p20,p108,1.044
p20,p109,1.074
p20,p110,1.18
p20,p111,1.134
p20,p112,1.129
p20,p113,1.095
p20,p114,1.121
p20,p115,1.258
p20,p116,1.217
p20,p117,1.258
p20,p118,1.261
p20,p119,1.382
p20,p120,1.455
p20,p121,1.451
p20,p122,1.545
p20,p123,1.511
p20,p124,1.559
p20,p125,1.537
p20,p126,1.541
p20,p127,1.431
p20,p128,1.644
p20,p129,1.478
p20,p130,1.591
p20,p131,1.606
p20,p132,1.526
p20,p133,1.583
p20,p134,1.679
p21,p1,1.359
p21,p2,1.312
p21,p3,1.441
p21,p4,1.313
p21,p5,1.34
p21,p6,1.349
p21,p7,1.291
p21,p8,1.379
p21,p9,1.725
p21,p10,1.539
p21,p11,1.506
p21,p12,1.385
p21,p13,1.286
p21,p14,1.467
p21,p15,1.307
p21,p16,1.554
p21,p17,1.354
p21,p18,1.271
p21,p19,1.214
p21,p20,1.301
p21,p22,1.475
p21,p23,1.314
p21,p24,1.267
p21,p25,1.36
p21,p26,1.3
p21,p27,1.291
p21,p28,1.334
p21,p29,1.33
p21,p30,1.344
p21,p31,1.323
p21,p32,1.195
p21,p33,1.269
p21,p34,1.257
p21,p35,1.277
p21,p36,1.145
p21,p37,1.117
p21,p38,1.113
p21,p39,1.202
p21,p40,1.105
p21,p41,1.094
p21,p42,1.105
p21,p43,1.089
p21,p44,1.109
p21,p45,1.103
p21,p46,1.1
p21,p47,1.118
p21,p48,1.108
p21,p49,1.127
p21,p50,1.107
p21,p51,1.116
p21,p52,1.144
p21,p53,1.097
p21,p54,1.083
p21,p55,1.081
p21,p56,1.093
p21,p57,1.128
p21,p58,1.105
p21,p59,1.278
p21,p60,1.097
p21,p61,1.138
p21,p62,1.112
p21,p63,1.167
p21,p64,1.233
p21,p65,1.205
p21,p66,1.131
p21,p67,1.236
p21,p68,1.099
p21,p69,1.095
p21,p70,1.093
p21,p71,1.089
p21,p72,1.072
p21,p73,1.083
p21,p74,1.108
p21,p75,1.094
p21,p76,1.098
p21,p77,1.101
p21,p78,1.101
p21,p79,1.096
p21,p80,1.079
p21,p81,1.086
p21,p82,1.081
p21,p83,1.074
p21,p84,1.095
p21,p85,1.106
p21,p86,1.123
p21,p87,1.1
p21,p88,1.112
p21,p89,1.185
p21,p90,1.176
p21,p91,1.2
p21,p92,1.124
p21,p93,1.093
p21,p94,1.237
p21,p95,1.287
p21,p96,1.322
p21,p97,1.303
p21,p98,1.334
p21,p99,1.355
p21,p100,1.508
p21,p101,1.304
p21,p102,1.328
p21,p103,1.072
p21,p104,1.078
p21,p105,1.099
p21,p106,1.069
p21,p107,1.068
p21,p108,1.068
p21,p109,1.105
p21,p110,1.212
p21,p111,1.167
p21,p112,1.166
p21,p113,1.13
p21,p114,1.158
p21,p115,1.296
p21,p116,1.256
p21,p117,1.298
p21,p118,1.293
p21,p119,1.422
p21,p120,1.498
p21,p121,1.494
p21,p122,1.589
p21,p123,1.555
p21,p124,1.601
p21,p125,1.581
p21,p126,1.585
p21,p127,1.469
p21,p128,1.69
p21,p129,1.514
p21,p130,1.632
p21,p131,1.647
p21,p132,1.564
p21,p133,1.624
p21,p134,1.722
p22,p1,1.434
p22,p2,1.417
