t,r,i,value
2041,Madhya_Pradesh,WHR,0
2043,Madhya_Pradesh,WHR,0
2045,Madhya_Pradesh,WHR,0
2047,Madhya_Pradesh,WHR,0
2017,Maharashtra,CCGT-GAS,0
2019,Maharashtra,CCGT-GAS,52
2021,Maharashtra,CCGT-GAS,0
2023,Maharashtra,CCGT-GAS,0
2025,Maharashtra,CCGT-GAS,0
2027,Maharashtra,CCGT-GAS,0
2029,Maharashtra,CCGT-GAS,0
2031,Maharashtra,CCGT-GAS,0
2033,Maharashtra,CCGT-GAS,0
2035,Maharashtra,CCGT-GAS,0
2037,Maharashtra,CCGT-GAS,0
2039,Maharashtra,CCGT-GAS,0
2041,Maharashtra,CCGT-GAS,336
2043,Maharashtra,CCGT-GAS,0
2045,Maharashtra,CCGT-GAS,0
2047,Maharashtra,CCGT-GAS,0
2017,Maharashtra,CCGT-LNG,0
2019,Maharashtra,CCGT-LNG,0
2021,Maharashtra,CCGT-LNG,0
2023,Maharashtra,CCGT-LNG,0
2025,Maharashtra,CCGT-LNG,0
2027,Maharashtra,CCGT-LNG,0
2029,Maharashtra,CCGT-LNG,0
2031,Maharashtra,CCGT-LNG,0
2033,Maharashtra,CCGT-LNG,0
2035,Maharashtra,CCGT-LNG,0
2037,Maharashtra,CCGT-LNG,0
2039,Maharashtra,CCGT-LNG,0
2041,Maharashtra,CCGT-LNG,0
2043,Maharashtra,CCGT-LNG,0
2045,Maharashtra,CCGT-LNG,0
2047,Maharashtra,CCGT-LNG,0
2017,Maharashtra,COGENERATION-BAGASSE,0
2019,Maharashtra,COGENERATION-BAGASSE,0
2021,Maharashtra,COGENERATION-BAGASSE,0
2023,Maharashtra,COGENERATION-BAGASSE,0
2025,Maharashtra,COGENERATION-BAGASSE,0
2027,Maharashtra,COGENERATION-BAGASSE,0
2029,Maharashtra,COGENERATION-BAGASSE,0
2031,Maharashtra,COGENERATION-BAGASSE,0
2033,Maharashtra,COGENERATION-BAGASSE,0
2035,Maharashtra,COGENERATION-BAGASSE,0
2037,Maharashtra,COGENERATION-BAGASSE,0
2039,Maharashtra,COGENERATION-BAGASSE,0
2041,Maharashtra,COGENERATION-BAGASSE,0
2043,Maharashtra,COGENERATION-BAGASSE,0
2045,Maharashtra,COGENERATION-BAGASSE,0
2047,Maharashtra,COGENERATION-BAGASSE,0
2017,Maharashtra,CT-GAS,0
2019,Maharashtra,CT-GAS,0
2021,Maharashtra,CT-GAS,0
2023,Maharashtra,CT-GAS,0
2025,Maharashtra,CT-GAS,0
2027,Maharashtra,CT-GAS,0
2029,Maharashtra,CT-GAS,0
2031,Maharashtra,CT-GAS,0
2033,Maharashtra,CT-GAS,0
2035,Maharashtra,CT-GAS,0
2037,Maharashtra,CT-GAS,0
2039,Maharashtra,CT-GAS,0
2041,Maharashtra,CT-GAS,0
2043,Maharashtra,CT-GAS,0
2045,Maharashtra,CT-GAS,0
2047,Maharashtra,CT-GAS,0
2017,Maharashtra,DIESEL,0
2019,Maharashtra,DIESEL,0
2021,Maharashtra,DIESEL,0
2023,Maharashtra,DIESEL,0
2025,Maharashtra,DIESEL,0
2027,Maharashtra,DIESEL,0
2029,Maharashtra,DIESEL,0
2031,Maharashtra,DIESEL,0
2033,Maharashtra,DIESEL,0
2035,Maharashtra,DIESEL,0
2037,Maharashtra,DIESEL,0
2039,Maharashtra,DIESEL,0
2041,Maharashtra,DIESEL,0
2043,Maharashtra,DIESEL,0
2045,Maharashtra,DIESEL,0
2047,Maharashtra,DIESEL,0
2017,Maharashtra,SUBCRITICAL-COAL,523
2019,Maharashtra,SUBCRITICAL-COAL,273
2021,Maharashtra,SUBCRITICAL-COAL,48
2023,Maharashtra,SUBCRITICAL-COAL,688
2025,Maharashtra,SUBCRITICAL-COAL,608
2027,Maharashtra,SUBCRITICAL-COAL,0
2029,Maharashtra,SUBCRITICAL-COAL,0
2031,Maharashtra,SUBCRITICAL-COAL,0
2033,Maharashtra,SUBCRITICAL-COAL,0
2035,Maharashtra,SUBCRITICAL-COAL,986
2037,Maharashtra,SUBCRITICAL-COAL,1898
2039,Maharashtra,SUBCRITICAL-COAL,1873
2041,Maharashtra,SUBCRITICAL-COAL,1253
2043,Maharashtra,SUBCRITICAL-COAL,0
2045,Maharashtra,SUBCRITICAL-COAL,0
2047,Maharashtra,SUBCRITICAL-COAL,0
2017,Maharashtra,SUBCRITICAL-LIGNITE,0
2019,Maharashtra,SUBCRITICAL-LIGNITE,0
2021,Maharashtra,SUBCRITICAL-LIGNITE,0
2023,Maharashtra,SUBCRITICAL-LIGNITE,0
2025,Maharashtra,SUBCRITICAL-LIGNITE,0
2027,Maharashtra,SUBCRITICAL-LIGNITE,0
2029,Maharashtra,SUBCRITICAL-LIGNITE,0
2031,Maharashtra,SUBCRITICAL-LIGNITE,0
2033,Maharashtra,SUBCRITICAL-LIGNITE,0
2035,Maharashtra,SUBCRITICAL-LIGNITE,0
2037,Maharashtra,SUBCRITICAL-LIGNITE,0
2039,Maharashtra,SUBCRITICAL-LIGNITE,0
2041,Maharashtra,SUBCRITICAL-LIGNITE,0
2043,Maharashtra,SUBCRITICAL-LIGNITE,0
2045,Maharashtra,SUBCRITICAL-LIGNITE,0
2047,Maharashtra,SUBCRITICAL-LIGNITE,0
2017,Maharashtra,SUPERCRITICAL-COAL,0
2019,Maharashtra,SUPERCRITICAL-COAL,0
2021,Maharashtra,SUPERCRITICAL-COAL,0
2023,Maharashtra,SUPERCRITICAL-COAL,0
2025,Maharashtra,SUPERCRITICAL-COAL,0
2027,Maharashtra,SUPERCRITICAL-COAL,0
2029,Maharashtra,SUPERCRITICAL-COAL,0
2031,Maharashtra,SUPERCRITICAL-COAL,0
2033,Maharashtra,SUPERCRITICAL-COAL,0
2035,Maharashtra,SUPERCRITICAL-COAL,0
2037,Maharashtra,SUPERCRITICAL-COAL,660
2039,Maharashtra,SUPERCRITICAL-COAL,2640
2041,Maharashtra,SUPERCRITICAL-COAL,2640
2043,Maharashtra,SUPERCRITICAL-COAL,0
2045,Maharashtra,SUPERCRITICAL-COAL,0
2047,Maharashtra,SUPERCRITICAL-COAL,0
2017,Maharashtra,WHR,0
2019,Maharashtra,WHR,0
2021,Maharashtra,WHR,0
2023,Maharashtra,WHR,0
2025,Maharashtra,WHR,0
2027,Maharashtra,WHR,0
2029,Maharashtra,WHR,0
2031,Maharashtra,WHR,0
2033,Maharashtra,WHR,0
2035,Maharashtra,WHR,0
2037,Maharashtra,WHR,0
2039,Maharashtra,WHR,0
2041,Maharashtra,WHR,0
2043,Maharashtra,WHR,0
2045,Maharashtra,WHR,0
2047,Maharashtra,WHR,0
2017,Manipur,CCGT-GAS,0
2019,Manipur,CCGT-GAS,0
2021,Manipur,CCGT-GAS,0
2023,Manipur,CCGT-GAS,0
2025,Manipur,CCGT-GAS,0
2027,Manipur,CCGT-GAS,0
2029,Manipur,CCGT-GAS,0
2031,Manipur,CCGT-GAS,0
2033,Manipur,CCGT-GAS,0
2035,Manipur,CCGT-GAS,0
2037,Manipur,CCGT-GAS,0
2039,Manipur,CCGT-GAS,0
2041,Manipur,CCGT-GAS,0
2043,Manipur,CCGT-GAS,0
2045,Manipur,CCGT-GAS,0
2047,Manipur,CCGT-GAS,0
2017,Manipur,CCGT-LNG,0
2019,Manipur,CCGT-LNG,0
2021,Manipur,CCGT-LNG,0
2023,Manipur,CCGT-LNG,0
2025,Manipur,CCGT-LNG,0
2027,Manipur,CCGT-LNG,0
2029,Manipur,CCGT-LNG,0
2031,Manipur,CCGT-LNG,0
2033,Manipur,CCGT-LNG,0
2035,Manipur,CCGT-LNG,0
2037,Manipur,CCGT-LNG,0
2039,Manipur,CCGT-LNG,0
2041,Manipur,CCGT-LNG,0
2043,Manipur,CCGT-LNG,0
2045,Manipur,CCGT-LNG,0
2047,Manipur,CCGT-LNG,0
2017,Manipur,COGENERATION-BAGASSE,0
2019,Manipur,COGENERATION-BAGASSE,0
2021,Manipur,COGENERATION-BAGASSE,0
2023,Manipur,COGENERATION-BAGASSE,0
2025,Manipur,COGENERATION-BAGASSE,0
2027,Manipur,COGENERATION-BAGASSE,0
2029,Manipur,COGENERATION-BAGASSE,0
2031,Manipur,COGENERATION-BAGASSE,0
2033,Manipur,COGENERATION-BAGASSE,0
2035,Manipur,COGENERATION-BAGASSE,0
2037,Manipur,COGENERATION-BAGASSE,0
2039,Manipur,COGENERATION-BAGASSE,0
2041,Manipur,COGENERATION-BAGASSE,0
2043,Manipur,COGENERATION-BAGASSE,0
2045,Manipur,COGENERATION-BAGASSE,0
2047,Manipur,COGENERATION-BAGASSE,0
2017,Manipur,CT-GAS,0
2019,Manipur,CT-GAS,0
2021,Manipur,CT-GAS,0
2023,Manipur,CT-GAS,0
2025,Manipur,CT-GAS,0
2027,Manipur,CT-GAS,0
2029,Manipur,CT-GAS,0
2031,Manipur,CT-GAS,0
2033,Manipur,CT-GAS,0
2035,Manipur,CT-GAS,0
2037,Manipur,CT-GAS,0
2039,Manipur,CT-GAS,0
2041,Manipur,CT-GAS,0
2043,Manipur,CT-GAS,0
2045,Manipur,CT-GAS,0
2047,Manipur,CT-GAS,0
2017,Manipur,DIESEL,0
2019,Manipur,DIESEL,0
2021,Manipur,DIESEL,0
2023,Manipur,DIESEL,0
2025,Manipur,DIESEL,0
2027,Manipur,DIESEL,36
2029,Manipur,DIESEL,0
2031,Manipur,DIESEL,0
2033,Manipur,DIESEL,0
2035,Manipur,DIESEL,0
2037,Manipur,DIESEL,0
2039,Manipur,DIESEL,0
2041,Manipur,DIESEL,0
2043,Manipur,DIESEL,0
2045,Manipur,DIESEL,0
2047,Manipur,DIESEL,0
2017,Manipur,SUBCRITICAL-COAL,0
2019,Manipur,SUBCRITICAL-COAL,0
2021,Manipur,SUBCRITICAL-COAL,0
2023,Manipur,SUBCRITICAL-COAL,0
2025,Manipur,SUBCRITICAL-COAL,0
2027,Manipur,SUBCRITICAL-COAL,0
2029,Manipur,SUBCRITICAL-COAL,0
2031,Manipur,SUBCRITICAL-COAL,0
2033,Manipur,SUBCRITICAL-COAL,0
2035,Manipur,SUBCRITICAL-COAL,0
2037,Manipur,SUBCRITICAL-COAL,0
2039,Manipur,SUBCRITICAL-COAL,0
2041,Manipur,SUBCRITICAL-COAL,0
2043,Manipur,SUBCRITICAL-COAL,0
2045,Manipur,SUBCRITICAL-COAL,0
2047,Manipur,SUBCRITICAL-COAL,0
2017,Manipur,SUBCRITICAL-LIGNITE,0
2019,Manipur,SUBCRITICAL-LIGNITE,0
2021,Manipur,SUBCRITICAL-LIGNITE,0
2023,Manipur,SUBCRITICAL-LIGNITE,0
2025,Manipur,SUBCRITICAL-LIGNITE,0
2027,Manipur,SUBCRITICAL-LIGNITE,0
2029,Manipur,SUBCRITICAL-LIGNITE,0
2031,Manipur,SUBCRITICAL-LIGNITE,0
2033,Manipur,SUBCRITICAL-LIGNITE,0
2035,Manipur,SUBCRITICAL-LIGNITE,0
2037,Manipur,SUBCRITICAL-LIGNITE,0
2039,Manipur,SUBCRITICAL-LIGNITE,0
2041,Manipur,SUBCRITICAL-LIGNITE,0
2043,Manipur,SUBCRITICAL-LIGNITE,0
2045,Manipur,SUBCRITICAL-LIGNITE,0
2047,Manipur,SUBCRITICAL-LIGNITE,0
2017,Manipur,SUPERCRITICAL-COAL,0
2019,Manipur,SUPERCRITICAL-COAL,0
2021,Manipur,SUPERCRITICAL-COAL,0
2023,Manipur,SUPERCRITICAL-COAL,0
2025,Manipur,SUPERCRITICAL-COAL,0
2027,Manipur,SUPERCRITICAL-COAL,0
2029,Manipur,SUPERCRITICAL-COAL,0
2031,Manipur,SUPERCRITICAL-COAL,0
2033,Manipur,SUPERCRITICAL-COAL,0
2035,Manipur,SUPERCRITICAL-COAL,0
2037,Manipur,SUPERCRITICAL-COAL,0
2039,Manipur,SUPERCRITICAL-COAL,0
2041,Manipur,SUPERCRITICAL-COAL,0
2043,Manipur,SUPERCRITICAL-COAL,0
2045,Manipur,SUPERCRITICAL-COAL,0
2047,Manipur,SUPERCRITICAL-COAL,0
2017,Manipur,WHR,0
2019,Manipur,WHR,0
2021,Manipur,WHR,0
2023,Manipur,WHR,0
2025,Manipur,WHR,0
2027,Manipur,WHR,0
2029,Manipur,WHR,0
2031,Manipur,WHR,0
2033,Manipur,WHR,0
2035,Manipur,WHR,0
2037,Manipur,WHR,0
2039,Manipur,WHR,0
2041,Manipur,WHR,0
2043,Manipur,WHR,0
2045,Manipur,WHR,0
2047,Manipur,WHR,0
2017,Odisha,CCGT-GAS,0
2019,Odisha,CCGT-GAS,0
2021,Odisha,CCGT-GAS,0
2023,Odisha,CCGT-GAS,0
2025,Odisha,CCGT-GAS,0
2027,Odisha,CCGT-GAS,0
2029,Odisha,CCGT-GAS,0
2031,Odisha,CCGT-GAS,0
2033,Odisha,CCGT-GAS,0
2035,Odisha,CCGT-GAS,0
2037,Odisha,CCGT-GAS,0
2039,Odisha,CCGT-GAS,0
2041,Odisha,CCGT-GAS,0
2043,Odisha,CCGT-GAS,0
2045,Odisha,CCGT-GAS,0
2047,Odisha,CCGT-GAS,0
2017,Odisha,CCGT-LNG,0
2019,Odisha,CCGT-LNG,0
2021,Odisha,CCGT-LNG,0
2023,Odisha,CCGT-LNG,0
2025,Odisha,CCGT-LNG,0
2027,Odisha,CCGT-LNG,0
2029,Odisha,CCGT-LNG,0
2031,Odisha,CCGT-LNG,0
2033,Odisha,CCGT-LNG,0
2035,Odisha,CCGT-LNG,0
2037,Odisha,CCGT-LNG,0
2039,Odisha,CCGT-LNG,0
2041,Odisha,CCGT-LNG,0
2043,Odisha,CCGT-LNG,0
2045,Odisha,CCGT-LNG,0
2047,Odisha,CCGT-LNG,0
2017,Odisha,COGENERATION-BAGASSE,0
2019,Odisha,COGENERATION-BAGASSE,0
2021,Odisha,COGENERATION-BAGASSE,0
2023,Odisha,COGENERATION-BAGASSE,0
2025,Odisha,COGENERATION-BAGASSE,0
2027,Odisha,COGENERATION-BAGASSE,0
2029,Odisha,COGENERATION-BAGASSE,0
2031,Odisha,COGENERATION-BAGASSE,0
2033,Odisha,COGENERATION-BAGASSE,0
2035,Odisha,COGENERATION-BAGASSE,0
2037,Odisha,COGENERATION-BAGASSE,0
2039,Odisha,COGENERATION-BAGASSE,0
2041,Odisha,COGENERATION-BAGASSE,0
2043,Odisha,COGENERATION-BAGASSE,0
2045,Odisha,COGENERATION-BAGASSE,0
2047,Odisha,COGENERATION-BAGASSE,0
2017,Odisha,CT-GAS,0
2019,Odisha,CT-GAS,0
2021,Odisha,CT-GAS,0
2023,Odisha,CT-GAS,0
2025,Odisha,CT-GAS,0
2027,Odisha,CT-GAS,0
2029,Odisha,CT-GAS,0
2031,Odisha,CT-GAS,0
2033,Odisha,CT-GAS,0
2035,Odisha,CT-GAS,0
2037,Odisha,CT-GAS,0
2039,Odisha,CT-GAS,0
2041,Odisha,CT-GAS,0
2043,Odisha,CT-GAS,0
2045,Odisha,CT-GAS,0
2047,Odisha,CT-GAS,0
2017,Odisha,DIESEL,0
2019,Odisha,DIESEL,0
2021,Odisha,DIESEL,0
2023,Odisha,DIESEL,0
2025,Odisha,DIESEL,0
2027,Odisha,DIESEL,0
2029,Odisha,DIESEL,0
2031,Odisha,DIESEL,0
2033,Odisha,DIESEL,0
2035,Odisha,DIESEL,0
2037,Odisha,DIESEL,0
2039,Odisha,DIESEL,0
2041,Odisha,DIESEL,0
2043,Odisha,DIESEL,0
2045,Odisha,DIESEL,0
2047,Odisha,DIESEL,0
2017,Odisha,SUBCRITICAL-COAL,850.5
2019,Odisha,SUBCRITICAL-COAL,0
2021,Odisha,SUBCRITICAL-COAL,503
2023,Odisha,SUBCRITICAL-COAL,0
2025,Odisha,SUBCRITICAL-COAL,68
2027,Odisha,SUBCRITICAL-COAL,0
2029,Odisha,SUBCRITICAL-COAL,919
2031,Odisha,SUBCRITICAL-COAL,48
2033,Odisha,SUBCRITICAL-COAL,0
2035,Odisha,SUBCRITICAL-COAL,0
2037,Odisha,SUBCRITICAL-COAL,0
2039,Odisha,SUBCRITICAL-COAL,399
2041,Odisha,SUBCRITICAL-COAL,0
2043,Odisha,SUBCRITICAL-COAL,0
2045,Odisha,SUBCRITICAL-COAL,0
2047,Odisha,SUBCRITICAL-COAL,0
2017,Odisha,SUBCRITICAL-LIGNITE,0
2019,Odisha,SUBCRITICAL-LIGNITE,0
2021,Odisha,SUBCRITICAL-LIGNITE,0
2023,Odisha,SUBCRITICAL-LIGNITE,0
2025,Odisha,SUBCRITICAL-LIGNITE,0
2027,Odisha,SUBCRITICAL-LIGNITE,0
2029,Odisha,SUBCRITICAL-LIGNITE,0
2031,Odisha,SUBCRITICAL-LIGNITE,0
2033,Odisha,SUBCRITICAL-LIGNITE,0
2035,Odisha,SUBCRITICAL-LIGNITE,0
2037,Odisha,SUBCRITICAL-LIGNITE,0
2039,Odisha,SUBCRITICAL-LIGNITE,0
2041,Odisha,SUBCRITICAL-LIGNITE,0
2043,Odisha,SUBCRITICAL-LIGNITE,0
2045,Odisha,SUBCRITICAL-LIGNITE,0
2047,Odisha,SUBCRITICAL-LIGNITE,0
2017,Odisha,SUPERCRITICAL-COAL,0
2019,Odisha,SUPERCRITICAL-COAL,0
2021,Odisha,SUPERCRITICAL-COAL,0
2023,Odisha,SUPERCRITICAL-COAL,0
2025,Odisha,SUPERCRITICAL-COAL,0
2027,Odisha,SUPERCRITICAL-COAL,0
2029,Odisha,SUPERCRITICAL-COAL,0
2031,Odisha,SUPERCRITICAL-COAL,0
2033,Odisha,SUPERCRITICAL-COAL,0
2035,Odisha,SUPERCRITICAL-COAL,0
2037,Odisha,SUPERCRITICAL-COAL,0
2039,Odisha,SUPERCRITICAL-COAL,0
2041,Odisha,SUPERCRITICAL-COAL,0
2043,Odisha,SUPERCRITICAL-COAL,0
2045,Odisha,SUPERCRITICAL-COAL,0
2047,Odisha,SUPERCRITICAL-COAL,0
2017,Odisha,WHR,0
2019,Odisha,WHR,0
2021,Odisha,WHR,0
2023,Odisha,WHR,0
2025,Odisha,WHR,0
2027,Odisha,WHR,0
2029,Odisha,WHR,0
2031,Odisha,WHR,0
2033,Odisha,WHR,0
2035,Odisha,WHR,0
2037,Odisha,WHR,0
2039,Odisha,WHR,0
2041,Odisha,WHR,0
2043,Odisha,WHR,0
2045,Odisha,WHR,0
2047,Odisha,WHR,0
2017,Puducherry,CCGT-GAS,0
2019,Puducherry,CCGT-GAS,0
2021,Puducherry,CCGT-GAS,0
2023,Puducherry,CCGT-GAS,0
2025,Puducherry,CCGT-GAS,0.5
2027,Puducherry,CCGT-GAS,0
2029,Puducherry,CCGT-GAS,0
2031,Puducherry,CCGT-GAS,0
2033,Puducherry,CCGT-GAS,0
2035,Puducherry,CCGT-GAS,0
2037,Puducherry,CCGT-GAS,0
2039,Puducherry,CCGT-GAS,0
2041,Puducherry,CCGT-GAS,0
2043,Puducherry,CCGT-GAS,0
2045,Puducherry,CCGT-GAS,0
2047,Puducherry,CCGT-GAS,0
2017,Puducherry,CCGT-LNG,0
2019,Puducherry,CCGT-LNG,0
2021,Puducherry,CCGT-LNG,0
2023,Puducherry,CCGT-LNG,0
2025,Puducherry,CCGT-LNG,0
2027,Puducherry,CCGT-LNG,0
2029,Puducherry,CCGT-LNG,0
2031,Puducherry,CCGT-LNG,0
2033,Puducherry,CCGT-LNG,0
2035,Puducherry,CCGT-LNG,0
2037,Puducherry,CCGT-LNG,0
2039,Puducherry,CCGT-LNG,0
2041,Puducherry,CCGT-LNG,0
2043,Puducherry,CCGT-LNG,0
2045,Puducherry,CCGT-LNG,0
2047,Puducherry,CCGT-LNG,0
2017,Puducherry,COGENERATION-BAGASSE,0
2019,Puducherry,COGENERATION-BAGASSE,0
2021,Puducherry,COGENERATION-BAGASSE,0
2023,Puducherry,COGENERATION-BAGASSE,0
2025,Puducherry,COGENERATION-BAGASSE,0
2027,Puducherry,COGENERATION-BAGASSE,0
2029,Puducherry,COGENERATION-BAGASSE,0
2031,Puducherry,COGENERATION-BAGASSE,0
2033,Puducherry,COGENERATION-BAGASSE,0
2035,Puducherry,COGENERATION-BAGASSE,0
2037,Puducherry,COGENERATION-BAGASSE,0
2039,Puducherry,COGENERATION-BAGASSE,0
2041,Puducherry,COGENERATION-BAGASSE,0
2043,Puducherry,COGENERATION-BAGASSE,0
2045,Puducherry,COGENERATION-BAGASSE,0
2047,Puducherry,COGENERATION-BAGASSE,0
2017,Puducherry,CT-GAS,0
2019,Puducherry,CT-GAS,0
2021,Puducherry,CT-GAS,0
2023,Puducherry,CT-GAS,0
2025,Puducherry,CT-GAS,0
2027,Puducherry,CT-GAS,0
2029,Puducherry,CT-GAS,0
2031,Puducherry,CT-GAS,0
2033,Puducherry,CT-GAS,0
2035,Puducherry,CT-GAS,0
2037,Puducherry,CT-GAS,0
2039,Puducherry,CT-GAS,0
2041,Puducherry,CT-GAS,0
2043,Puducherry,CT-GAS,0
2045,Puducherry,CT-GAS,0
2047,Puducherry,CT-GAS,0
2017,Puducherry,DIESEL,0
2019,Puducherry,DIESEL,0
2021,Puducherry,DIESEL,0
2023,Puducherry,DIESEL,0
2025,Puducherry,DIESEL,0
2027,Puducherry,DIESEL,0
2029,Puducherry,DIESEL,0
2031,Puducherry,DIESEL,0
2033,Puducherry,DIESEL,0
2035,Puducherry,DIESEL,0
2037,Puducherry,DIESEL,0
2039,Puducherry,DIESEL,0
2041,Puducherry,DIESEL,0
2043,Puducherry,DIESEL,0
2045,Puducherry,DIESEL,0
2047,Puducherry,DIESEL,0
2017,Puducherry,SUBCRITICAL-COAL,0
2019,Puducherry,SUBCRITICAL-COAL,0
2021,Puducherry,SUBCRITICAL-COAL,0
2023,Puducherry,SUBCRITICAL-COAL,0
2025,Puducherry,SUBCRITICAL-COAL,0
2027,Puducherry,SUBCRITICAL-COAL,0
2029,Puducherry,SUBCRITICAL-COAL,0
2031,Puducherry,SUBCRITICAL-COAL,0
2033,Puducherry,SUBCRITICAL-COAL,0
2035,Puducherry,SUBCRITICAL-COAL,0
2037,Puducherry,SUBCRITICAL-COAL,0
2039,Puducherry,SUBCRITICAL-COAL,0
2041,Puducherry,SUBCRITICAL-COAL,0
2043,Puducherry,SUBCRITICAL-COAL,0
2045,Puducherry,SUBCRITICAL-COAL,0
2047,Puducherry,SUBCRITICAL-COAL,0
2017,Puducherry,SUBCRITICAL-LIGNITE,0
2019,Puducherry,SUBCRITICAL-LIGNITE,0
2021,Puducherry,SUBCRITICAL-LIGNITE,0
2023,Puducherry,SUBCRITICAL-LIGNITE,0
2025,Puducherry,SUBCRITICAL-LIGNITE,0
2027,Puducherry,SUBCRITICAL-LIGNITE,0
2029,Puducherry,SUBCRITICAL-LIGNITE,0
2031,Puducherry,SUBCRITICAL-LIGNITE,0
2033,Puducherry,SUBCRITICAL-LIGNITE,0
2035,Puducherry,SUBCRITICAL-LIGNITE,0
2037,Puducherry,SUBCRITICAL-LIGNITE,0
2039,Puducherry,SUBCRITICAL-LIGNITE,0
2041,Puducherry,SUBCRITICAL-LIGNITE,0
2043,Puducherry,SUBCRITICAL-LIGNITE,0
2045,Puducherry,SUBCRITICAL-LIGNITE,0
2047,Puducherry,SUBCRITICAL-LIGNITE,0
2017,Puducherry,SUPERCRITICAL-COAL,0
2019,Puducherry,SUPERCRITICAL-COAL,0
2021,Puducherry,SUPERCRITICAL-COAL,0
2023,Puducherry,SUPERCRITICAL-COAL,0
2025,Puducherry,SUPERCRITICAL-COAL,0
2027,Puducherry,SUPERCRITICAL-COAL,0
2029,Puducherry,SUPERCRITICAL-COAL,0
2031,Puducherry,SUPERCRITICAL-COAL,0
2033,Puducherry,SUPERCRITICAL-COAL,0
2035,Puducherry,SUPERCRITICAL-COAL,0
2037,Puducherry,SUPERCRITICAL-COAL,0
2039,Puducherry,SUPERCRITICAL-COAL,0
2041,Puducherry,SUPERCRITICAL-COAL,0
2043,Puducherry,SUPERCRITICAL-COAL,0
2045,Puducherry,SUPERCRITICAL-COAL,0
2047,Puducherry,SUPERCRITICAL-COAL,0
2017,Puducherry,WHR,0
2019,Puducherry,WHR,0
2021,Puducherry,WHR,0
2023,Puducherry,WHR,0
2025,Puducherry,WHR,0
2027,Puducherry,WHR,0
2029,Puducherry,WHR,0
2031,Puducherry,WHR,0
2033,Puducherry,WHR,0
2035,Puducherry,WHR,0
2037,Puducherry,WHR,0
2039,Puducherry,WHR,0
2041,Puducherry,WHR,0
2043,Puducherry,WHR,0
2045,Puducherry,WHR,0
2047,Puducherry,WHR,0
2017,Punjab,CCGT-GAS,0
2019,Punjab,CCGT-GAS,0
2021,Punjab,CCGT-GAS,0
2023,Punjab,CCGT-GAS,0
2025,Punjab,CCGT-GAS,0
2027,Punjab,CCGT-GAS,0
2029,Punjab,CCGT-GAS,0
2031,Punjab,CCGT-GAS,0
2033,Punjab,CCGT-GAS,0
2035,Punjab,CCGT-GAS,0
2037,Punjab,CCGT-GAS,0
2039,Punjab,CCGT-GAS,0
2041,Punjab,CCGT-GAS,0
2043,Punjab,CCGT-GAS,0
2045,Punjab,CCGT-GAS,0
2047,Punjab,CCGT-GAS,0
2017,Punjab,CCGT-LNG,0
2019,Punjab,CCGT-LNG,0
2021,Punjab,CCGT-LNG,0
2023,Punjab,CCGT-LNG,0
2025,Punjab,CCGT-LNG,0
2027,Punjab,CCGT-LNG,0
2029,Punjab,CCGT-LNG,0
2031,Punjab,CCGT-LNG,0
2033,Punjab,CCGT-LNG,0
2035,Punjab,CCGT-LNG,0
2037,Punjab,CCGT-LNG,0
2039,Punjab,CCGT-LNG,0
2041,Punjab,CCGT-LNG,0
2043,Punjab,CCGT-LNG,0
2045,Punjab,CCGT-LNG,0
2047,Punjab,CCGT-LNG,0
2017,Punjab,COGENERATION-BAGASSE,0
2019,Punjab,COGENERATION-BAGASSE,0
2021,Punjab,COGENERATION-BAGASSE,0
2023,Punjab,COGENERATION-BAGASSE,0
2025,Punjab,COGENERATION-BAGASSE,0
2027,Punjab,COGENERATION-BAGASSE,0
2029,Punjab,COGENERATION-BAGASSE,0
2031,Punjab,COGENERATION-BAGASSE,0
2033,Punjab,COGENERATION-BAGASSE,0
2035,Punjab,COGENERATION-BAGASSE,0
2037,Punjab,COGENERATION-BAGASSE,0
2039,Punjab,COGENERATION-BAGASSE,0
2041,Punjab,COGENERATION-BAGASSE,0
2043,Punjab,COGENERATION-BAGASSE,0
2045,Punjab,COGENERATION-BAGASSE,0
2047,Punjab,COGENERATION-BAGASSE,0
2017,Punjab,CT-GAS,0
2019,Punjab,CT-GAS,0
2021,Punjab,CT-GAS,0
2023,Punjab,CT-GAS,0
2025,Punjab,CT-GAS,0
2027,Punjab,CT-GAS,0
2029,Punjab,CT-GAS,0
2031,Punjab,CT-GAS,0
2033,Punjab,CT-GAS,0
2035,Punjab,CT-GAS,0
2037,Punjab,CT-GAS,0
2039,Punjab,CT-GAS,0
2041,Punjab,CT-GAS,0
2043,Punjab,CT-GAS,0
2045,Punjab,CT-GAS,0
2047,Punjab,CT-GAS,0
2017,Punjab,DIESEL,0
2019,Punjab,DIESEL,0
2021,Punjab,DIESEL,0
2023,Punjab,DIESEL,0
2025,Punjab,DIESEL,0
2027,Punjab,DIESEL,0
2029,Punjab,DIESEL,0
2031,Punjab,DIESEL,0
2033,Punjab,DIESEL,0
2035,Punjab,DIESEL,0
2037,Punjab,DIESEL,0
2039,Punjab,DIESEL,0
2041,Punjab,DIESEL,0
2043,Punjab,DIESEL,0
2045,Punjab,DIESEL,0
2047,Punjab,DIESEL,0
2017,Punjab,SUBCRITICAL-COAL,181
2019,Punjab,SUBCRITICAL-COAL,89
2021,Punjab,SUBCRITICAL-COAL,93
2023,Punjab,SUBCRITICAL-COAL,177
