region,class,bin,capacity,supply_curve_cost_per_mw,dist_km
i71528,10,1,102.6432,149386.099,8.2246
i71529,9,1,73.2402,241367.0727,9.3946
i71530,9,1,72.9243,292736.2451,17.7796
i71531,9,1,179.091,71889.9988,12.9106
i71532,10,1,76.9095,195647.2915,10.0502
i71534,9,1,101.6469,207146.9253,16.0147
i71535,8,1,50.1552,369505.4504,16.5196
i71536,8,1,102.1815,134365.4988,8.9883
i71537,8,1,123.5898,83744.8328,5.5
i71538,8,1,164.9484,62146.9429,5.5
i71539,8,1,94.3326,146959.1875,5.5
i71540,8,1,80.919,172218.416,5.5
i71541,8,1,177.2685,51048.1762,5.5
i71542,8,1,183.9996,46154.8452,7.9904
i71543,8,1,39.7548,286628.1549,5.5
i71544,8,1,60.4584,227205.3363,5.5
i71545,9,1,129.9807,110834.9556,7.9765
i71546,8,1,23.5953,738120.6457,9.1246
i71547,8,1,39.2931,469285.3109,10.4374
i71548,8,1,23.2065,757494.8474,12.0547
i71549,8,1,34.4088,481807.8951,12.8775
i71550,10,1,16.4997,713970.9074,5.5
i71551,10,1,16.4268,686724.1601,5.5
i71556,10,1,19.2456,617455.1853,7.3529
i71561,5,1,5.8077,1887118.951,5.5
i71562,7,1,9.7443,1224912.9189,5.5
i71563,8,1,20.9952,686668.1357,6.4774
i71566,7,1,10.935,1501088.2913,11.1856
i71567,8,1,45.2223,358190.1967,8.2875
i71568,9,1,24.2028,654487.5687,11.143
i71569,9,1,9.3069,937124.1189,5.5
i71570,8,1,19.0026,952520.7876,12.6459
i71571,9,1,11.2995,1225669.0082,5.5
i71572,9,1,19.5615,540005.7728,5.5
i71574,8,1,6.804,1865286.3205,5.5
i71575,8,1,17.0343,876854.147,5.5
i71576,6,1,16.7427,904455.1406,5.792
i71577,6,1,48.8673,269201.8587,6.5594
i71578,6,1,42.0876,289305.774,5.5
i71579,6,1,40.7268,308380.2113,5.5374
i71580,6,1,94.7943,161655.5744,8.4404
i71581,6,1,84.4911,199187.8379,10.0502
i71582,6,1,33.7284,357193.0975,5.5
i71583,6,1,12.3687,729060.3549,5.5
i71584,6,1,108.8154,159772.7676,11.2974
i71585,6,1,144.3663,127823.635,17.6501
i71586,6,1,88.7922,254648.1825,19.6941
i71587,6,1,33.3882,444272.0259,8.664
i71588,6,1,6.0021,1357921.1949,5.8857
i71589,6,1,36.2799,410714.166,8.6757
i71590,6,1,211.5558,70478.1299,11.1595
i71591,7,1,78.9993,192173.3069,7.5675
i71592,7,1,108.4995,189569.3286,17.1523
i71593,7,1,101.8413,173629.7613,16.3348
i71594,7,1,63.8361,286150.0856,13.9879
i71595,6,1,0.0,292492.389,5.5
i71596,4,1,44.8092,235737.6807,5.5
i71597,3,1,275.7078,6106.6167,5.5
i71598,4,1,3.1767,237780.0328,6.8384
i71599,5,1,41.7474,344610.7757,6.8219
i71600,6,1,21.8214,498293.3624,5.5
i71601,6,1,37.8837,266716.1662,5.5
i71602,6,1,19.0512,548178.3792,8.304
i71603,6,1,35.721,287304.5595,5.8937
i71604,5,1,19.0026,459409.5209,6.0737
i71605,6,1,13.9968,672303.1599,5.5
i71606,6,1,0.0,899818.0922,5.5
i71607,5,1,0.0,1423244.1457,5.5
i71608,2,1,0.0,1072982.5009,19.2362
i71609,6,1,0.0,3144206.83,5.5
i71610,6,1,139.5063,79822.0844,5.5
i71611,6,1,136.7361,84698.5372,6.2021
i71612,6,1,72.1467,192346.8715,9.8228
i71613,5,1,25.6122,378630.4515,5.5
i71614,6,1,30.6666,398159.3331,5.5
i71615,6,1,17.6418,908005.6134,9.9512
i71616,7,1,22.0887,484030.1103,5.5
i71617,7,1,30.618,350028.4671,6.1429
i71618,6,1,17.0586,578145.6697,7.4647
i71632,6,1,6.3666,937170.1262,5.5
i71647,8,1,14.6529,1038057.2662,5.5
i71649,8,1,5.7105,3077361.853,9.3611
i71650,9,1,6.9984,1445185.8798,7.1382
i71651,8,1,8.9424,962684.1129,5.5
i71652,8,1,22.356,524025.3871,5.5
i71653,8,1,29.5002,492157.3557,7.2746
i71654,8,1,14.337,730712.9595,5.5901
i71655,8,1,7.7031,1821318.6788,5.6391
i71656,8,1,38.0538,497660.4517,6.3937
i71657,8,1,5.9292,3138867.6222,10.4102
i71667,8,1,31.0068,487721.6017,8.434
i71668,8,1,87.0912,196132.0495,5.5
i71669,8,1,18.8082,801752.5237,5.5
i71670,8,1,19.6344,560410.9045,5.7946
i71671,8,1,29.7189,445320.8439,7.0174
i71672,8,1,12.1014,1449337.4685,5.5
i71673,8,1,27.4833,657602.4104,11.3358
i71674,8,1,25.6608,624270.9558,5.5
i71676,8,1,12.5631,1879169.8539,16.1521
i71677,9,1,37.0089,454096.2568,5.5
i71679,8,1,18.4194,594988.1353,5.5337
i71680,9,1,15.4791,1162675.4467,13.2695
i71681,9,1,13.2192,1144394.4921,5.5
i71682,9,1,18.1521,1019263.6956,7.6921
i71683,9,1,10.1331,1770629.1632,11.1867
i71684,9,1,9.7686,1082790.4672,5.5
i71689,9,1,12.9033,900591.5185,7.1292
i71690,9,1,7.2657,1566463.9695,7.5728
i71691,9,1,9.3555,1248522.389,7.9712
i71693,9,1,25.9767,783323.0902,22.7627
i71694,9,1,16.3053,871338.8294,13.4766
i71695,9,1,27.8721,361523.8579,5.5
i71696,9,1,7.5087,1213177.7533,5.5
i71699,9,1,7.7517,867586.3193,5.5
i71700,9,1,15.4606,668788.7799,5.5
i71701,9,1,9.963,764039.5826,6.8965
i71702,9,1,10.3518,890885.7203,6.6829
i71703,9,1,35.3322,368810.0014,5.5
i71704,9,1,17.6418,663682.4906,8.2848
i71705,9,1,45.8055,302094.2805,5.5
i71706,9,1,31.833,458257.2119,5.5
i71707,9,1,17.2773,704020.8852,5.5
i71723,9,1,27.2646,568332.1359,9.0549
i71724,9,1,12.8547,814552.9484,7.5302
i71725,9,1,9.3555,1196573.2758,7.2576
i71726,9,1,11.0079,981100.0712,5.5
i71729,9,1,9.3312,1018901.8399,5.5
i71736,9,1,10.3275,937015.7882,5.5
i71738,9,1,6.1965,1541425.0815,5.5
i71888,10,1,197.0487,103050.1499,30.6503
i71889,10,1,149.2749,115265.1317,21.2545
i71890,10,1,176.9526,74593.7879,16.8929
i71891,10,1,154.9611,110399.1055,20.6517
i71892,10,1,63.18,423310.6742,29.4456
i71893,10,1,70.5672,510251.5689,38.5506
i71894,10,1,153.7461,181058.401,28.6239
i71895,10,1,146.3589,143699.139,18.0666
i71896,10,1,52.3179,251266.9715,5.9347
i71897,10,1,42.3792,298481.4581,5.5
i71898,10,1,131.8761,75038.8695,5.5
i71899,10,1,65.5857,243137.7694,6.0311
i71900,9,1,47.6523,329441.9308,6.553
i71901,10,1,50.9085,256494.9364,6.103
i71902,9,1,41.8932,346596.6778,5.5
i71903,10,1,20.7765,496587.8039,5.7457
i71904,10,1,96.228,122516.7254,5.5
i71905,10,1,34.7733,378534.0475,5.5
i71906,10,1,73.5561,168381.0263,6.4337
i71907,10,1,81.6237,169795.2363,5.5
i71908,10,1,137.9025,83156.3656,5.5
i71909,10,1,176.0049,52476.7472,5.5
i71910,9,1,17.3259,750316.8104,5.5
i71911,9,1,68.7933,243483.8304,5.5
i71912,10,1,150.0039,69434.0452,5.5
i71913,9,1,15.9651,795988.0954,5.5
i71914,9,1,72.0981,192900.0113,5.5
i71915,8,1,9.72,1193602.0597,5.5
i71916,8,1,32.562,433278.4728,6.381
i71917,8,1,82.2312,173730.6948,5.5
i71918,8,1,92.3342,179043.2359,9.0346
i71919,8,1,129.4218,110300.4835,8.2683
i71920,8,1,59.9481,239662.3006,5.7792
i71921,9,1,57.4695,236110.6027,5.5
i71922,8,1,37.5678,353273.0895,8.0804
i71924,8,1,19.5372,618179.5266,5.5337
i71925,9,1,26.487,503685.0019,5.5
i71926,9,1,110.9781,118995.9881,5.5
i71927,9,1,59.0247,233229.6147,5.5
i71928,9,1,11.2509,957617.094,5.5
i71936,9,1,9.8901,901413.9457,6.8629
i71940,9,1,52.0506,320925.1871,8.7401
i71941,9,1,9.6228,1794418.1103,11.8193
i71942,8,1,6.2208,3270044.4697,15.4242
i71943,10,1,6.1965,3325274.0744,19.963
i71946,6,1,6.2694,3704655.7747,30.3867
i71948,8,1,14.1426,1232388.7911,16.157
i71949,8,1,16.7427,613870.9961,5.7984
i71950,9,1,9.6471,1133454.664,7.9584
i71953,8,1,15.5034,624468.128,5.5
i71954,8,1,19.6101,553227.7064,5.5
i71955,8,1,6.7797,1871202.5207,5.5
i71956,6,1,45.927,370474.8675,5.5
i71957,7,1,143.6859,76735.4535,6.5146
i71958,6,1,8.4321,1014230.6223,5.5
i71959,6,1,31.7844,531952.7159,5.5
i71960,6,1,47.2149,426166.7205,8.5804
i71961,6,1,148.0356,101090.3383,11.5787
i71962,6,1,73.9935,198987.0049,7.7411
i71963,6,1,61.0173,272443.3952,9.7701
i71964,6,1,94.0896,223961.906,14.407
i71965,6,1,118.4625,186756.1325,19.7272
i71966,6,1,102.3759,187546.4357,12.8466
i71967,6,1,18.1035,674605.7323,7.6149
i71968,6,1,7.6302,1381396.0012,8.2076
i71969,6,1,56.4732,297650.2329,5.5
i71970,6,1,174.0366,76094.0576,5.5
i71971,8,1,47.4579,285869.61,6.4502
i71972,8,1,65.6343,205305.6637,5.5
i71973,8,1,71.9037,183248.8696,5.5
i71974,7,1,4.122,148639.2153,6.9492
i71975,7,1,23.3766,458822.2012,7.4711
i71976,6,1,6.4152,906856.1238,5.5
i71977,2,1,119.5317,88996.2707,7.7065
i71978,3,1,0.0,245172.1029,13.1151
i71979,4,1,19.8387,203885.6386,10.3937
i71980,5,1,24.2514,432068.3902,7.3103
i71981,6,1,30.6156,374807.8651,7.9621
i71982,6,1,14.892,306231.2999,5.5
i71983,6,1,31.104,410777.8526,5.5
i71984,5,1,0.0,518866.6056,5.5
i71985,5,1,0.0,1375254.7857,7.6767
i71986,6,1,0.0,19691966.1617,5.9746
i71987,3,1,16.7317,387567.9461,5.5
i71988,2,1,0.0,193167.0989,5.5
i71990,6,1,12.393,742264.1966,8.9212
i71991,6,1,37.0575,447907.1037,17.9239
i71992,5,1,13.0248,606921.0333,5.5
i71993,4,1,10.7649,753138.2883,6.7729
i71994,5,1,38.4912,320856.6383,7.2229
i71995,6,1,41.8689,399639.4095,17.2306
i71996,6,1,46.7532,303501.9114,6.6547
i71997,6,1,19.0755,628500.8002,6.6419
i71999,6,1,7.2171,1133549.4934,8.2438
i72011,6,1,5.8806,1162692.9165,6.8384
i72012,6,1,11.5182,614966.6402,5.5
i72013,6,1,14.094,728338.9438,10.0423
i72026,8,1,6.2694,2153236.8534,5.5
i72028,8,1,7.1685,1858594.2584,5.5
i72033,8,1,20.2419,803518.4956,5.5
i72034,8,1,27.0216,849865.3185,10.3868
i72036,8,1,18.1278,1208673.6675,18.4906
i72037,8,1,12.7575,2016416.0426,18.8367
i72047,8,1,22.0401,603391.3107,7.6612
i72048,8,1,86.4594,256286.293,18.6695
i72049,8,1,19.3185,951390.9008,8.7183
i72050,8,1,32.4648,509873.5236,5.5
i72051,8,1,38.7342,554171.9739,15.3587
i72052,8,1,16.281,1137138.3732,14.6131
i72053,8,1,14.5557,968278.1982,9.7456
i72054,8,1,9.1125,1021915.0603,5.5
i72056,9,1,45.7812,433743.8644,8.3157
i72057,9,1,13.2192,1168045.3203,5.5
i72058,9,1,9.3069,971709.4735,5.5
i72059,9,1,15.5763,1122068.5974,11.6148
i72060,9,1,22.3074,730005.0764,10.7958
i72062,9,1,5.9292,2689900.0626,12.9584
i72065,9,1,6.6825,1823915.3153,9.4767
i72068,9,1,7.8975,1983237.2716,16.5739
i72070,9,1,6.7068,1916426.5545,9.392
i72071,9,1,6.4638,1438372.1333,5.5
i72072,9,1,14.2641,877663.8191,6.3293
i72073,9,1,24.0327,676831.7116,10.8538
i72074,9,1,44.8092,318671.6954,6.3011
i72075,9,1,6.2208,1553010.4573,6.7474
i72076,9,1,20.6307,587062.6002,5.5
i72078,9,1,6.2208,1379823.0684,5.5
i72079,9,1,15.3333,667115.8238,5.5
i72080,9,1,7.8003,1116694.234,5.5
i72081,9,1,7.7517,851668.8302,5.9129
i72083,10,1,8.8209,1102328.1836,5.5
i72086,10,1,13.6566,782559.8204,5.5
i72087,10,1,30.3021,413078.5501,5.5
i72088,9,1,7.533,988732.4948,5.5
i72097,9,1,6.3423,2050462.0128,13.9394
i72098,9,1,54.8208,335250.538,18.4996
i72102,9,1,12.4127,1274316.4415,11.0493
i72103,9,1,25.3449,581398.4077,7.4865
i72104,9,1,12.636,695562.422,6.7357
i72105,9,1,8.3592,1086203.8751,5.5
i72106,9,1,11.8341,920860.3914,5.5
i72107,9,1,7.8246,986013.1222,6.2857
i72108,9,1,6.1479,1271873.929,6.0183
i72116,9,1,7.4358,1311118.156,5.5
i72269,10,1,174.0366,133015.073,32.8118
i72270,10,1,242.1981,71915.0788,28.4501
i72271,10,1,182.979,124237.3577,32.1717
i72272,10,1,91.2222,364948.9215,37.0116
i72273,10,1,98.0505,415068.4695,46.6863
i72274,10,1,106.3125,305709.5339,34.5911
i72275,10,1,158.4846,140561.5963,22.5736
i72276,10,1,215.4195,73628.5817,19.6979
i72277,10,1,51.2244,269443.5328,5.5
i72278,10,1,59.1948,248171.8776,5.5
i72280,10,1,78.489,205759.7879,6.6664
i72281,10,1,21.6756,640862.4237,5.5
i72282,10,1,75.6216,272130.8094,13.1065
i72283,10,1,119.2158,88936.2234,5.5
i72284,10,1,135.9342,88199.6799,5.5
i72285,10,1,24.3243,688704.2307,8.6102
i72286,10,1,46.4373,368586.6619,10.4592
i72287,10,1,162.4508,52811.6305,6.6212
i72288,10,1,138.6072,90310.4704,10.0822
i72289,10,1,193.7196,76867.5796,14.5529
i72290,10,1,22.8906,1048672.9163,15.103
i72292,10,1,238.14,46716.5173,14.7468
i72293,9,1,27.1674,660164.7842,9.4846
i72294,8,1,67.554,234176.0168,8.1655
i72295,8,1,38.6856,375099.3543,6.6637
i72296,8,1,113.6025,95013.6982,5.5
i72297,8,1,72.0009,201010.2411,5.5
i72298,8,1,46.3644,296402.9906,5.5
i72299,8,1,41.5044,340037.9746,5.5
i72300,8,1,66.1446,216659.2365,5.5
i72301,9,1,55.5984,242030.0066,5.5
i72302,9,1,39.9492,324043.7963,7.4982
i72303,9,1,10.0602,773263.7327,5.5
i72304,8,1,12.9519,943494.2048,5.5
i72305,9,1,40.8726,346793.2544,6.021
i72306,9,1,62.1837,244552.1352,7.4402
i72307,9,1,48.6,283574.9054,5.5
i72319,8,1,9.2097,1984102.083,18.9602
i72320,9,1,103.6638,226892.2519,20.7858
i72321,10,1,63.5445,450070.6162,23.8868
i72323,10,1,71.0775,456599.7249,31.0085
i72324,10,1,46.7046,812983.5649,37.5642
i72326,5,1,13.7052,2472542.0465,41.7022
i72327,6,1,47.142,693480.0182,31.4106
i72329,8,1,14.7015,1015254.4722,10.8858
i72330,8,1,23.1093,484546.8941,5.5
i72331,9,1,9.72,909685.1259,5.5
i72332,9,1,16.3539,729364.3685,7.1819
i72333,10,1,28.3042,410326.0274,5.5
i72334,8,1,28.0908,409737.5916,5.5
i72335,7,1,24.2028,691990.2538,11.1818
i72336,6,1,92.0241,244930.9349,10.9491
i72337,6,1,71.9766,277671.0902,12.9377
i72339,6,1,41.5287,304708.8663,5.5
i72340,6,1,76.2534,218675.3225,9.9474
i72341,6,1,69.2793,181132.311,5.5
i72342,6,1,79.3881,159758.4826,5.5257
i72343,6,1,28.188,432756.5305,6.2484
i72344,6,1,116.9802,126833.989,8.7556
i72345,6,1,115.9839,159351.0854,7.7012
i72346,5,1,74.5524,175457.1387,5.5
i72348,6,1,5.7348,3035124.2656,19.095
i72349,7,1,17.4231,836282.447,5.5
i72350,5,1,18.0306,731461.9674,8.8429
i72351,6,1,43.9587,285940.3134,5.5
i72352,7,1,124.5861,96958.85,5.5
i72353,7,1,49.4748,258473.8156,5.5
i72354,7,1,44.8092,252970.6475,7.3321
i72355,7,1,30.0348,321260.0721,5.5
i72356,6,1,13.9968,523044.3606,5.5
i72357,5,1,6.6096,886450.245,5.5
i72358,3,1,0.0,31302.3534,13.1715
i72359,4,1,137.3194,35901.6895,6.9337
i72360,4,1,0.0,417300.1528,5.5
i72361,5,1,0.0,286740.1145,5.5
i72362,6,1,6.8682,299691.7338,5.5
i72363,6,1,6.1612,651036.9189,6.5993
i72364,6,1,0.0,1238446.821,8.3493
i72365,6,1,0.0,10560482.8325,5.5
i72367,2,1,0.0,47019.9239,5.5
i72368,1,1,0.0,392670.7691,8.5394
i72372,5,1,12.6117,757455.0644,5.9283
i72373,3,1,26.1954,443869.4213,5.5837
i72374,3,1,35.6724,411378.4325,11.5595
i72375,5,1,46.2186,397783.0818,20.9759
i72376,6,1,34.6761,371211.2964,7.7411
i72377,8,1,10.5462,915221.9257,7.4301
i72378,8,1,9.9387,1205315.8258,9.334
i72390,7,1,6.318,1013468.761,5.5
i72391,7,1,15.2847,655205.578,9.1321
i72392,7,1,6.9741,953140.8679,5.5
i72393,6,1,14.6529,617451.516,8.0148
i72394,7,1,19.1484,540899.6025,5.5
i72414,8,1,20.2662,624928.0238,7.0829
i72415,8,1,8.9424,1122454.9384,5.5
i72416,8,1,8.0676,1454310.7985,8.0495
i72417,8,1,6.3909,2308767.0242,6.7537
i72426,8,1,15.9165,905905.0549,9.0922
i72427,8,1,30.5502,414931.7518,6.4683
i72428,8,1,13.7538,1156696.2764,12.1959
i72429,8,1,34.2873,666145.5719,11.8551
i72430,8,1,32.4891,515486.1139,5.5
i72431,8,1,79.0722,230194.0838,6.283
i72432,8,1,17.2287,1302571.9196,21.7774
i72433,8,1,11.178,1919152.7845,18.8351
i72434,8,1,15.0417,1006583.9216,5.5
i72435,8,1,5.8563,2307636.3993,10.0721
i72436,8,1,36.0126,511304.6357,5.5
i72438,9,1,24.4944,668961.103,5.5
i72439,8,1,10.4004,1311712.2564,5.5
i72440,8,1,8.2377,1268732.1533,6.8682
i72441,9,1,5.7591,1475971.1021,5.5
i72447,9,1,7.5573,1631980.5159,12.3849
i72449,9,1,18.7353,1122648.2013,24.4317
i72450,9,1,10.4641,1300174.1768,16.1314
i72452,9,1,19.1484,539339.321,5.5
i72453,9,1,10.2546,776831.3332,5.5
i72455,9,1,23.8626,447562.5131,5.5
i72458,9,1,16.6698,601163.1267,6.8757
i72459,9,1,16.5969,692239.7669,6.4837
i72460,9,1,14.1426,814884.8471,7.7437
i72461,9,1,17.7633,583803.1636,7.5957
i72467,10,1,6.4395,1643873.6297,10.7585
i72472,9,1,7.7349,946635.338,5.5
i72477,10,1,10.4201,707154.2141,5.5
i72478,10,1,12.1257,1206307.0047,15.4257
i72479,10,1,33.1209,545752.6142,17.827
i72480,9,1,8.8209,1199663.8362,5.5
i72481,10,1,38.7099,372908.4344,5.5
i72482,9,1,17.8362,698033.4841,5.5
i72483,9,1,22.4289,452223.9286,5.5
i72484,9,1,21.8214,590899.6052,5.5
i72485,9,1,34.7733,365966.3001,5.5
i72486,9,1,9.4527,858746.5781,6.5312
i72487,9,1,8.6751,1017630.6526,5.5
i72488,9,1,9.2826,1079357.0181,5.5
i72491,9,1,14.6043,827427.5451,6.2446
i72492,9,1,12.7818,855006.6975,5.8255
i72651,10,1,134.2818,243121.7738,43.6917
i72652,10,1,93.555,442029.7257,49.1115
i72653,10,1,37.7136,1219704.1705,55.0058
i72654,10,1,30.6666,1109208.2137,32.2376
i72655,10,1,132.7023,221376.0728,33.1447
i72656,10,1,38.1024,433673.6211,8.1937
i72657,10,1,12.7332,911141.9704,5.5
i72660,9,1,9.0396,1714083.3078,11.5983
i72661,9,1,14.9688,745065.0861,5.5
i72662,10,1,150.5871,80357.6023,7.3465
i72663,10,1,154.4994,67391.3501,5.571
i72664,10,1,153.2747,55281.0145,5.5
i72665,9,1,117.5877,116817.5176,5.5
i72666,10,1,103.7367,175345.0026,17.3307
i72667,10,1,228.0115,29243.8216,5.5
i72668,10,1,120.1635,120782.8077,10.5295
i72669,10,1,100.2132,204784.2409,21.9968
i72672,10,1,35.9397,324792.1147,5.7201
i72673,8,1,20.7036,552057.8198,6.7319
i72674,9,1,63.8847,218116.0376,5.5
i72675,8,1,42.7194,322767.105,5.5928
i72676,9,1,118.7417,103435.5042,7.9392
i72677,8,1,52.002,334786.1979,13.4751
i72678,8,1,77.3712,253457.929,12.9675
i72680,7,1,9.0639,1714050.3094,12.5729
i72681,8,1,38.1267,475666.0579,11.1637
i72682,9,1,56.2788,296114.9428,9.6801
i72683,9,1,34.0929,419272.4722,5.5
i72684,8,1,24.4701,633411.0353,7.0482
i72685,10,1,65.3913,218770.5585,5.9746
i72686,9,1,35.5509,379469.3961,5.5
i72687,9,1,47.871,350905.3546,8.4701
i72698,7,1,17.0829,1832562.2692,35.0592
i72699,8,1,64.9539,465630.2602,30.5548
i72700,9,1,170.1972,160837.3839,33.5115
i72701,9,1,80.9433,426396.1843,35.5198
i72702,10,1,6.804,4150330.0163,38.7315
i72703,10,1,26.1954,1215945.751,39.5298
i72704,10,1,15.8679,1912619.7137,41.5647
i72707,7,1,80.8947,382066.1843,34.4329
i72708,7,1,13.7052,1461775.4096,18.5091
i72709,8,1,19.7802,638210.6578,7.0418
i72710,9,1,17.6904,569367.8542,5.5
i72712,10,1,16.767,655635.5401,6.4246
i72713,9,1,9.2097,906769.5913,5.5
i72715,7,1,50.4954,396232.1312,16.9323
i72716,8,1,85.6818,318088.1355,18.9565
i72717,7,1,125.0478,139976.6084,7.1537
i72719,7,1,35.8425,477954.8126,5.5
i72720,6,1,155.6901,91088.9115,5.5
i72721,6,1,105.1947,154847.2115,10.4193
i72722,6,1,13.3407,951747.6402,9.343
i72724,6,1,10.8378,826840.9727,5.5
i72727,6,1,18.1764,800605.8566,9.6785
i72728,6,1,8.6994,2150966.2168,19.406
i72731,4,1,52.9011,251806.0418,7.0237
i72732,4,1,240.1569,31100.2382,5.5
i72733,6,1,53.1198,266329.1945,7.5648
i72734,7,1,17.8848,598150.4319,9.6013
i72735,7,1,18.6624,579111.1929,5.5
i72736,7,1,21.8214,456691.9655,7.0211
i72737,6,1,17.0887,197392.1082,5.5
i72738,4,1,277.6053,15254.4423,10.1493
i72739,3,1,268.3978,16470.741,5.5
i72740,4,1,8.623,366883.1663,5.5
i72741,6,1,0.0,325286.2093,5.5
i72742,6,1,0.0,272090.9234,8.2784
i72743,6,1,0.0,493931.6087,7.1084
i72744,6,1,0.0,387456.8399,6.9375
i72745,6,1,0.0,1117115.3984,5.5
i72747,2,1,298.3068,17699.7405,9.9655
i72748,1,1,18.8082,599064.1855,5.5
i72753,3,1,10.1331,930916.9543,6.1482
i72754,5,1,53.946,266462.3688,9.3984
i72755,7,1,27.3375,476362.8754,10.2095
i72756,7,1,11.6154,797358.9871,8.8094
i72757,6,1,6.8769,1320316.4126,6.0684
i72758,7,1,10.449,959418.6107,5.5
i72759,7,1,13.0248,831178.326,6.6957
i72769,7,1,6.6096,916850.4689,5.5
i72770,7,1,5.7348,1196890.0814,6.1957
i72771,7,1,27.7506,361282.2983,5.5
i72772,7,1,15.0655,570481.1634,5.5
i72773,7,1,15.0417,584809.745,6.4182
i72786,8,1,6.3666,1454456.514,5.5
i72795,8,1,5.6862,1545995.9997,5.5
i72798,8,1,6.9012,1236568.0161,5.5
i72806,8,1,6.4152,1629944.1851,7.264
i72807,8,1,11.3238,890166.38,6.4683
i72808,8,1,7.5573,1732252.2746,5.5
i72809,8,1,12.3201,1130900.7954,5.5
i72810,8,1,62.4753,282481.5191,5.7329
i72811,8,1,82.3041,211036.9091,5.5
i72812,8,1,41.4315,398118.5637,9.9964
i72813,8,1,10.0116,2869184.619,30.0218
i72816,8,1,35.4051,508851.322,5.5
i72817,9,1,13.9239,1268588.8836,7.093
i72818,8,1,14.9202,1000586.549,5.5
i72819,8,1,9.4041,1494949.6586,5.5
i72828,9,1,8.9424,1133361.7286,8.951
i72829,9,1,7.7274,1504807.2273,8.5665
i72830,9,1,88.8894,173178.9141,7.4429
i72833,9,1,34.1415,325692.9958,5.5
i72834,9,1,21.3937,608024.141,7.1548
i72835,9,1,48.5431,287203.586,5.5
i72836,9,1,48.1383,338106.8109,9.1076
i72838,9,1,12.15,839659.1087,5.5
i72839,9,1,17.0829,680617.3675,5.5
i72840,9,1,26.5842,715838.7567,16.9531
i72841,9,1,9.7929,1460728.1347,18.8122
i72844,9,1,10.4976,1479125.9716,15.3086
i72845,9,1,8.3835,1414537.4975,9.7147
i72846,9,1,14.0697,695794.8358,7.2911
i72848,9,1,8.9181,1027043.0743,8.3801
i72850,9,1,11.2752,654021.8088,5.5
i72851,9,1,7.047,1240850.4065,8.3493
i72852,9,1,9.1854,897310.2205,6.9876
i72853,9,1,18.8082,601041.6318,5.5
i72854,9,1,8.5645,933372.6207,6.0646
i72857,9,1,13.6809,869350.5717,7.8567
i72858,10,1,15.3333,1040238.1809,19.177
i72859,10,1,31.0797,487995.0817,8.4483
i72860,10,1,18.9054,659032.2094,5.5
i72861,10,1,68.7695,323435.0977,17.4468
i72862,9,1,20.8377,600048.4132,5.5
i72863,9,1,16.584,651858.0497,5.5
i72864,9,1,18.9054,841558.3952,11.1302
i72865,9,1,16.7184,771310.497,9.1657
i72866,9,1,7.29,1174352.2627,7.0866
i72867,9,1,7.0227,1240072.4456,5.5
i72868,9,1,17.1558,801059.446,10.0359
i72872,8,1,8.748,806330.8415,5.5593
i72873,8,1,5.9049,1715881.8717,6.7846
i73032,9,1,19.1241,2288751.7074,61.6178
i73034,10,1,9.477,3567546.7128,34.0116
i73035,10,1,28.0665,947191.1589,19.8293
i73040,9,1,41.5773,521055.876,13.843
i73041,9,1,67.7469,221931.4134,5.5
i73042,10,1,71.9061,203736.3891,5.5
i73043,10,1,9.1368,1291846.6596,7.5265
i73044,10,1,96.3252,155823.8698,7.9482
i73045,9,1,98.658,143824.8376,5.5
i73046,10,1,126.4086,106819.4196,5.5
i73047,10,1,111.9258,96185.3915,5.5
i73048,10,1,104.6115,148427.2375,11.2718
i73049,10,1,109.7874,215760.7243,23.7984
i73052,9,1,25.9281,606854.4678,12.6768
i73053,8,1,11.2509,1474852.2682,13.2231
i73054,8,1,36.5229,561947.9045,16.3167
i73055,7,1,21.8214,793582.9582,10.2637
i73056,9,1,87.2856,163726.2544,5.5
i73057,8,1,26.0496,810677.2701,18.5481
i73058,9,1,48.1626,513875.1858,24.8949
i73059,7,1,23.7411,1124847.1821,26.0676
i73060,7,1,5.832,3876836.8315,25.1276
i73061,8,1,12.4902,1686207.2709,23.5848
i73062,9,1,25.9767,753251.735,17.3051
i73063,8,1,21.7971,593895.9879,5.7882
i73064,9,1,77.517,186280.7784,6.0582
i73065,10,1,165.9204,101137.8333,18.0474
i73066,9,1,24.9075,768708.2399,16.592
i73073,9,1,27.945,484824.842,8.3376
i73074,10,1,33.3396,400221.0976,5.5
i73078,7,1,47.8224,695288.8054,38.6506
i73079,7,1,51.9291,643478.3367,37.0551
i73080,8,1,33.048,1061797.9394,41.8497
i73081,9,1,71.3205,398628.0277,32.2058
i73082,10,1,82.0611,303821.7576,26.9506
i73083,10,1,44.5419,540145.6146,25.5121
i73084,10,1,28.7226,932382.9718,31.391
i73085,8,1,10.6434,3582439.4988,49.1578
i73090,9,1,18.5166,661273.0256,9.5475
i73091,9,1,45.9513,264490.744,5.5
i73092,9,1,8.0496,1516493.8933,9.8021
i73093,8,1,27.3861,553764.7938,9.0719
i73095,7,1,19.5858,849438.0887,6.741
i73096,7,1,62.7183,311328.3202,7.7091
i73097,7,1,160.1856,94797.2261,11.9951
i73098,7,1,21.4326,704509.4914,9.7275
i73099,7,1,171.4365,81233.2512,6.2164
i73100,6,1,191.1924,63790.7682,5.5
