r,h,i,value
s59,H15,csp1_10,0.80173125
s59,H16,csp1_8,0.106313261
s59,H16,csp1_9,0.10161163
s59,H16,csp1_12,0.109877065
s59,H16,csp1_11,0.10263
s59,H16,csp1_10,0.101811739
s59,H17,csp1_8,0.459905707
s59,H17,csp1_9,0.629663859
s59,H17,csp1_12,0.601458967
s59,H17,csp1_11,0.641889946
s59,H17,csp1_10,0.641188179
s59,H2,csp1_8,0.553676087
s59,H2,csp1_9,0.537426786
s59,H2,csp1_12,0.577003261
s59,H2,csp1_11,0.594968323
s59,H2,csp1_10,0.561203028
s59,H3,csp1_8,0.459905707
s59,H3,csp1_9,0.629663859
s59,H3,csp1_12,0.601458967
s59,H3,csp1_11,0.641889946
s59,H3,csp1_10,0.641188179
s59,H4,csp1_8,0.08980587
s59,H4,csp1_9,0.088038478
s59,H4,csp1_12,0.091259457
s59,H4,csp1_11,0.082758478
s59,H4,csp1_10,0.085018043
s59,H6,csp1_8,0.531068384
s59,H6,csp1_9,0.536804918
s59,H6,csp1_12,0.573424356
s59,H6,csp1_11,0.559567213
s59,H6,csp1_10,0.549978454
s59,H7,csp1_8,0.608052664
s59,H7,csp1_9,0.687177869
s59,H7,csp1_12,0.671516393
s59,H7,csp1_11,0.67625
s59,H7,csp1_10,0.715608197
s59,H8,csp1_8,0.022035902
s59,H8,csp1_9,0.024727049
s59,H8,csp1_12,0.031273443
s59,H8,csp1_11,0.027411311
s59,H8,csp1_10,0.026933115
s6,H1,csp1_1,0.000228465
s6,H10,csp1_1,0.080799762
s6,H11,csp1_1,0.081059375
s6,H14,csp1_1,0.337242469
s6,H15,csp1_1,0.321768614
s6,H16,csp1_1,0.028274565
s6,H17,csp1_1,0.557060462
s6,H2,csp1_1,0.537934161
s6,H3,csp1_1,0.557060462
s6,H4,csp1_1,0.10029163
s6,H6,csp1_1,0.439431382
s6,H7,csp1_1,0.458047131
s6,H8,csp1_1,0.01339918
s63,H10,csp1_3,0.153186131
s63,H10,csp1_2,0.136641012
s63,H10,csp1_1,0.144929048
s63,H11,csp1_3,0.239643646
s63,H11,csp1_2,0.186779896
s63,H11,csp1_1,0.201618646
s63,H12,csp1_3,0.001885917
s63,H12,csp1_2,0.0011245
s63,H12,csp1_1,0.00120675
s63,H14,csp1_3,0.336479814
s63,H14,csp1_2,0.302853261
s63,H14,csp1_1,0.290299457
s63,H15,csp1_3,0.378657473
s63,H15,csp1_2,0.332257337
s63,H15,csp1_1,0.307133016
s63,H16,csp1_3,0.059491304
s63,H16,csp1_2,0.048952065
s63,H16,csp1_1,0.043001196
s63,H17,csp1_3,0.545692935
s63,H17,csp1_2,0.55705
s63,H17,csp1_1,0.515594701
s63,H2,csp1_3,0.560707531
s63,H2,csp1_2,0.526871196
s63,H2,csp1_1,0.51712663
s63,H3,csp1_3,0.545692935
s63,H3,csp1_2,0.55705
s63,H3,csp1_1,0.515594701
s63,H4,csp1_3,0.115513696
s63,H4,csp1_2,0.099938696
s63,H4,csp1_1,0.094115652
s63,H6,csp1_3,0.347737354
s63,H6,csp1_2,0.327928103
s63,H6,csp1_1,0.34545281
s63,H7,csp1_3,0.491134016
s63,H7,csp1_2,0.481989139
s63,H7,csp1_1,0.490955123
s63,H8,csp1_3,0.026243279
s63,H8,csp1_2,0.024350164
s63,H8,csp1_1,0.027426393
s64,H10,csp1_1,0.12513256
s64,H11,csp1_1,0.169825417
s64,H12,csp1_1,0.000773333
s64,H14,csp1_1,0.290441615
s64,H15,csp1_1,0.381924185
s64,H16,csp1_1,0.047623152
s64,H17,csp1_1,0.550579891
s64,H2,csp1_1,0.473278571
s64,H3,csp1_1,0.550579891
s64,H4,csp1_1,0.126587826
s64,H6,csp1_1,0.285621194
s64,H7,csp1_1,0.407246516
s64,H8,csp1_1,0.020683115
s65,H10,csp1_1,0.124372262
s65,H11,csp1_1,0.134668333
s65,H14,csp1_1,0.317356056
s65,H15,csp1_1,0.319505571
s65,H16,csp1_1,0.032728152
s65,H17,csp1_1,0.610925679
s65,H2,csp1_1,0.536789674
s65,H3,csp1_1,0.610925679
s65,H4,csp1_1,0.118485435
s65,H6,csp1_1,0.30451007
s65,H7,csp1_1,0.325465574
s65,H8,csp1_1,0.012525246
s66,H10,csp1_2,0.136171488
s66,H10,csp1_1,0.124729107
s66,H11,csp1_2,0.150564896
s66,H11,csp1_1,0.157537083
s66,H12,csp1_2,0.000252417
s66,H12,csp1_1,0.000423083
s66,H14,csp1_2,0.338118789
s66,H14,csp1_1,0.306652407
s66,H15,csp1_2,0.348671196
s66,H15,csp1_1,0.371508832
s66,H16,csp1_2,0.047861739
s66,H16,csp1_1,0.036069565
s66,H17,csp1_2,0.575672826
s66,H17,csp1_1,0.612894429
s66,H2,csp1_2,0.568162811
s66,H2,csp1_1,0.549820186
s66,H3,csp1_2,0.575672826
s66,H3,csp1_1,0.612894429
s66,H4,csp1_2,0.115808478
s66,H4,csp1_1,0.111867826
s66,H6,csp1_2,0.334905035
s66,H6,csp1_1,0.333999063
s66,H7,csp1_2,0.397244262
s66,H7,csp1_1,0.397184836
s66,H8,csp1_2,0.021302131
s66,H8,csp1_1,0.018660656
s67,H10,csp1_3,0.15327869
s67,H10,csp1_2,0.146089226
s67,H10,csp1_1,0.127384048
s67,H11,csp1_3,0.200692708
s67,H11,csp1_2,0.193818333
s67,H11,csp1_1,0.140078958
s67,H12,csp1_3,0.000234333
s67,H12,csp1_2,0.00045375
s67,H12,csp1_1,0.000439083
s67,H14,csp1_3,0.381879658
s67,H14,csp1_2,0.366727562
s67,H14,csp1_1,0.304749767
s67,H15,csp1_3,0.413540489
s67,H15,csp1_2,0.392597554
s67,H15,csp1_1,0.344972826
s67,H16,csp1_3,0.043670978
s67,H16,csp1_2,0.04349837
s67,H16,csp1_1,0.033477935
s67,H17,csp1_3,0.594959918
s67,H17,csp1_2,0.586224049
s67,H17,csp1_1,0.587399864
s67,H2,csp1_3,0.57690722
s67,H2,csp1_2,0.574970109
s67,H2,csp1_1,0.557950311
s67,H3,csp1_3,0.594959918
s67,H3,csp1_2,0.586224049
s67,H3,csp1_1,0.587399864
s67,H4,csp1_3,0.100296522
s67,H4,csp1_2,0.0992225
s67,H4,csp1_1,0.098445109
s67,H6,csp1_3,0.381348244
s67,H6,csp1_2,0.360210773
s67,H6,csp1_1,0.322546019
s67,H7,csp1_3,0.447624385
s67,H7,csp1_2,0.420872131
s67,H7,csp1_1,0.402902049
s67,H8,csp1_3,0.018454918
s67,H8,csp1_2,0.017087377
s67,H8,csp1_1,0.01828541
s68,H10,csp1_1,0.134742143
s68,H11,csp1_1,0.154584271
s68,H14,csp1_1,0.353044643
s68,H15,csp1_1,0.351963315
s68,H16,csp1_1,0.031887935
s68,H17,csp1_1,0.575660734
s68,H2,csp1_1,0.522047127
s68,H3,csp1_1,0.575660734
s68,H4,csp1_1,0.1083625
s68,H6,csp1_1,0.345277986
s68,H7,csp1_1,0.360447541
s68,H8,csp1_1,0.012614754
s69,H10,csp1_2,0.162379107
s69,H10,csp1_1,0.133527857
s69,H11,csp1_2,0.163751875
s69,H11,csp1_1,0.175598646
s69,H14,csp1_2,0.397968789
s69,H14,csp1_1,0.375062034
s69,H15,csp1_2,0.379390353
s69,H15,csp1_1,0.374780842
s69,H16,csp1_2,0.027774674
s69,H16,csp1_1,0.0331775
s69,H17,csp1_2,0.594625408
s69,H17,csp1_1,0.598863043
s69,H2,csp1_2,0.547286413
s69,H2,csp1_1,0.542585481
s69,H3,csp1_2,0.594625408
s69,H3,csp1_1,0.598863043
s69,H4,csp1_2,0.090581739
s69,H4,csp1_1,0.101671196
s69,H6,csp1_2,0.364345785
s69,H6,csp1_1,0.329033138
s69,H7,csp1_2,0.370908197
s69,H7,csp1_1,0.391908402
s69,H8,csp1_2,0.009223115
s69,H8,csp1_1,0.012231803
s7,H10,csp1_3,0.102528214
s7,H10,csp1_2,0.086526786
s7,H10,csp1_1,0.095328036
s7,H11,csp1_3,0.119754063
s7,H11,csp1_2,0.097214375
s7,H11,csp1_1,0.108888229
s7,H14,csp1_3,0.375989596
s7,H14,csp1_2,0.376936646
s7,H14,csp1_1,0.351037189
s7,H15,csp1_3,0.387050543
s7,H15,csp1_2,0.366688179
s7,H15,csp1_1,0.313598505
s7,H16,csp1_3,0.036607717
s7,H16,csp1_2,0.031063478
s7,H16,csp1_1,0.026063043
s7,H17,csp1_3,0.575295245
s7,H17,csp1_2,0.646722826
s7,H17,csp1_1,0.623349321
s7,H2,csp1_3,0.562454037
s7,H2,csp1_2,0.55569573
s7,H2,csp1_1,0.550112189
s7,H3,csp1_3,0.575295245
s7,H3,csp1_2,0.646722826
s7,H3,csp1_1,0.623349321
s7,H4,csp1_3,0.112928696
s7,H4,csp1_2,0.107676196
s7,H4,csp1_1,0.106479457
s7,H6,csp1_3,0.441331265
s7,H6,csp1_2,0.413553396
s7,H6,csp1_1,0.41677178
s7,H7,csp1_3,0.481646311
s7,H7,csp1_2,0.435164754
s7,H7,csp1_1,0.4406875
s7,H8,csp1_3,0.013013607
s7,H8,csp1_2,0.009378689
s7,H8,csp1_1,0.010241148
s70,H10,csp1_3,0.155215893
s70,H10,csp1_2,0.146146905
s70,H10,csp1_1,0.156487738
s70,H10,csp1_6,0.208587679
s70,H10,csp1_5,0.211380655
s70,H10,csp1_4,0.188042143
s70,H11,csp1_3,0.226659167
s70,H11,csp1_2,0.190631875
s70,H11,csp1_1,0.21777625
s70,H11,csp1_6,0.260128646
s70,H11,csp1_5,0.295658333
s70,H11,csp1_4,0.250186146
s70,H12,csp1_3,0.000238833
s70,H12,csp1_2,0.000461833
s70,H12,csp1_1,0.000457333
s70,H12,csp1_6,0.00122625
s70,H12,csp1_5,0.0008105
s70,H12,csp1_4,0.00073175
s70,H14,csp1_3,0.431585093
s70,H14,csp1_2,0.365396661
s70,H14,csp1_1,0.363855668
s70,H14,csp1_6,0.474687733
s70,H14,csp1_5,0.493370031
s70,H14,csp1_4,0.466729969
s70,H15,csp1_3,0.455636685
s70,H15,csp1_2,0.377385326
s70,H15,csp1_1,0.404577446
s70,H15,csp1_6,0.486291984
s70,H15,csp1_5,0.505017663
s70,H15,csp1_4,0.469841712
s70,H16,csp1_3,0.046181522
s70,H16,csp1_2,0.042784783
s70,H16,csp1_1,0.042386196
s70,H16,csp1_6,0.055902826
s70,H16,csp1_5,0.04507
s70,H16,csp1_4,0.047184674
s70,H17,csp1_3,0.620329076
s70,H17,csp1_2,0.544108832
s70,H17,csp1_1,0.531249049
s70,H17,csp1_6,0.5905
s70,H17,csp1_5,0.593978804
s70,H17,csp1_4,0.64449212
s70,H2,csp1_3,0.598823758
s70,H2,csp1_2,0.555843478
s70,H2,csp1_1,0.530923913
s70,H2,csp1_6,0.620546661
s70,H2,csp1_5,0.648097593
s70,H2,csp1_4,0.615372205
s70,H3,csp1_3,0.620329076
s70,H3,csp1_2,0.544108832
s70,H3,csp1_1,0.531249049
s70,H3,csp1_6,0.5905
s70,H3,csp1_5,0.593978804
s70,H3,csp1_4,0.64449212
s70,H4,csp1_3,0.102955109
s70,H4,csp1_2,0.093702609
s70,H4,csp1_1,0.093537717
s70,H4,csp1_6,0.112096957
s70,H4,csp1_5,0.100563696
s70,H4,csp1_4,0.108351522
s70,H6,csp1_3,0.364204098
s70,H6,csp1_2,0.342786768
s70,H6,csp1_1,0.342561827
s70,H6,csp1_6,0.452529508
s70,H6,csp1_5,0.415055621
s70,H6,csp1_4,0.399733021
s70,H7,csp1_3,0.430522746
s70,H7,csp1_2,0.421064754
s70,H7,csp1_1,0.409726639
s70,H7,csp1_6,0.499696926
s70,H7,csp1_5,0.503945697
s70,H7,csp1_4,0.45200041
s70,H8,csp1_3,0.015532951
s70,H8,csp1_2,0.01794082
s70,H8,csp1_1,0.015838197
s70,H8,csp1_6,0.022859508
s70,H8,csp1_5,0.017221148
s70,H8,csp1_4,0.019101803
s71,H10,csp1_3,0.191864286
s71,H10,csp1_2,0.167810298
s71,H10,csp1_6,0.22020744
s71,H10,csp1_5,0.23565375
s71,H10,csp1_4,0.210720238
s71,H11,csp1_3,0.279615729
s71,H11,csp1_2,0.233743125
s71,H11,csp1_6,0.318921354
s71,H11,csp1_5,0.315256563
s71,H11,csp1_4,0.266086667
s71,H12,csp1_3,0.001531917
s71,H12,csp1_2,0.001253917
s71,H12,csp1_6,0.00252175
s71,H12,csp1_5,0.00108675
s71,H12,csp1_4,0.001125083
s71,H14,csp1_3,0.359138509
s71,H14,csp1_2,0.345515916
s71,H14,csp1_6,0.482402562
s71,H14,csp1_5,0.479886646
s71,H14,csp1_4,0.488685714
s71,H15,csp1_3,0.361930978
s71,H15,csp1_2,0.364259783
s71,H15,csp1_6,0.482800543
s71,H15,csp1_5,0.469805707
s71,H15,csp1_4,0.463509103
s71,H16,csp1_3,0.051173261
s71,H16,csp1_2,0.058267391
s71,H16,csp1_6,0.067655
s71,H16,csp1_5,0.059585543
s71,H16,csp1_4,0.053715217
s71,H17,csp1_3,0.495120516
s71,H17,csp1_2,0.532806386
s71,H17,csp1_6,0.618139538
s71,H17,csp1_5,0.550787908
s71,H17,csp1_4,0.535870652
s71,H2,csp1_3,0.547013276
s71,H2,csp1_2,0.521698525
s71,H2,csp1_6,0.605724767
s71,H2,csp1_5,0.603224767
s71,H2,csp1_4,0.623499534
s71,H3,csp1_3,0.495120516
s71,H3,csp1_2,0.532806386
s71,H3,csp1_6,0.618139538
s71,H3,csp1_5,0.550787908
s71,H3,csp1_4,0.535870652
s71,H4,csp1_3,0.115053913
s71,H4,csp1_2,0.124175
s71,H4,csp1_6,0.11360163
s71,H4,csp1_5,0.101075978
s71,H4,csp1_4,0.086878478
s71,H6,csp1_3,0.415725878
s71,H6,csp1_2,0.432965105
s71,H6,csp1_6,0.450827166
s71,H6,csp1_5,0.453107845
s71,H6,csp1_4,0.451745199
s71,H7,csp1_3,0.486595287
s71,H7,csp1_2,0.488278484
s71,H7,csp1_6,0.575671516
s71,H7,csp1_5,0.550036066
s71,H7,csp1_4,0.478132172
s71,H8,csp1_3,0.022779344
s71,H8,csp1_2,0.025658852
s71,H8,csp1_6,0.02789918
s71,H8,csp1_5,0.025052295
s71,H8,csp1_4,0.019450328
s72,H10,csp1_3,0.192392381
s72,H10,csp1_2,0.174630417
s72,H10,csp1_4,0.205349167
s72,H11,csp1_3,0.211699063
s72,H11,csp1_2,0.197914896
s72,H11,csp1_4,0.263078958
s72,H12,csp1_4,0.000213167
s72,H14,csp1_3,0.446624379
s72,H14,csp1_2,0.412249224
s72,H14,csp1_4,0.460029736
s72,H15,csp1_3,0.449493207
s72,H15,csp1_2,0.40186875
s72,H15,csp1_4,0.434875679
s72,H16,csp1_3,0.037536957
s72,H16,csp1_2,0.029992065
s72,H16,csp1_4,0.03466337
s72,H17,csp1_3,0.63303981
s72,H17,csp1_2,0.584631929
s72,H17,csp1_4,0.587305299
s72,H2,csp1_3,0.599528804
s72,H2,csp1_2,0.574448913
s72,H2,csp1_4,0.591129736
s72,H3,csp1_3,0.63303981
s72,H3,csp1_2,0.584631929
s72,H3,csp1_4,0.587305299
s72,H4,csp1_3,0.095494783
s72,H4,csp1_2,0.091462717
s72,H4,csp1_4,0.085219565
s72,H6,csp1_3,0.4077863
s72,H6,csp1_2,0.381379742
s72,H6,csp1_4,0.403887822
s72,H7,csp1_3,0.41922623
s72,H7,csp1_2,0.399498975
s72,H7,csp1_4,0.430741598
s72,H8,csp1_3,0.013505246
s72,H8,csp1_2,0.011705574
s72,H8,csp1_4,0.013854426
s73,H10,csp1_3,0.203717262
s73,H10,csp1_2,0.17962994
s73,H10,csp1_4,0.228459464
s73,H11,csp1_3,0.206684063
s73,H11,csp1_2,0.253525208
s73,H11,csp1_4,0.287530625
s73,H14,csp1_3,0.441892935
s73,H14,csp1_2,0.429758463
s73,H14,csp1_4,0.467531134
s73,H15,csp1_3,0.43950394
s73,H15,csp1_2,0.450493342
s73,H15,csp1_4,0.508713859
s73,H16,csp1_3,0.036746522
s73,H16,csp1_2,0.03859
s73,H16,csp1_4,0.04439413
s73,H17,csp1_3,0.618210598
s73,H17,csp1_2,0.607436957
s73,H17,csp1_4,0.619622283
s73,H2,csp1_3,0.607021196
s73,H2,csp1_2,0.581834239
s73,H2,csp1_4,0.602730512
s73,H3,csp1_3,0.618210598
s73,H3,csp1_2,0.607436957
s73,H3,csp1_4,0.619622283
s73,H4,csp1_3,0.089423152
s73,H4,csp1_2,0.102355109
s73,H4,csp1_4,0.08317837
s73,H6,csp1_3,0.417729274
s73,H6,csp1_2,0.421546253
s73,H6,csp1_4,0.463387119
s73,H7,csp1_3,0.414012295
s73,H7,csp1_2,0.429415984
s73,H7,csp1_4,0.496534016
s73,H8,csp1_3,0.012318033
s73,H8,csp1_2,0.009619016
s73,H8,csp1_4,0.011553115
s74,H10,csp1_3,0.210528036
s74,H10,csp1_2,0.190048988
s74,H10,csp1_1,0.159843155
s74,H10,csp1_5,0.203048988
s74,H10,csp1_4,0.233837738
s74,H11,csp1_3,0.281417188
s74,H11,csp1_2,0.205296042
s74,H11,csp1_1,0.151217083
s74,H11,csp1_5,0.28602875
s74,H11,csp1_4,0.281954375
s74,H12,csp1_1,0.000546417
s74,H12,csp1_5,0.000803333
s74,H14,csp1_3,0.466564441
s74,H14,csp1_2,0.461872748
s74,H14,csp1_1,0.477943944
s74,H14,csp1_5,0.503274301
s74,H14,csp1_4,0.477447981
s74,H15,csp1_3,0.533283832
s74,H15,csp1_2,0.438706658
s74,H15,csp1_1,0.411988315
s74,H15,csp1_5,0.476062228
s74,H15,csp1_4,0.524964674
s74,H16,csp1_3,0.041804348
s74,H16,csp1_2,0.032900326
s74,H16,csp1_1,0.039422826
s74,H16,csp1_5,0.046467283
s74,H16,csp1_4,0.042357935
s74,H17,csp1_3,0.471134783
s74,H17,csp1_2,0.389586413
s74,H17,csp1_1,0.417629891
s74,H17,csp1_5,0.591136685
s74,H17,csp1_4,0.515313859
s74,H2,csp1_3,0.591801941
s74,H2,csp1_2,0.550979037
s74,H2,csp1_1,0.550639984
s74,H2,csp1_5,0.647609938
s74,H2,csp1_4,0.612899146
s74,H3,csp1_3,0.471134783
s74,H3,csp1_2,0.389586413
s74,H3,csp1_1,0.417629891
s74,H3,csp1_5,0.591136685
s74,H3,csp1_4,0.515313859
s74,H4,csp1_3,0.061363587
s74,H4,csp1_2,0.045250652
s74,H4,csp1_1,0.0707325
s74,H4,csp1_5,0.092465543
s74,H4,csp1_4,0.068421522
s74,H6,csp1_3,0.444690164
s74,H6,csp1_2,0.410377752
s74,H6,csp1_1,0.421683138
s74,H6,csp1_5,0.435085012
s74,H6,csp1_4,0.458326112
s74,H7,csp1_3,0.471795287
s74,H7,csp1_2,0.417808197
s74,H7,csp1_1,0.381510861
s74,H7,csp1_5,0.496659836
s74,H7,csp1_4,0.482551639
s74,H8,csp1_3,0.009072951
s74,H8,csp1_2,0.009683279
s74,H8,csp1_1,0.015125246
s74,H8,csp1_5,0.016968689
s74,H8,csp1_4,0.009514754
s75,H10,csp1_3,0.216446726
s75,H10,csp1_6,0.244548333
s75,H10,csp1_5,0.253593393
s75,H10,csp1_4,0.226661429
s75,H11,csp1_3,0.264858438
s75,H11,csp1_6,0.320982292
s75,H11,csp1_5,0.30850125
s75,H11,csp1_4,0.303666458
s75,H12,csp1_3,0.000912917
s75,H12,csp1_6,0.001855417
s75,H12,csp1_5,0.001773083
s75,H12,csp1_4,0.000939583
s75,H14,csp1_3,0.475017469
s75,H14,csp1_6,0.503193944
s75,H14,csp1_5,0.504339907
s75,H14,csp1_4,0.486481522
s75,H15,csp1_3,0.463112092
s75,H15,csp1_6,0.561204348
s75,H15,csp1_5,0.545579891
s75,H15,csp1_4,0.516516033
s75,H16,csp1_3,0.043443587
s75,H16,csp1_6,0.070163261
s75,H16,csp1_5,0.053655217
s75,H16,csp1_4,0.052552391
s75,H17,csp1_3,0.55203587
s75,H17,csp1_6,0.603621875
s75,H17,csp1_5,0.587209375
s75,H17,csp1_4,0.582606658
s75,H2,csp1_3,0.576637655
s75,H2,csp1_6,0.59729146
s75,H2,csp1_5,0.573882764
s75,H2,csp1_4,0.581605357
s75,H3,csp1_3,0.55203587
s75,H3,csp1_6,0.603621875
s75,H3,csp1_5,0.587209375
s75,H3,csp1_4,0.582606658
s75,H4,csp1_3,0.08297
s75,H4,csp1_6,0.107973587
s75,H4,csp1_5,0.109177935
s75,H4,csp1_4,0.092266413
s75,H6,csp1_3,0.473324356
s75,H6,csp1_6,0.497501171
s75,H6,csp1_5,0.477589344
s75,H6,csp1_4,0.475105035
s75,H7,csp1_3,0.483995697
s75,H7,csp1_6,0.616898156
s75,H7,csp1_5,0.542657787
s75,H7,csp1_4,0.536320492
s75,H8,csp1_3,0.017441803
s75,H8,csp1_6,0.025089016
s75,H8,csp1_5,0.022961967
s75,H8,csp1_4,0.022943279
s76,H10,csp1_3,0.234738571
s76,H10,csp1_2,0.211615298
s76,H10,csp1_6,0.253262202
s76,H10,csp1_5,0.245815
s76,H10,csp1_4,0.236830476
s76,H10,csp1_7,0.27219619
s76,H11,csp1_3,0.302703958
s76,H11,csp1_2,0.266695104
s76,H11,csp1_6,0.360825
s76,H11,csp1_5,0.319896146
s76,H11,csp1_4,0.301013438
s76,H11,csp1_7,0.377175833
s76,H12,csp1_3,0.001211333
s76,H12,csp1_2,0.001188417
s76,H12,csp1_6,0.001855083
s76,H12,csp1_5,0.001799417
s76,H12,csp1_4,0.001224417
s76,H12,csp1_7,0.001570667
s76,H14,csp1_3,0.475364984
s76,H14,csp1_2,0.473833463
s76,H14,csp1_6,0.524906832
s76,H14,csp1_5,0.509963121
s76,H14,csp1_4,0.48222632
s76,H14,csp1_7,0.540349534
s76,H15,csp1_3,0.491880978
s76,H15,csp1_2,0.503220652
s76,H15,csp1_6,0.574159511
s76,H15,csp1_5,0.560585462
s76,H15,csp1_4,0.515298234
s76,H15,csp1_7,0.608644022
s76,H16,csp1_3,0.058257609
s76,H16,csp1_2,0.052391522
s76,H16,csp1_6,0.06710163
s76,H16,csp1_5,0.061125
s76,H16,csp1_4,0.058093478
s76,H16,csp1_7,0.069942826
s76,H17,csp1_3,0.445413859
s76,H17,csp1_2,0.456078261
s76,H17,csp1_6,0.644687364
s76,H17,csp1_5,0.550274321
s76,H17,csp1_4,0.460505027
s76,H17,csp1_7,0.655723505
s76,H2,csp1_3,0.531476475
s76,H2,csp1_2,0.519467158
s76,H2,csp1_6,0.572170031
s76,H2,csp1_5,0.583572593
s76,H2,csp1_4,0.545459006
s76,H2,csp1_7,0.593933851
s76,H3,csp1_3,0.445413859
s76,H3,csp1_2,0.456078261
s76,H3,csp1_6,0.644687364
s76,H3,csp1_5,0.550274321
s76,H3,csp1_4,0.460505027
s76,H3,csp1_7,0.655723505
s76,H4,csp1_3,0.090672935
s76,H4,csp1_2,0.087773043
s76,H4,csp1_6,0.09403
s76,H4,csp1_5,0.10217163
s76,H4,csp1_4,0.089837609
s76,H4,csp1_7,0.109145761
s76,H6,csp1_3,0.471025878
s76,H6,csp1_2,0.460606909
s76,H6,csp1_6,0.502232319
s76,H6,csp1_5,0.490732084
s76,H6,csp1_4,0.482283372
s76,H6,csp1_7,0.507765574
s76,H7,csp1_3,0.536119467
s76,H7,csp1_2,0.52866332
s76,H7,csp1_6,0.602234631
s76,H7,csp1_5,0.596890574
s76,H7,csp1_4,0.555779508
s76,H7,csp1_7,0.625397541
s76,H8,csp1_3,0.021448197
s76,H8,csp1_2,0.02005
s76,H8,csp1_6,0.025450656
s76,H8,csp1_5,0.024092459
s76,H8,csp1_4,0.021895246
s76,H8,csp1_7,0.02823
s77,H10,csp1_6,0.314354464
s77,H10,csp1_5,0.284796964
s77,H10,csp1_4,0.292681964
s77,H10,csp1_7,0.316450119
s77,H10,csp1_8,0.330160476
s77,H10,csp1_9,0.352726369
s77,H10,csp1_10,0.368044702
s77,H11,csp1_6,0.407093542
s77,H11,csp1_5,0.385026458
s77,H11,csp1_4,0.349376458
s77,H11,csp1_7,0.42695875
s77,H11,csp1_8,0.441392813
s77,H11,csp1_9,0.457385417
s77,H11,csp1_10,0.482165313
s77,H12,csp1_6,0.002775833
s77,H12,csp1_5,0.002051167
s77,H12,csp1_4,0.002727083
s77,H12,csp1_7,0.003180417
s77,H12,csp1_8,0.003871083
s77,H12,csp1_9,0.003247417
s77,H12,csp1_10,0.003609333
s77,H14,csp1_6,0.533688276
s77,H14,csp1_5,0.532437655
s77,H14,csp1_4,0.531118478
s77,H14,csp1_7,0.544271506
s77,H14,csp1_8,0.560958696
s77,H14,csp1_9,0.58346118
s77,H14,csp1_10,0.591812189
s77,H15,csp1_6,0.573858288
s77,H15,csp1_5,0.557581929
s77,H15,csp1_4,0.518265897
s77,H15,csp1_7,0.623512364
s77,H15,csp1_8,0.631187636
s77,H15,csp1_9,0.671533016
s77,H15,csp1_10,0.701276902
s77,H16,csp1_6,0.067321739
s77,H16,csp1_5,0.059901087
s77,H16,csp1_4,0.059783261
s77,H16,csp1_7,0.074158261
s77,H16,csp1_8,0.090282935
s77,H16,csp1_9,0.080099022
s77,H16,csp1_10,0.080559022
s77,H17,csp1_6,0.505233696
s77,H17,csp1_5,0.476037772
s77,H17,csp1_4,0.421209647
s77,H17,csp1_7,0.547106793
s77,H17,csp1_8,0.636137636
s77,H17,csp1_9,0.73939769
s77,H17,csp1_10,0.747470788
s77,H2,csp1_6,0.553807997
s77,H2,csp1_5,0.551765295
s77,H2,csp1_4,0.513102096
s77,H2,csp1_7,0.571499224
s77,H2,csp1_8,0.576768323
s77,H2,csp1_9,0.614721972
s77,H2,csp1_10,0.619194876
s77,H3,csp1_6,0.505233696
s77,H3,csp1_5,0.476037772
s77,H3,csp1_4,0.421209647
s77,H3,csp1_7,0.547106793
s77,H3,csp1_8,0.636137636
s77,H3,csp1_9,0.73939769
s77,H3,csp1_10,0.747470788
s77,H4,csp1_6,0.108262174
s77,H4,csp1_5,0.081798804
s77,H4,csp1_4,0.084921087
s77,H4,csp1_7,0.11207
s77,H4,csp1_8,0.109225978
s77,H4,csp1_9,0.124130978
s77,H4,csp1_10,0.126855761
s77,H6,csp1_6,0.520293911
s77,H6,csp1_5,0.520523185
s77,H6,csp1_4,0.509297775
s77,H6,csp1_7,0.536071077
s77,H6,csp1_8,0.567946604
s77,H6,csp1_9,0.592072482
s77,H6,csp1_10,0.598881733
s77,H7,csp1_6,0.597892418
s77,H7,csp1_5,0.562294057
s77,H7,csp1_4,0.596970287
s77,H7,csp1_7,0.61294959
s77,H7,csp1_8,0.660581762
s77,H7,csp1_9,0.734251639
s77,H7,csp1_10,0.753468852
s77,H8,csp1_6,0.026078689
s77,H8,csp1_5,0.021269672
s77,H8,csp1_4,0.023171803
s77,H8,csp1_7,0.028328525
s77,H8,csp1_8,0.029597049
s77,H8,csp1_9,0.02911082
s77,H8,csp1_10,0.029001475
s78,H10,csp1_6,0.373562262
s78,H10,csp1_5,0.298814702
s78,H10,csp1_4,0.291918929
s78,H10,csp1_7,0.37460369
s78,H10,csp1_8,0.373713631
s78,H10,csp1_9,0.392099107
s78,H10,csp1_10,0.441750833
s78,H11,csp1_6,0.426822708
s78,H11,csp1_5,0.336162292
s78,H11,csp1_4,0.35424875
s78,H11,csp1_7,0.44326625
s78,H11,csp1_8,0.476617604
s78,H11,csp1_9,0.463429688
s78,H11,csp1_10,0.532226563
s78,H12,csp1_6,0.00154375
s78,H12,csp1_5,0.001088333
s78,H12,csp1_4,0.001343833
s78,H12,csp1_7,0.00110825
s78,H12,csp1_8,0.0019905
s78,H12,csp1_9,0.001683583
s78,H12,csp1_10,0.001702333
s78,H14,csp1_6,0.599884317
s78,H14,csp1_5,0.574106444
s78,H14,csp1_4,0.562268789
