r,i,h,value
p112,dupv_3,H8,0.039252733
p113,dupv_3,H10,0.189656519
p113,dupv_3,H11,0.288503024
p113,dupv_3,H12,0.012227085
p113,dupv_3,H14,0.407171963
p113,dupv_3,H15,0.543269883
p113,dupv_3,H16,0.114593068
p113,dupv_3,H17,0.55443712
p113,dupv_3,H2,0.490584361
p113,dupv_3,H3,0.55443712
p113,dupv_3,H4,0.162603115
p113,dupv_3,H6,0.303382123
p113,dupv_3,H7,0.376635443
p113,dupv_3,H8,0.041957734
p114,dupv_3,H10,0.189831267
p114,dupv_3,H11,0.287556421
p114,dupv_3,H12,0.011999111
p114,dupv_3,H14,0.406377799
p114,dupv_3,H15,0.53434485
p114,dupv_3,H16,0.113479178
p114,dupv_3,H17,0.565494049
p114,dupv_3,H2,0.483245491
p114,dupv_3,H3,0.565494049
p114,dupv_3,H4,0.164760392
p114,dupv_3,H6,0.309293966
p114,dupv_3,H7,0.385499632
p114,dupv_3,H8,0.044857455
p115,dupv_2,H10,0.172052553
p115,dupv_3,H10,0.176384833
p115,dupv_2,H11,0.243234664
p115,dupv_3,H11,0.244656214
p115,dupv_2,H14,0.403696409
p115,dupv_3,H14,0.402519306
p115,dupv_2,H15,0.48933654
p115,dupv_3,H15,0.489479038
p115,dupv_2,H16,0.086352295
p115,dupv_3,H16,0.084917697
p115,dupv_2,H17,0.512000791
p115,dupv_3,H17,0.51641867
p115,dupv_2,H2,0.453822643
p115,dupv_3,H2,0.460924752
p115,dupv_2,H3,0.512000791
p115,dupv_3,H3,0.51641867
p115,dupv_2,H4,0.132080651
p115,dupv_3,H4,0.130813961
p115,dupv_2,H6,0.299375668
p115,dupv_3,H6,0.301111762
p115,dupv_2,H7,0.38490883
p115,dupv_3,H7,0.376591856
p115,dupv_2,H8,0.030572388
p115,dupv_3,H8,0.031722747
p116,dupv_2,H10,0.16766919
p116,dupv_3,H10,0.216577279
p116,dupv_2,H11,0.2454192
p116,dupv_3,H11,0.28358003
p116,dupv_2,H14,0.387244429
p116,dupv_3,H14,0.408325849
p116,dupv_2,H15,0.485764781
p116,dupv_3,H15,0.479013563
p116,dupv_2,H16,0.08950294
p116,dupv_3,H16,0.070107138
p116,dupv_2,H17,0.51783836
p116,dupv_3,H17,0.505830154
p116,dupv_2,H2,0.44998696
p116,dupv_3,H2,0.46694492
p116,dupv_2,H3,0.51783836
p116,dupv_3,H3,0.505830154
p116,dupv_2,H4,0.130567651
p116,dupv_3,H4,0.109205485
p116,dupv_2,H6,0.291700605
p116,dupv_3,H6,0.32065009
p116,dupv_2,H7,0.385177258
p116,dupv_3,H7,0.371748919
p116,dupv_2,H8,0.033196257
p116,dupv_3,H8,0.025883948
p117,dupv_3,H10,0.185868101
p117,dupv_3,H11,0.284867322
p117,dupv_3,H14,0.375360163
p117,dupv_3,H15,0.492657353
p117,dupv_3,H16,0.098228304
p117,dupv_3,H17,0.525574905
p117,dupv_3,H2,0.452287699
p117,dupv_3,H3,0.525574905
p117,dupv_3,H4,0.135151405
p117,dupv_3,H6,0.311807356
p117,dupv_3,H7,0.384666942
p117,dupv_3,H8,0.039190071
p118,dupv_3,H10,0.234094812
p118,dupv_3,H11,0.328135092
p118,dupv_3,H14,0.405201186
p118,dupv_3,H15,0.492482377
p118,dupv_3,H16,0.074775705
p118,dupv_3,H17,0.488571255
p118,dupv_3,H2,0.452296774
p118,dupv_3,H3,0.488571255
p118,dupv_3,H4,0.117376079
p118,dupv_3,H6,0.332136791
p118,dupv_3,H7,0.41998905
p118,dupv_3,H8,0.033187625
p119,dupv_2,H10,0.183648402
p119,dupv_2,H11,0.228449337
p119,dupv_2,H14,0.393144499
p119,dupv_2,H15,0.453456137
p119,dupv_2,H16,0.072958707
p119,dupv_2,H17,0.493304461
p119,dupv_2,H2,0.459233575
p119,dupv_2,H3,0.493304461
p119,dupv_2,H4,0.118988313
p119,dupv_2,H6,0.300133976
p119,dupv_2,H7,0.345757944
p119,dupv_2,H8,0.025689402
p120,dupv_3,H10,0.210302214
p120,dupv_3,H11,0.262807959
p120,dupv_3,H14,0.42856495
p120,dupv_3,H15,0.483681386
p120,dupv_3,H16,0.066933716
p120,dupv_3,H17,0.497735216
p120,dupv_3,H2,0.475737879
p120,dupv_3,H3,0.497735216
p120,dupv_3,H4,0.108774557
p120,dupv_3,H6,0.33357548
p120,dupv_3,H7,0.381960861
p120,dupv_3,H8,0.023764829
p121,dupv_3,H10,0.213212694
p121,dupv_3,H11,0.274809527
p121,dupv_3,H14,0.431798265
p121,dupv_3,H15,0.493423353
p121,dupv_3,H16,0.067852344
p121,dupv_3,H17,0.506294847
p121,dupv_3,H2,0.482633066
p121,dupv_3,H3,0.506294847
p121,dupv_3,H4,0.108436109
p121,dupv_3,H6,0.333076477
p121,dupv_3,H7,0.381167011
p121,dupv_3,H8,0.022693186
p122,dupv_2,H10,0.157023047
p122,dupv_3,H10,0.215956511
p122,dupv_2,H11,0.224843361
p122,dupv_3,H11,0.26074737
p122,dupv_2,H14,0.386088827
p122,dupv_3,H14,0.400982236
p122,dupv_2,H15,0.460443851
p122,dupv_3,H15,0.469544432
p122,dupv_2,H16,0.090015018
p122,dupv_3,H16,0.058924392
p122,dupv_2,H17,0.517640636
p122,dupv_3,H17,0.496079746
p122,dupv_2,H2,0.45456612
p122,dupv_3,H2,0.464327871
p122,dupv_2,H3,0.517640636
p122,dupv_3,H3,0.496079746
p122,dupv_2,H4,0.140575843
p122,dupv_3,H4,0.093330023
p122,dupv_2,H6,0.287486262
p122,dupv_3,H6,0.316012452
p122,dupv_2,H7,0.349194436
p122,dupv_3,H7,0.369759655
p122,dupv_2,H8,0.02934055
p122,dupv_3,H8,0.018767567
p123,dupv_3,H10,0.230536299
p123,dupv_3,H11,0.30527512
p123,dupv_3,H14,0.436942186
p123,dupv_3,H15,0.528957238
p123,dupv_3,H16,0.071058844
p123,dupv_3,H17,0.52766717
p123,dupv_3,H2,0.484326205
p123,dupv_3,H3,0.52766717
p123,dupv_3,H4,0.104897456
p123,dupv_3,H6,0.360279265
p123,dupv_3,H7,0.405494548
p123,dupv_3,H8,0.023481037
p125,dupv_3,H10,0.230766454
p125,dupv_3,H11,0.294726473
p125,dupv_3,H14,0.435609667
p125,dupv_3,H15,0.520338519
p125,dupv_3,H16,0.063504942
p125,dupv_3,H17,0.535626906
p125,dupv_3,H2,0.493445038
p125,dupv_3,H3,0.535626906
p125,dupv_3,H4,0.105377945
p125,dupv_3,H6,0.362516335
p125,dupv_3,H7,0.390632791
p125,dupv_3,H8,0.019829026
p126,dupv_3,H10,0.228020443
p126,dupv_3,H11,0.265315854
p126,dupv_3,H14,0.422269433
p126,dupv_3,H15,0.475737817
p126,dupv_3,H16,0.055564406
p126,dupv_3,H17,0.493265546
p126,dupv_3,H2,0.478207932
p126,dupv_3,H3,0.493265546
p126,dupv_3,H4,0.093046056
p126,dupv_3,H6,0.334686432
p126,dupv_3,H7,0.368179508
p126,dupv_3,H8,0.016921537
p127,dupv_2,H10,0.147103285
p127,dupv_3,H10,0.219292139
p127,dupv_2,H11,0.191466771
p127,dupv_3,H11,0.240666221
p127,dupv_2,H14,0.402982609
p127,dupv_3,H14,0.399189112
p127,dupv_2,H15,0.463747781
p127,dupv_3,H15,0.449422689
p127,dupv_2,H16,0.073693289
p127,dupv_3,H16,0.055304361
p127,dupv_2,H17,0.535340193
p127,dupv_3,H17,0.493917662
p127,dupv_2,H2,0.473604981
p127,dupv_3,H2,0.474782657
p127,dupv_2,H3,0.535340193
p127,dupv_3,H3,0.493917662
p127,dupv_2,H4,0.133572707
p127,dupv_3,H4,0.091458658
p127,dupv_2,H6,0.292216501
p127,dupv_3,H6,0.306894754
p127,dupv_2,H7,0.33497052
p127,dupv_3,H7,0.329712641
p127,dupv_2,H8,0.023736864
p127,dupv_3,H8,0.015853174
p128,dupv_3,H10,0.225140426
p128,dupv_3,H11,0.25204246
p128,dupv_3,H14,0.435947314
p128,dupv_3,H15,0.502265691
p128,dupv_3,H16,0.055452582
p128,dupv_3,H17,0.543014216
p128,dupv_3,H2,0.493028825
p128,dupv_3,H3,0.543014216
p128,dupv_3,H4,0.092230782
p128,dupv_3,H6,0.33805073
p128,dupv_3,H7,0.362311191
p128,dupv_3,H8,0.012700216
p129,dupv_2,H1,0.012819846
p129,dupv_2,H10,0.176859122
p129,dupv_2,H11,0.198175807
p129,dupv_2,H14,0.405489044
p129,dupv_2,H15,0.426779183
p129,dupv_2,H16,0.04842003
p129,dupv_2,H17,0.507305355
p129,dupv_2,H2,0.510170161
p129,dupv_2,H3,0.507305355
p129,dupv_2,H4,0.105003214
p129,dupv_2,H6,0.317338566
p129,dupv_2,H7,0.307282447
p129,dupv_2,H8,0.013139714
p130,dupv_2,H1,0.013122726
p130,dupv_3,H1,0.01383672
p130,dupv_2,H10,0.209618892
p130,dupv_3,H10,0.214968696
p130,dupv_2,H11,0.236587492
p130,dupv_3,H11,0.238680439
p130,dupv_2,H14,0.406870861
p130,dupv_3,H14,0.415152199
p130,dupv_2,H15,0.420163739
p130,dupv_3,H15,0.439844538
p130,dupv_2,H16,0.041308961
p130,dupv_3,H16,0.044952456
p130,dupv_2,H17,0.481936353
p130,dupv_3,H17,0.488616751
p130,dupv_2,H2,0.481870868
p130,dupv_3,H2,0.487036699
p130,dupv_2,H3,0.481936353
p130,dupv_3,H3,0.488616751
p130,dupv_2,H4,0.087726803
p130,dupv_3,H4,0.082665765
p130,dupv_2,H6,0.329281978
p130,dupv_3,H6,0.330728681
p130,dupv_2,H7,0.342591608
p130,dupv_3,H7,0.3462223
p130,dupv_2,H8,0.012879571
p130,dupv_3,H8,0.012707639
p131,dupv_2,H1,0.010949841
p131,dupv_3,H1,0.012963989
p131,dupv_2,H10,0.210172532
p131,dupv_3,H10,0.216769201
p131,dupv_2,H11,0.232984915
p131,dupv_3,H11,0.247814227
p131,dupv_2,H14,0.406804067
p131,dupv_3,H14,0.408744841
p131,dupv_2,H15,0.452240895
p131,dupv_3,H15,0.432708889
p131,dupv_2,H16,0.046128954
p131,dupv_3,H16,0.043400082
p131,dupv_2,H17,0.487232113
p131,dupv_3,H17,0.489614097
p131,dupv_2,H2,0.47430709
p131,dupv_3,H2,0.489881516
p131,dupv_2,H3,0.487232113
p131,dupv_3,H3,0.489614097
p131,dupv_2,H4,0.092879178
p131,dupv_3,H4,0.08411158
p131,dupv_2,H6,0.311853225
p131,dupv_3,H6,0.33008973
p131,dupv_2,H7,0.332111021
p131,dupv_3,H7,0.351514704
p131,dupv_2,H8,0.013585944
p131,dupv_3,H8,0.012224812
p132,dupv_3,H10,0.228489091
p132,dupv_3,H11,0.248620101
p132,dupv_3,H14,0.411266645
p132,dupv_3,H15,0.446174127
p132,dupv_3,H16,0.047324453
p132,dupv_3,H17,0.492223276
p132,dupv_3,H2,0.479876708
p132,dupv_3,H3,0.492223276
p132,dupv_3,H4,0.084347475
p132,dupv_3,H6,0.324021047
p132,dupv_3,H7,0.343089625
p132,dupv_3,H8,0.013457513
p133,dupv_3,H1,0.012643654
p133,dupv_3,H10,0.232387886
p133,dupv_3,H11,0.25481207
p133,dupv_3,H14,0.417296706
p133,dupv_3,H15,0.446503046
p133,dupv_3,H16,0.045950059
p133,dupv_3,H17,0.494883532
p133,dupv_3,H2,0.48476531
p133,dupv_3,H3,0.494883532
p133,dupv_3,H4,0.083977322
p133,dupv_3,H6,0.334202102
p133,dupv_3,H7,0.358816439
p133,dupv_3,H8,0.012056332
p134,dupv_2,H1,0.016794563
p134,dupv_3,H1,0.015778618
p134,dupv_2,H10,0.216538732
p134,dupv_3,H10,0.21748474
p134,dupv_2,H11,0.229666868
p134,dupv_3,H11,0.234480175
p134,dupv_2,H14,0.432845215
p134,dupv_3,H14,0.456948696
p134,dupv_2,H15,0.452358785
p134,dupv_3,H15,0.478157285
p134,dupv_2,H16,0.040803521
p134,dupv_3,H16,0.043956569
p134,dupv_2,H17,0.508114134
p134,dupv_3,H17,0.533065512
p134,dupv_2,H2,0.484592644
p134,dupv_3,H2,0.508277949
p134,dupv_2,H3,0.508114134
p134,dupv_3,H3,0.533065512
p134,dupv_2,H4,0.087745117
p134,dupv_3,H4,0.085805307
p134,dupv_2,H6,0.320134688
p134,dupv_3,H6,0.334526386
p134,dupv_2,H7,0.330106222
p134,dupv_3,H7,0.349695906
p134,dupv_3,H8,0.011258469
