reeds_ba,state_abbr,model,cr,pollutant,damage
p30,AZ,InMAP,H6C,NH3,41485.178555
p30,AZ,InMAP,H6C,NOX,15204.947090
p30,AZ,InMAP,H6C,PM25,74370.360365
p30,AZ,InMAP,H6C,SO2,27243.606550
p30,AZ,InMAP,H6C,VOC,6612.072114
p31,NM,AP2,ACS,NH3,7145.807461
p31,NM,AP2,ACS,NOX,5275.375846
p31,NM,AP2,ACS,PM25,12138.620904
p31,NM,AP2,ACS,SO2,11442.763910
p31,NM,AP2,ACS,VOC,1471.416431
p31,NM,AP2,H6C,NH3,18358.343231
p31,NM,AP2,H6C,NOX,13552.594281
p31,NM,AP2,H6C,PM25,31186.509613
p31,NM,AP2,H6C,SO2,29398.626008
p31,NM,AP2,H6C,VOC,3778.981701
p31,NM,EASIUR,ACS,NH3,6684.748987
p31,NM,EASIUR,ACS,NOX,848.021478
p31,NM,EASIUR,ACS,PM25,13513.830562
p31,NM,EASIUR,ACS,SO2,8246.360585
p31,NM,EASIUR,H6C,NH3,17173.733616
p31,NM,EASIUR,H6C,NOX,2177.276716
p31,NM,EASIUR,H6C,PM25,34719.871814
p31,NM,EASIUR,H6C,SO2,21186.023206
p31,NM,InMAP,ACS,NH3,14508.041750
p31,NM,InMAP,ACS,NOX,7831.351882
p31,NM,InMAP,ACS,PM25,17331.872631
p31,NM,InMAP,ACS,SO2,10954.868048
p31,NM,InMAP,ACS,VOC,1961.386009
p31,NM,InMAP,H6C,NH3,37274.324664
p31,NM,InMAP,H6C,NOX,20119.730472
p31,NM,InMAP,H6C,PM25,44529.667326
p31,NM,InMAP,H6C,SO2,28145.062387
p31,NM,InMAP,H6C,VOC,5037.873373
p32,SD,AP2,ACS,NH3,2403.126392
p32,SD,AP2,ACS,NOX,4551.589373
p32,SD,AP2,ACS,PM25,8355.733915
p32,SD,AP2,ACS,SO2,15269.887036
p32,SD,AP2,ACS,VOC,1062.622858
p32,SD,AP2,H6C,NH3,6172.848512
p32,SD,AP2,H6C,NOX,11692.950736
p32,SD,AP2,H6C,PM25,21467.038966
p32,SD,AP2,H6C,SO2,39231.753722
p32,SD,AP2,H6C,VOC,2728.657664
p32,SD,EASIUR,ACS,NH3,10333.165980
p32,SD,EASIUR,ACS,NOX,2337.702342
p32,SD,EASIUR,ACS,PM25,19627.610428
p32,SD,EASIUR,ACS,SO2,12112.496800
p32,SD,EASIUR,H6C,NH3,26547.706976
p32,SD,EASIUR,H6C,NOX,6004.752786
p32,SD,EASIUR,H6C,PM25,50428.166596
p32,SD,EASIUR,H6C,SO2,31119.388262
p32,SD,InMAP,ACS,NH3,13211.575646
p32,SD,InMAP,ACS,NOX,7294.382123
p32,SD,InMAP,ACS,PM25,13585.946806
p32,SD,InMAP,ACS,SO2,9480.551200
p32,SD,InMAP,ACS,VOC,1722.562724
p32,SD,InMAP,H6C,NH3,33943.280338
p32,SD,InMAP,H6C,NOX,18740.080002
p32,SD,InMAP,H6C,PM25,34905.161966
p32,SD,InMAP,H6C,SO2,24357.061490
p32,SD,InMAP,H6C,VOC,4424.258450
p33,CO,AP2,ACS,NH3,30619.161968
p33,CO,AP2,ACS,NOX,5837.674928
p33,CO,AP2,ACS,PM25,16888.568475
p33,CO,AP2,ACS,SO2,9919.515544
p33,CO,AP2,ACS,VOC,2007.028175
p33,CO,AP2,H6C,NH3,78669.047918
p33,CO,AP2,H6C,NOX,14997.324043
p33,CO,AP2,H6C,PM25,43390.674345
p33,CO,AP2,H6C,SO2,25484.904073
p33,CO,AP2,H6C,VOC,5155.142987
p33,CO,EASIUR,ACS,NH3,9369.123831
p33,CO,EASIUR,ACS,NOX,2007.666352
p33,CO,EASIUR,ACS,PM25,23413.924462
p33,CO,EASIUR,ACS,SO2,9730.530662
p33,CO,EASIUR,H6C,NH3,24070.768227
p33,CO,EASIUR,H6C,NOX,5156.782671
p33,CO,EASIUR,H6C,PM25,60156.442433
p33,CO,EASIUR,H6C,SO2,24999.340268
p33,CO,InMAP,ACS,NH3,21142.771564
p33,CO,InMAP,ACS,NOX,8321.678295
p33,CO,InMAP,ACS,PM25,28447.159310
p33,CO,InMAP,ACS,SO2,11150.230193
p33,CO,InMAP,ACS,VOC,2361.269943
p33,CO,InMAP,H6C,NH3,54321.109793
p33,CO,InMAP,H6C,NOX,21379.538971
p33,CO,InMAP,H6C,PM25,73088.464593
p33,CO,InMAP,H6C,SO2,28647.011464
p33,CO,InMAP,H6C,VOC,6065.305641
p34,CO,AP2,ACS,NH3,8206.998910
p34,CO,AP2,ACS,NOX,5158.548692
p34,CO,AP2,ACS,PM25,11329.719099
p34,CO,AP2,ACS,SO2,10539.530661
p34,CO,AP2,ACS,VOC,1393.269991
p34,CO,AP2,H6C,NH3,21084.890222
p34,CO,AP2,H6C,NOX,13252.427216
p34,CO,AP2,H6C,PM25,29108.177010
p34,CO,AP2,H6C,SO2,27077.925158
p34,CO,AP2,H6C,VOC,3578.198005
p34,CO,EASIUR,ACS,NH3,7397.410331
p34,CO,EASIUR,ACS,NOX,1253.785583
p34,CO,EASIUR,ACS,PM25,14867.792194
p34,CO,EASIUR,ACS,SO2,9112.887044
p34,CO,EASIUR,H6C,NH3,19004.793078
p34,CO,EASIUR,H6C,NOX,3219.817061
p34,CO,EASIUR,H6C,PM25,38198.640908
p34,CO,EASIUR,H6C,SO2,23412.412337
p34,CO,InMAP,ACS,NH3,14447.474438
p34,CO,InMAP,ACS,NOX,7994.523479
p34,CO,InMAP,ACS,PM25,15819.224739
p34,CO,InMAP,ACS,SO2,10469.189756
p34,CO,InMAP,ACS,VOC,1887.872867
p34,CO,InMAP,H6C,NH3,37118.707482
p34,CO,InMAP,H6C,NOX,20538.971531
p34,CO,InMAP,H6C,PM25,40643.181468
p34,CO,InMAP,H6C,SO2,26897.196425
p34,CO,InMAP,H6C,VOC,4848.994131
p35,MT,AP2,ACS,NH3,3491.183918
p35,MT,AP2,ACS,NOX,4875.604011
p35,MT,AP2,ACS,PM25,9605.659345
p35,MT,AP2,ACS,SO2,9539.172111
p35,MT,AP2,ACS,VOC,1185.047329
p35,MT,AP2,H6C,NH3,8968.423218
p35,MT,AP2,H6C,NOX,12525.450035
p35,MT,AP2,H6C,PM25,24678.505118
p35,MT,AP2,H6C,SO2,24507.677728
p35,MT,AP2,H6C,VOC,3043.206065
p35,MT,EASIUR,ACS,NH3,12883.573405
p35,MT,EASIUR,ACS,NOX,3746.683772
p35,MT,EASIUR,ACS,PM25,19893.662040
p35,MT,EASIUR,ACS,SO2,16558.147658
p35,MT,EASIUR,H6C,NH3,33100.535585
p35,MT,EASIUR,H6C,NOX,9624.885688
p35,MT,EASIUR,H6C,PM25,51111.739970
p35,MT,EASIUR,H6C,SO2,42541.715488
p35,MT,InMAP,ACS,NH3,8313.029936
p35,MT,InMAP,ACS,NOX,5110.860771
p35,MT,InMAP,ACS,PM25,7931.950813
p35,MT,InMAP,ACS,SO2,6020.561298
p35,MT,InMAP,ACS,VOC,1083.409344
p35,MT,InMAP,H6C,NH3,21357.318514
p35,MT,InMAP,H6C,NOX,13129.901389
p35,MT,InMAP,H6C,PM25,20378.201942
p35,MT,InMAP,H6C,SO2,15467.218785
p35,MT,InMAP,H6C,VOC,2782.064927
p36,ND,AP2,ACS,NH3,3749.989275
p36,ND,AP2,ACS,NOX,5266.446274
p36,ND,AP2,ACS,PM25,11026.093906
p36,ND,AP2,ACS,SO2,19873.438389
p36,ND,AP2,ACS,VOC,1340.667937
p36,ND,AP2,H6C,NH3,9633.378603
p36,ND,AP2,H6C,NOX,13529.651298
p36,ND,AP2,H6C,PM25,28328.064851
p36,ND,AP2,H6C,SO2,51059.778815
p36,ND,AP2,H6C,VOC,3443.046170
p36,ND,EASIUR,ACS,NH3,19772.488890
p36,ND,EASIUR,ACS,NOX,4851.110099
p36,ND,EASIUR,ACS,PM25,26286.169246
p36,ND,EASIUR,ACS,SO2,17958.837613
p36,ND,EASIUR,H6C,NH3,50800.406621
p36,ND,EASIUR,H6C,NOX,12462.517183
p36,ND,EASIUR,H6C,PM25,67536.176207
p36,ND,EASIUR,H6C,SO2,46140.544880
p36,ND,InMAP,ACS,NH3,9281.085727
p36,ND,InMAP,ACS,NOX,5324.463890
p36,ND,InMAP,ACS,PM25,9273.888086
p36,ND,InMAP,ACS,SO2,6798.457348
p36,ND,InMAP,ACS,VOC,1221.029160
p36,ND,InMAP,H6C,NH3,23844.569621
p36,ND,InMAP,H6C,NOX,13678.717478
p36,ND,InMAP,H6C,PM25,23826.076531
p36,ND,InMAP,H6C,SO2,17465.887488
p36,ND,InMAP,H6C,VOC,3135.655125
p37,ND,AP2,ACS,NH3,4800.461416
p37,ND,AP2,ACS,NOX,5673.136820
p37,ND,AP2,ACS,PM25,12553.159645
p37,ND,AP2,ACS,SO2,20713.186736
p37,ND,AP2,ACS,VOC,1527.110137
p37,ND,AP2,H6C,NH3,12332.384195
p37,ND,AP2,H6C,NOX,14574.571973
p37,ND,AP2,H6C,PM25,32251.594857
p37,ND,AP2,H6C,SO2,53217.366239
p37,ND,AP2,H6C,VOC,3922.076999
p37,ND,EASIUR,ACS,NH3,30472.098130
p37,ND,EASIUR,ACS,NOX,7709.507063
p37,ND,EASIUR,ACS,PM25,37167.532082
p37,ND,EASIUR,ACS,SO2,21275.387675
p37,ND,EASIUR,H6C,NH3,78291.192946
p37,ND,EASIUR,H6C,NOX,19806.671386
p37,ND,EASIUR,H6C,PM25,95493.946811
p37,ND,EASIUR,H6C,SO2,54661.843840
p37,ND,InMAP,ACS,NH3,8921.826249
p37,ND,InMAP,ACS,NOX,4618.000707
p37,ND,InMAP,ACS,PM25,10084.544572
p37,ND,InMAP,ACS,SO2,6883.010661
p37,ND,InMAP,ACS,VOC,1214.309596
p37,ND,InMAP,H6C,NH3,22921.514831
p37,ND,InMAP,H6C,NOX,11863.583116
p37,ND,InMAP,H6C,PM25,25908.917478
p37,ND,InMAP,H6C,SO2,17683.132529
p37,ND,InMAP,H6C,VOC,3118.390374
p38,SD,AP2,ACS,NH3,3434.379177
p38,SD,AP2,ACS,NOX,5553.436567
p38,SD,AP2,ACS,PM25,11775.196898
p38,SD,AP2,ACS,SO2,10492.951320
p38,SD,AP2,ACS,VOC,1428.457540
p38,SD,AP2,H6C,NH3,8822.473310
p38,SD,AP2,H6C,NOX,14267.022977
p38,SD,AP2,H6C,PM25,30252.754794
p38,SD,AP2,H6C,SO2,26958.247637
p38,SD,AP2,H6C,VOC,3668.606297
p38,SD,EASIUR,ACS,NH3,21191.823387
p38,SD,EASIUR,ACS,NOX,5977.357820
p38,SD,EASIUR,ACS,PM25,32613.115664
p38,SD,EASIUR,ACS,SO2,18716.379885
p38,SD,EASIUR,H6C,NH3,54447.139928
p38,SD,EASIUR,H6C,NOX,15356.214957
p38,SD,EASIUR,H6C,PM25,83792.165390
p38,SD,EASIUR,H6C,SO2,48086.918083
p38,SD,InMAP,ACS,NH3,15393.125926
p38,SD,InMAP,ACS,NOX,7919.794866
p38,SD,InMAP,ACS,PM25,16499.244497
p38,SD,InMAP,ACS,SO2,11634.662233
p38,SD,InMAP,ACS,VOC,2051.892788
p38,SD,InMAP,H6C,NH3,39548.394627
p38,SD,InMAP,H6C,NOX,20346.969349
p38,SD,InMAP,H6C,PM25,42390.374046
p38,SD,InMAP,H6C,SO2,29891.675395
p38,SD,InMAP,H6C,VOC,5270.414811
p39,NE,AP2,ACS,NH3,3084.455843
p39,NE,AP2,ACS,NOX,4607.939364
p39,NE,AP2,ACS,PM25,9020.089023
p39,NE,AP2,ACS,SO2,9555.151977
p39,NE,AP2,ACS,VOC,1151.424760
p39,NE,AP2,H6C,NH3,7923.406120
p39,NE,AP2,H6C,NOX,11837.732242
p39,NE,AP2,H6C,PM25,23173.983951
p39,NE,AP2,H6C,SO2,24548.735216
p39,NE,AP2,H6C,VOC,2956.818717
p39,NE,EASIUR,ACS,NH3,9184.956536
p39,NE,EASIUR,ACS,NOX,2746.539171
p39,NE,EASIUR,ACS,PM25,18423.425996
p39,NE,EASIUR,ACS,SO2,12485.734644
p39,NE,EASIUR,H6C,NH3,23597.582370
p39,NE,EASIUR,H6C,NOX,7055.187962
p39,NE,EASIUR,H6C,PM25,47334.223986
p39,NE,EASIUR,H6C,SO2,32078.358037
p39,NE,InMAP,ACS,NH3,14462.347736
p39,NE,InMAP,ACS,NOX,8050.914261
p39,NE,InMAP,ACS,PM25,13981.180198
p39,NE,InMAP,ACS,SO2,10209.704805
p39,NE,InMAP,ACS,VOC,1891.828547
p39,NE,InMAP,H6C,NH3,37156.921837
p39,NE,InMAP,H6C,NOX,20683.857844
p39,NE,InMAP,H6C,PM25,35920.645478
p39,NE,InMAP,H6C,SO2,26230.494945
p39,NE,InMAP,H6C,VOC,4859.157564
p4,WA,AP2,ACS,NH3,1899.617415
p4,WA,AP2,ACS,NOX,1715.744995
p4,WA,AP2,ACS,PM25,5419.467721
p4,WA,AP2,ACS,SO2,3806.391593
p4,WA,AP2,ACS,VOC,759.204493
p4,WA,AP2,H6C,NH3,4879.169706
p4,WA,AP2,H6C,NOX,4406.741481
p4,WA,AP2,H6C,PM25,13922.813310
p4,WA,AP2,H6C,SO2,9778.294558
p4,WA,AP2,H6C,VOC,1949.076910
p4,WA,EASIUR,ACS,NH3,11362.222925
p4,WA,EASIUR,ACS,NOX,4005.489346
p4,WA,EASIUR,ACS,PM25,34079.783885
p4,WA,EASIUR,ACS,SO2,18719.907600
p4,WA,EASIUR,H6C,NH3,29191.689940
p4,WA,EASIUR,H6C,NOX,10289.841629
p4,WA,EASIUR,H6C,PM25,87560.514475
p4,WA,EASIUR,H6C,SO2,48095.981935
p4,WA,InMAP,ACS,NH3,3690.420736
p4,WA,InMAP,ACS,NOX,2830.695993
p4,WA,InMAP,ACS,PM25,5451.515563
p4,WA,InMAP,ACS,SO2,2576.189345
p4,WA,InMAP,ACS,VOC,630.028360
p4,WA,InMAP,H6C,NH3,9480.327595
p4,WA,InMAP,H6C,NOX,7271.414290
p4,WA,InMAP,H6C,PM25,14005.154670
p4,WA,InMAP,H6C,SO2,6617.503691
p4,WA,InMAP,H6C,VOC,1617.181288
p40,NE,AP2,ACS,NH3,3448.242917
p40,NE,AP2,ACS,NOX,5424.999110
p40,NE,AP2,ACS,PM25,12110.592051
p40,NE,AP2,ACS,SO2,7236.964023
p40,NE,AP2,ACS,VOC,1474.070766
p40,NE,AP2,H6C,NH3,8858.093779
p40,NE,AP2,H6C,NOX,13937.025254
p40,NE,AP2,H6C,PM25,31114.494347
p40,NE,AP2,H6C,SO2,18592.554175
p40,NE,AP2,H6C,VOC,3785.801554
p40,NE,EASIUR,ACS,NH3,17875.225010
p40,NE,EASIUR,ACS,NOX,5989.574172
p40,NE,EASIUR,ACS,PM25,32706.798076
p40,NE,EASIUR,ACS,SO2,18345.640350
p40,NE,EASIUR,H6C,NH3,45925.716829
p40,NE,EASIUR,H6C,NOX,15387.602751
p40,NE,EASIUR,H6C,PM25,84032.866065
p40,NE,EASIUR,H6C,SO2,47134.367285
p40,NE,InMAP,ACS,NH3,20008.221177
p40,NE,InMAP,ACS,NOX,9828.081117
p40,NE,InMAP,ACS,PM25,21705.953390
p40,NE,InMAP,ACS,SO2,14826.608704
p40,NE,InMAP,ACS,VOC,2700.782066
p40,NE,InMAP,H6C,NH3,51406.079762
p40,NE,InMAP,H6C,NOX,25249.979207
p40,NE,InMAP,H6C,PM25,55768.107612
p40,NE,InMAP,H6C,SO2,38092.827086
p40,NE,InMAP,H6C,VOC,6937.623033
p41,NE,AP2,ACS,NH3,4395.805982
p41,NE,AP2,ACS,NOX,6619.721490
p41,NE,AP2,ACS,PM25,19133.042774
p41,NE,AP2,ACS,SO2,7465.647479
p41,NE,AP2,ACS,VOC,2232.746464
p41,NE,AP2,H6C,NH3,11292.692388
p41,NE,AP2,H6C,NOX,17006.656764
p41,NE,AP2,H6C,PM25,49157.460969
p41,NE,AP2,H6C,SO2,19180.116569
p41,NE,AP2,H6C,VOC,5735.086901
p41,NE,EASIUR,ACS,NH3,29656.420400
p41,NE,EASIUR,ACS,NOX,7558.467025
p41,NE,EASIUR,ACS,PM25,55103.330621
p41,NE,EASIUR,ACS,SO2,20579.248344
p41,NE,EASIUR,H6C,NH3,76195.450793
p41,NE,EASIUR,H6C,NOX,19418.600261
p41,NE,EASIUR,H6C,PM25,141576.863871
p41,NE,EASIUR,H6C,SO2,52873.234814
p41,NE,InMAP,ACS,NH3,25456.439519
p41,NE,InMAP,ACS,NOX,11171.955929
p41,NE,InMAP,ACS,PM25,29625.388683
p41,NE,InMAP,ACS,SO2,18854.829761
p41,NE,InMAP,ACS,VOC,3301.860813
p41,NE,InMAP,H6C,NH3,65404.329878
p41,NE,InMAP,H6C,NOX,28702.831966
p41,NE,InMAP,H6C,PM25,76115.720185
p41,NE,InMAP,H6C,SO2,48442.640981
p41,NE,InMAP,H6C,VOC,8481.990406
p42,MN,AP2,ACS,NH3,6476.779817
p42,MN,AP2,ACS,NOX,5019.912762
p42,MN,AP2,ACS,PM25,13281.478157
p42,MN,AP2,ACS,SO2,19905.689943
p42,MN,AP2,ACS,VOC,1583.274328
p42,MN,AP2,H6C,NH3,16639.392979
p42,MN,AP2,H6C,NOX,12896.226287
p42,MN,AP2,H6C,PM25,34122.882691
p42,MN,AP2,H6C,SO2,51142.643574
p42,MN,AP2,H6C,VOC,4066.381125
p42,MN,EASIUR,ACS,NH3,33389.819303
p42,MN,EASIUR,ACS,NOX,7486.565891
p42,MN,EASIUR,ACS,PM25,42223.802579
p42,MN,EASIUR,ACS,SO2,21860.006209
p42,MN,EASIUR,H6C,NH3,85787.770398
p42,MN,EASIUR,H6C,NOX,19233.862792
p42,MN,EASIUR,H6C,PM25,108485.155064
p42,MN,EASIUR,H6C,SO2,56163.919556
p42,MN,InMAP,ACS,NH3,6364.225238
p42,MN,InMAP,ACS,NOX,2911.832619
p42,MN,InMAP,ACS,PM25,7711.395322
p42,MN,InMAP,ACS,SO2,5086.429351
p42,MN,InMAP,ACS,VOC,860.228119
p42,MN,InMAP,H6C,NH3,16350.203550
p42,MN,InMAP,H6C,NOX,7479.880750
p42,MN,InMAP,H6C,PM25,19811.522940
p42,MN,InMAP,H6C,SO2,13067.129101
p42,MN,InMAP,H6C,VOC,2208.639558
p43,MN,AP2,ACS,NH3,11014.507435
p43,MN,AP2,ACS,NOX,7702.545714
p43,MN,AP2,ACS,PM25,25450.519968
p43,MN,AP2,ACS,SO2,23732.101351
p43,MN,AP2,ACS,VOC,2840.745266
p43,MN,AP2,H6C,NH3,28298.295430
p43,MN,AP2,H6C,NOX,19788.785410
p43,MN,AP2,H6C,PM25,65389.120624
p43,MN,AP2,H6C,SO2,60973.942650
p43,MN,AP2,H6C,VOC,7297.234151
p43,MN,EASIUR,ACS,NH3,49003.565241
p43,MN,EASIUR,ACS,NOX,10898.392813
p43,MN,EASIUR,ACS,PM25,74974.894971
p43,MN,EASIUR,ACS,SO2,25086.107302
p43,MN,EASIUR,H6C,NH3,125904.576888
p43,MN,EASIUR,H6C,NOX,27999.959087
p43,MN,EASIUR,H6C,PM25,192633.394751
p43,MN,EASIUR,H6C,SO2,64452.825613
p43,MN,InMAP,ACS,NH3,16695.915677
p43,MN,InMAP,ACS,NOX,6518.301796
p43,MN,InMAP,ACS,PM25,22456.490634
p43,MN,InMAP,ACS,SO2,13002.009885
p43,MN,InMAP,ACS,VOC,2031.690019
p43,MN,InMAP,H6C,NH3,42895.686462
p43,MN,InMAP,H6C,NOX,16746.076487
p43,MN,InMAP,H6C,PM25,57696.482617
p43,MN,InMAP,H6C,SO2,33404.837540
p43,MN,InMAP,H6C,VOC,5218.507308
p44,MN,AP2,ACS,NH3,5798.392802
p44,MN,AP2,ACS,NOX,6635.536869
p44,MN,AP2,ACS,PM25,16637.251113
p44,MN,AP2,ACS,SO2,15759.122599
p44,MN,AP2,ACS,VOC,1955.389206
p44,MN,AP2,H6C,NH3,14896.395448
p44,MN,AP2,H6C,NOX,17047.291632
p44,MN,AP2,H6C,PM25,42744.958065
p44,MN,AP2,H6C,SO2,40488.759468
p44,MN,AP2,H6C,VOC,5022.465630
p44,MN,EASIUR,ACS,NH3,33281.487243
p44,MN,EASIUR,ACS,NOX,9382.492785
p44,MN,EASIUR,ACS,PM25,49421.366349
p44,MN,EASIUR,ACS,SO2,21782.599750
p44,MN,EASIUR,H6C,NH3,85509.429997
p44,MN,EASIUR,H6C,NOX,24105.117428
p44,MN,EASIUR,H6C,PM25,126978.044218
p44,MN,EASIUR,H6C,SO2,55965.037112
p44,MN,InMAP,ACS,NH3,19443.984200
p44,MN,InMAP,ACS,NOX,8775.134468
p44,MN,InMAP,ACS,PM25,23585.050218
p44,MN,InMAP,ACS,SO2,15303.725104
p44,MN,InMAP,ACS,VOC,2482.421262
p44,MN,InMAP,H6C,NH3,49956.370915
p44,MN,InMAP,H6C,NOX,22544.615796
p44,MN,InMAP,H6C,PM25,60596.120321
p44,MN,InMAP,H6C,SO2,39318.694749
p44,MN,InMAP,H6C,VOC,6376.582900
p45,IA,AP2,ACS,NH3,5564.916436
p45,IA,AP2,ACS,NOX,6199.972804
p45,IA,AP2,ACS,PM25,16104.431938
p45,IA,AP2,ACS,SO2,9108.575402
p45,IA,AP2,ACS,VOC,1892.701132
p45,IA,AP2,H6C,NH3,14296.518506
p45,IA,AP2,H6C,NOX,15928.185468
p45,IA,AP2,H6C,PM25,41375.971798
p45,IA,AP2,H6C,SO2,23401.334324
p45,IA,AP2,H6C,VOC,4861.399518
p45,IA,EASIUR,ACS,NH3,33338.912103
p45,IA,EASIUR,ACS,NOX,8660.141292
p45,IA,EASIUR,ACS,PM25,50499.941705
p45,IA,EASIUR,ACS,SO2,22119.515799
p45,IA,EASIUR,H6C,NH3,85656.973194
p45,IA,EASIUR,H6C,NOX,22249.160816
p45,IA,EASIUR,H6C,PM25,129749.256130
p45,IA,EASIUR,H6C,SO2,56830.684344
p45,IA,InMAP,ACS,NH3,25754.954643
p45,IA,InMAP,ACS,NOX,10885.380185
p45,IA,InMAP,ACS,PM25,29519.461491
p45,IA,InMAP,ACS,SO2,19655.332716
p45,IA,InMAP,ACS,VOC,3156.138332
p45,IA,InMAP,H6C,NH3,66171.312608
p45,IA,InMAP,H6C,NOX,27966.525399
p45,IA,InMAP,H6C,PM25,75843.558675
p45,IA,InMAP,H6C,SO2,50499.394192
p45,IA,InMAP,H6C,VOC,8107.581818
p46,WI,AP2,ACS,NH3,12758.078128
p46,WI,AP2,ACS,NOX,6246.967415
p46,WI,AP2,ACS,PM25,20440.620178
p46,WI,AP2,ACS,SO2,22331.534104
p46,WI,AP2,ACS,VOC,2324.059688
p46,WI,AP2,H6C,NH3,32778.097285
p46,WI,AP2,H6C,NOX,16048.929953
p46,WI,AP2,H6C,PM25,52517.053842
p46,WI,AP2,H6C,SO2,57375.428528
p46,WI,AP2,H6C,VOC,5969.700358
p46,WI,EASIUR,ACS,NH3,46988.674203
p46,WI,EASIUR,ACS,NOX,10508.587662
p46,WI,EASIUR,ACS,PM25,67566.649969
p46,WI,EASIUR,ACS,SO2,27190.274304
p46,WI,EASIUR,H6C,NH3,120727.664550
p46,WI,EASIUR,H6C,NOX,26998.422498
p46,WI,EASIUR,H6C,PM25,173599.196791
p46,WI,EASIUR,H6C,SO2,69859.117015
p46,WI,InMAP,ACS,NH3,16925.482505
p46,WI,InMAP,ACS,NOX,6225.822856
p46,WI,InMAP,ACS,PM25,21045.606256
p46,WI,InMAP,ACS,SO2,13421.561332
p46,WI,InMAP,ACS,VOC,1947.671580
p46,WI,InMAP,H6C,NH3,43485.518529
p46,WI,InMAP,H6C,NOX,15994.602685
p46,WI,InMAP,H6C,PM25,54071.460423
p46,WI,InMAP,H6C,SO2,34482.802064
p46,WI,InMAP,H6C,VOC,5002.636533
p47,NM,AP2,ACS,NH3,3680.512044
p47,NM,AP2,ACS,NOX,4277.167975
p47,NM,AP2,ACS,PM25,9292.112093
p47,NM,AP2,ACS,SO2,7678.190637
p47,NM,AP2,ACS,VOC,1158.074623
p47,NM,AP2,H6C,NH3,9454.868933
p47,NM,AP2,H6C,NOX,10987.872647
p47,NM,AP2,H6C,PM25,23872.899953
p47,NM,AP2,H6C,SO2,19726.209275
p47,NM,AP2,H6C,VOC,2973.904383
p47,NM,EASIUR,ACS,NH3,7273.152213
p47,NM,EASIUR,ACS,NOX,1119.707490
p47,NM,EASIUR,ACS,PM25,14781.518615
p47,NM,EASIUR,ACS,SO2,9441.523521
p47,NM,EASIUR,H6C,NH3,18685.533437
p47,NM,EASIUR,H6C,NOX,2875.326705
p47,NM,EASIUR,H6C,PM25,37976.975937
p47,NM,EASIUR,H6C,SO2,24256.786648
p47,NM,InMAP,ACS,NH3,15758.373591
p47,NM,InMAP,ACS,NOX,8098.484215
p47,NM,InMAP,ACS,PM25,19345.091763
p47,NM,InMAP,ACS,SO2,12321.421810
p47,NM,InMAP,ACS,VOC,2222.119464
p47,NM,InMAP,H6C,NH3,40486.835017
p47,NM,InMAP,H6C,NOX,20806.080575
p47,NM,InMAP,H6C,PM25,49702.283985
p47,NM,InMAP,H6C,SO2,31656.184770
p47,NM,InMAP,H6C,VOC,5707.782670
p48,TX,AP2,ACS,NH3,3597.965203
p48,TX,AP2,ACS,NOX,4517.399987
p48,TX,AP2,ACS,PM25,9977.802419
p48,TX,AP2,ACS,SO2,7277.343930
p48,TX,AP2,ACS,VOC,1231.644984
p48,TX,AP2,H6C,NH3,9242.779172
p48,TX,AP2,H6C,NOX,11605.107050
p48,TX,AP2,H6C,PM25,25634.662068
p48,TX,AP2,H6C,SO2,18696.303328
p48,TX,AP2,H6C,VOC,3162.930639
p48,TX,EASIUR,ACS,NH3,9664.538639
p48,TX,EASIUR,ACS,NOX,1776.995116
p48,TX,EASIUR,ACS,PM25,19961.761448
p48,TX,EASIUR,ACS,SO2,11367.322173
p48,TX,EASIUR,H6C,NH3,24829.785234
p48,TX,EASIUR,H6C,NOX,4564.113020
p48,TX,EASIUR,H6C,PM25,51286.709563
p48,TX,EASIUR,H6C,SO2,29204.791575
p48,TX,InMAP,ACS,NH3,18718.246091
p48,TX,InMAP,ACS,NOX,9459.812920
p48,TX,InMAP,ACS,PM25,22406.003278
p48,TX,InMAP,ACS,SO2,14643.662470
p48,TX,InMAP,ACS,VOC,2604.017085
p48,TX,InMAP,H6C,NH3,48091.712980
p48,TX,InMAP,H6C,NOX,24303.778079
p48,TX,InMAP,H6C,PM25,57566.764129
p48,TX,InMAP,H6C,SO2,37622.778535
p48,TX,InMAP,H6C,VOC,6689.002232
p49,OK,AP2,ACS,NH3,3290.198237
p49,OK,AP2,ACS,NOX,4295.490000
p49,OK,AP2,ACS,PM25,8790.898802
p49,OK,AP2,ACS,SO2,9376.398467
p49,OK,AP2,ACS,VOC,1105.293500
p49,OK,AP2,H6C,NH3,8452.025444
p49,OK,AP2,H6C,NOX,11034.947903
p49,OK,AP2,H6C,PM25,22585.119513
p49,OK,AP2,H6C,SO2,24089.459140
p49,OK,AP2,H6C,VOC,2838.292463
p49,OK,EASIUR,ACS,NH3,8964.198676
p49,OK,EASIUR,ACS,NOX,2123.331420
p49,OK,EASIUR,ACS,PM25,18781.927090
p49,OK,EASIUR,ACS,SO2,12095.263677
p49,OK,EASIUR,H6C,NH3,23030.383420
p49,OK,EASIUR,H6C,NOX,5453.963960
p49,OK,EASIUR,H6C,PM25,48255.330230
p49,OK,EASIUR,H6C,SO2,31075.110750
p49,OK,InMAP,ACS,NH3,17732.023030
p49,OK,InMAP,ACS,NOX,9310.568805
p49,OK,InMAP,ACS,PM25,19164.415673
p49,OK,InMAP,ACS,SO2,13255.641393
p49,OK,InMAP,ACS,VOC,2339.261162
