from_ba,to_ba,WKT
p129,p100,"LINESTRING(-73.2124668799627 44.4757981557933,-78.1666347673523 39.178731301931)"
p24,p36,"LINESTRING(-104.819710735883 41.1400069367046,-100.783316285997 46.8083172801516)"
p36,p24,"LINESTRING(-100.783316285997 46.8083172801516,-104.819710735883 41.1400069367046)"
p169,p63,"LINESTRING(-99.3454452788888 26.7668789730515,-96.8419627874982 32.8219696816773)"
p63,p169,"LINESTRING(-96.8419627874982 32.8219696816773,-99.3454452788888 26.7668789730515)"
p161,p182,"LINESTRING(-106.935479634913 24.3756966070532,-101.166961363025 20.4112138645946)"
p129,p153,"LINESTRING(-73.2124668799627 44.4757981557933,-63.3640113802316 45.1491431676498)"
p153,p129,"LINESTRING(-63.3640113802316 45.1491431676498,-73.2124668799627 44.4757981557933)"
p17,p25,"LINESTRING(-113.993052614175 46.8722410268966,-111.931997781048 40.7769621540401)"
p25,p17,"LINESTRING(-111.931997781048 40.7769621540401,-113.993052614175 46.8722410268966)"
p62,p173,"LINESTRING(-102.36722477396 31.8455613393366,-101.203342455042 25.4994310223412)"
p131,p115,"LINESTRING(-71.0719595321869 42.3319060017023,-80.0019312526002 40.4319444538432)"
p33,p41,"LINESTRING(-104.985961810968 39.7411339069655,-96.0099900734133 41.2400008331892)"
p164,p166,"LINESTRING(-107.462318821811 30.3622434887791,-105.052527418409 24.232600490598)"
p74,p111,"LINESTRING(-87.4065875668684 46.5467311798901,-81.6969440699897 41.4719326537173)"
p90,p84,"LINESTRING(-88.0499849871184 30.6800252472094,-90.4026837582867 36.7601967560229)"
p163,p65,"LINESTRING(-106.238907145723 31.1609394588711,-98.5092511989633 29.489279048526)"
p65,p163,"LINESTRING(-98.5092511989633 29.489279048526,-106.238907145723 31.1609394588711)"
p1,p8,"LINESTRING(-122.341930845868 47.5719479125307,-122.309392539339 41.3103582957546)"
p8,p1,"LINESTRING(-122.309392539339 41.3103582957546,-122.341930845868 47.5719479125307)"
p178,p188,"LINESTRING(-104.907286793293 21.4220858927954,-97.7701586082275 20.8348214371417)"
p159,p61,"LINESTRING(-109.605571037534 27.5159989649668,-102.88091183 30.90188409)"
p61,p159,"LINESTRING(-102.88091183 30.90188409,-109.605571037534 27.5159989649668)"
p149,p128,"LINESTRING(-74.8472312312428 46.9925202219928,-73.25742602 40.80816052)"
p129,p111,"LINESTRING(-73.2124668799627 44.4757981557933,-81.6969440699897 41.4719326537173)"
p12,p5,"LINESTRING(-119.820009604758 39.5299760122188,-122.681935932133 45.521969681728)"
p5,p12,"LINESTRING(-122.681935932133 45.521969681728,-119.820009604758 39.5299760122188)"
p87,p72,"LINESTRING(-90.1849967872571 32.2988153269685,-90.2419263698286 38.6369635781852)"
p195,p188,"LINESTRING(-92.4621129264314 16.4440161634584,-97.7701586082275 20.8348214371417)"
p30,p61,"LINESTRING(-110.891932066526 32.2069426227557,-102.88091183 30.90188409)"
p61,p30,"LINESTRING(-102.88091183 30.90188409,-110.891932066526 32.2069426227557)"
p148,p156,"LINESTRING(-73.2941446698144 45.3946750256179,-63.2463204795681 46.4009827781187)"
p156,p148,"LINESTRING(-63.2463204795681 46.4009827781187,-73.2941446698144 45.3946750256179)"
p158,p167,"LINESTRING(-109.478722970365 30.4118017092501,-103.999146896244 25.7821659593904)"
p87,p50,"LINESTRING(-90.1849967872571 32.2988153269685,-97.5206293727874 35.4719888060368)"
p42,p41,"LINESTRING(-95.98582149 47.536101,-96.0099900734133 41.2400008331892)"
p96,p93,"LINESTRING(-79.9921047380627 32.7923769317883,-86.4436489275417 36.9906994822608)"
p183,p167,"LINESTRING(-104.062775055913 19.1357314587546,-103.999146896244 25.7821659593904)"
p32,p52,"LINESTRING(-103.230557090044 44.080550963409,-100.86408654967 37.9752130320694)"
p52,p32,"LINESTRING(-100.86408654967 37.9752130320694,-103.230557090044 44.080550963409)"
p162,p176,"LINESTRING(-105.968131351165 23.196510250903,-98.8880381360018 21.5196545172561)"
p204,p205,"LINESTRING(-114.502433556963 32.0765762869995,-112.018510360231 25.9195724170294)"
p205,p204,"LINESTRING(-112.018510360231 25.9195724170294,-114.502433556963 32.0765762869995)"
p193,p182,"LINESTRING(-94.634006603569 17.8586152701758,-101.166961363025 20.4112138645946)"
p33,p47,"LINESTRING(-104.985961810968 39.7411339069655,-104.522467897341 33.3945365590693)"
p47,p33,"LINESTRING(-104.522467897341 33.3945365590693,-104.985961810968 39.7411339069655)"
p64,p56,"LINESTRING(-97.7447242214212 30.2688955442973,-94.1572091082366 36.0629783315409)"
p67,p173,"LINESTRING(-95.341925149146 29.8219202431888,-101.203342455042 25.4994310223412)"
p13,p31,"LINESTRING(-115.221952004694 36.2119436400243,-106.641330812388 35.104974791498)"
p31,p13,"LINESTRING(-106.641330812388 35.104974791498,-115.221952004694 36.2119436400243)"
p171,p184,"LINESTRING(-98.0474693796669 25.1324674394656,-101.743390938646 19.3606007858006)"
p184,p171,"LINESTRING(-101.743390938646 19.3606007858006,-98.0474693796669 25.1324674394656)"
p74,p45,"LINESTRING(-87.4065875668684 46.5467311798901,-94.99698758 42.42384459)"
p189,p180,"LINESTRING(-96.5548543289361 19.0725025885487,-102.49151960909 22.9111787137317)"
p165,p48,"LINESTRING(-106.1153364555 28.0477762634166,-101.87996769388 33.5800032745648)"
p48,p165,"LINESTRING(-101.87996769388 33.5800032745648,-106.1153364555 28.0477762634166)"
p29,p62,"LINESTRING(-109.16755915 35.69539952,-102.36722477396 31.8455613393366)"
p62,p29,"LINESTRING(-102.36722477396 31.8455613393366,-109.16755915 35.69539952)"
p29,p52,"LINESTRING(-109.16755915 35.69539952,-100.86408654967 37.9752130320694)"
p90,p93,"LINESTRING(-88.0499849871184 30.6800252472094,-86.4436489275417 36.9906994822608)"
p3,p6,"LINESTRING(-117.419949383395 47.6699959504023,-122.874422650018 42.3266270132067)"
p6,p3,"LINESTRING(-122.874422650018 42.3266270132067,-117.419949383395 47.6699959504023)"
p36,p41,"LINESTRING(-100.783316285997 46.8083172801516,-96.0099900734133 41.2400008331892)"
p185,p193,"LINESTRING(-101.638665794338 18.0543354997246,-94.634006603569 17.8586152701758)"
p193,p185,"LINESTRING(-94.634006603569 17.8586152701758,-101.638665794338 18.0543354997246)"
p101,p58,"LINESTRING(-82.4605667099668 27.9489337929859,-90.0419127386428 29.9969483193615)"
p58,p101,"LINESTRING(-90.0419127386428 29.9969483193615,-82.4605667099668 27.9489337929859)"
p74,p70,"LINESTRING(-87.4065875668684 46.5467311798901,-93.6199809181302 41.5799800812373)"
p196,p175,"LINESTRING(-95.9176463692649 16.4607926057633,-98.2208072774353 22.8919218594279)"
p12,p27,"LINESTRING(-119.820009604758 39.5299760122188,-114.308278851156 34.4982934763913)"
p27,p12,"LINESTRING(-114.308278851156 34.4982934763913,-119.820009604758 39.5299760122188)"
p86,p107,"LINESTRING(-92.1191939715096 32.5096034942871,-87.5558291033274 37.9746962677465)"
p145,p148,"LINESTRING(-82.2026985499697 48.7649977683787,-73.2941446698144 45.3946750256179)"
p148,p145,"LINESTRING(-73.2941446698144 45.3946750256179,-82.2026985499697 48.7649977683787)"
p65,p175,"LINESTRING(-98.5092511989633 29.489279048526,-98.2208072774353 22.8919218594279)"
p131,p146,"LINESTRING(-71.0719595321869 42.3319060017023,-80.6923455145141 43.5705988144701)"
p154,p155,"LINESTRING(-61.9439308193493 54.2134856833634,-56.0238805311544 48.7131734620278)"
p155,p154,"LINESTRING(-56.0238805311544 48.7131734620278,-61.9439308193493 54.2134856833634)"
p11,p158,"LINESTRING(-117.18193572866 32.8219696816773,-109.478722970365 30.4118017092501)"
p158,p11,"LINESTRING(-109.478722970365 30.4118017092501,-117.18193572866 32.8219696816773)"
p160,p179,"LINESTRING(-108.208882912979 25.7583536915336,-103.582753625878 20.501585150901)"
p179,p160,"LINESTRING(-103.582753625878 20.501585150901,-108.208882912979 25.7583536915336)"
p32,p43,"LINESTRING(-103.230557090044 44.080550963409,-93.2537321966635 44.9819251260619)"
p184,p172,"LINESTRING(-101.743390938646 19.3606007858006,-100.422226893188 25.9744104538249)"
p179,p189,"LINESTRING(-103.582753625878 20.501585150901,-96.5548543289361 19.0725025885487)"
p189,p179,"LINESTRING(-96.5548543289361 19.0725025885487,-103.582753625878 20.501585150901)"
p22,p38,"LINESTRING(-106.66107774 44.340041,-96.729997804536 43.5499890330683)"
p67,p91,"LINESTRING(-95.341925149146 29.8219202431888,-87.21712 30.421167)"
p91,p67,"LINESTRING(-87.21712 30.421167,-95.341925149146 29.8219202431888)"
p35,p38,"LINESTRING(-105.839984376838 46.4088842967516,-96.729997804536 43.5499890330683)"
p19,p42,"LINESTRING(-106.635258831594 48.1839697459774,-95.98582149 47.536101)"
p42,p19,"LINESTRING(-95.98582149 47.536101,-106.635258831594 48.1839697459774)"
p18,p36,"LINESTRING(-111.299987021717 47.500290546756,-100.783316285997 46.8083172801516)"
p36,p18,"LINESTRING(-100.783316285997 46.8083172801516,-111.299987021717 47.500290546756)"
p170,p190,"LINESTRING(-98.2849872683049 25.8163982813975,-97.9507085120238 19.0699632855265)"
p190,p170,"LINESTRING(-97.9507085120238 19.0699632855265,-98.2849872683049 25.8163982813975)"
p148,p125,"LINESTRING(-73.2941446698144 45.3946750256179,-75.52098513 39.16083229)"
p14,p21,"LINESTRING(-117.016588991141 46.4166099233792,-108.395048056861 43.0281604197849)"
p21,p14,"LINESTRING(-108.395048056861 43.0281604197849,-117.016588991141 46.4166099233792)"
p22,p40,"LINESTRING(-106.66107774 44.340041,-98.357986289243 40.9222682892426)"
p163,p204,"LINESTRING(-106.238907145723 31.1609394588711,-114.502433556963 32.0765762869995)"
p204,p163,"LINESTRING(-114.502433556963 32.0765762869995,-106.238907145723 31.1609394588711)"
p26,p35,"LINESTRING(-109.528002158428 40.4553975617018,-105.839984376838 46.4088842967516)"
p35,p26,"LINESTRING(-105.839984376838 46.4088842967516,-109.528002158428 40.4553975617018)"
p156,p131,"LINESTRING(-63.2463204795681 46.4009827781187,-71.0719595321869 42.3319060017023)"
p34,p41,"LINESTRING(-104.791986329959 38.8629624624115,-96.0099900734133 41.2400008331892)"
p178,p165,"LINESTRING(-104.907286793293 21.4220858927954,-106.1153364555 28.0477762634166)"
p60,p158,"LINESTRING(-101.475186199737 32.2431856476064,-109.478722970365 30.4118017092501)"
p134,p120,"LINESTRING(-70.2152596452502 44.1007047720027,-77.64509082 39.93275473)"
p101,p89,"LINESTRING(-82.4605667099668 27.9489337929859,-86.8249951596396 33.5300063263225)"
p96,p123,"LINESTRING(-79.9921047380627 32.7923769317883,-77.0113644394371 38.901495235087)"
p201,p29,"LINESTRING(-116.63275694709 32.3896656272299,-109.16755915 35.69539952)"
p29,p201,"LINESTRING(-109.16755915 35.69539952,-116.63275694709 32.3896656272299)"
p57,p61,"LINESTRING(-94.7402742937857 32.5005342804199,-102.88091183 30.90188409)"
p148,p121,"LINESTRING(-73.2941446698144 45.3946750256179,-77.7202795834312 39.6416487824015)"
p160,p172,"LINESTRING(-108.208882912979 25.7583536915336,-100.422226893188 25.9744104538249)"
p27,p59,"LINESTRING(-114.308278851156 34.4982934763913,-106.511941018331 31.7819298053712)"
p59,p27,"LINESTRING(-106.511941018331 31.7819298053712,-114.308278851156 34.4982934763913)"
p145,p103,"LINESTRING(-82.2026985499697 48.7649977683787,-83.0820016464927 42.3319060017023)"
p19,p3,"LINESTRING(-106.635258831594 48.1839697459774,-117.419949383395 47.6699959504023)"
p3,p19,"LINESTRING(-117.419949383395 47.6699959504023,-106.635258831594 48.1839697459774)"
p26,p52,"LINESTRING(-109.528002158428 40.4553975617018,-100.86408654967 37.9752130320694)"
p66,p172,"LINESTRING(-94.101682781739 30.086263040176,-100.422226893188 25.9744104538249)"
p49,p57,"LINESTRING(-101.479501181834 36.6858085317387,-94.7402742937857 32.5005342804199)"
p25,p27,"LINESTRING(-111.931997781048 40.7769621540401,-114.308278851156 34.4982934763913)"
p27,p25,"LINESTRING(-114.308278851156 34.4982934763913,-111.931997781048 40.7769621540401)"
p191,p195,"LINESTRING(-99.4366141777358 17.5874581040656,-92.4621129264314 16.4440161634584)"
p195,p191,"LINESTRING(-92.4621129264314 16.4440161634584,-99.4366141777358 17.5874581040656)"
p96,p100,"LINESTRING(-79.9921047380627 32.7923769317883,-78.1666347673523 39.178731301931)"
p157,p161,"LINESTRING(-111.266519364596 29.9936882178759,-106.935479634913 24.3756966070532)"
p161,p157,"LINESTRING(-106.935479634913 24.3756966070532,-111.266519364596 29.9936882178759)"
p20,p33,"LINESTRING(-108.54000044944 45.7883020213584,-104.985961810968 39.7411339069655)"
p33,p20,"LINESTRING(-104.985961810968 39.7411339069655,-108.54000044944 45.7883020213584)"
p149,p119,"LINESTRING(-74.8472312312428 46.9925202219928,-77.8602452002939 40.7937231639167)"
p156,p129,"LINESTRING(-63.2463204795681 46.4009827781187,-73.2124668799627 44.4757981557933)"
p12,p16,"LINESTRING(-119.820009604758 39.5299760122188,-112.033301434154 43.4666866242138)"
p16,p12,"LINESTRING(-112.033301434154 43.4666866242138,-119.820009604758 39.5299760122188)"
p163,p49,"LINESTRING(-106.238907145723 31.1609394588711,-101.479501181834 36.6858085317387)"
p49,p163,"LINESTRING(-101.479501181834 36.6858085317387,-106.238907145723 31.1609394588711)"
p14,p19,"LINESTRING(-117.016588991141 46.4166099233792,-106.635258831594 48.1839697459774)"
p19,p14,"LINESTRING(-106.635258831594 48.1839697459774,-117.016588991141 46.4166099233792)"
p162,p169,"LINESTRING(-105.968131351165 23.196510250903,-99.3454452788888 26.7668789730515)"
p91,p93,"LINESTRING(-87.21712 30.421167,-86.4436489275417 36.9906994822608)"
p33,p48,"LINESTRING(-104.985961810968 39.7411339069655,-101.87996769388 33.5800032745648)"
p48,p33,"LINESTRING(-101.87996769388 33.5800032745648,-104.985961810968 39.7411339069655)"
p64,p177,"LINESTRING(-97.7447242214212 30.2688955442973,-99.2177562787674 23.6443324364708)"
p194,p175,"LINESTRING(-93.0258267375822 17.9581365745392,-98.2208072774353 22.8919218594279)"
p183,p173,"LINESTRING(-104.062775055913 19.1357314587546,-101.203342455042 25.4994310223412)"
p90,p96,"LINESTRING(-88.0499849871184 30.6800252472094,-79.9921047380627 32.7923769317883)"
p96,p90,"LINESTRING(-79.9921047380627 32.7923769317883,-88.0499849871184 30.6800252472094)"
p14,p25,"LINESTRING(-117.016588991141 46.4166099233792,-111.931997781048 40.7769621540401)"
p25,p14,"LINESTRING(-111.931997781048 40.7769621540401,-117.016588991141 46.4166099233792)"
p66,p89,"LINESTRING(-94.101682781739 30.086263040176,-86.8249951596396 33.5300063263225)"
p30,p62,"LINESTRING(-110.891932066526 32.2069426227557,-102.36722477396 31.8455613393366)"
p96,p116,"LINESTRING(-79.9921047380627 32.7923769317883,-81.5616471778477 39.2666587514756)"
p178,p190,"LINESTRING(-104.907286793293 21.4220858927954,-97.9507085120238 19.0699632855265)"
p190,p178,"LINESTRING(-97.9507085120238 19.0699632855265,-104.907286793293 21.4220858927954)"
p161,p184,"LINESTRING(-106.935479634913 24.3756966070532,-101.743390938646 19.3606007858006)"
p138,p7,"LINESTRING(-118.424113568999 50.5206295077083,-116.96188948756 44.0266266063123)"
p7,p138,"LINESTRING(-116.96188948756 44.0266266063123,-118.424113568999 50.5206295077083)"
p185,p166,"LINESTRING(-101.638665794338 18.0543354997246,-105.052527418409 24.232600490598)"
p193,p184,"LINESTRING(-94.634006603569 17.8586152701758,-101.743390938646 19.3606007858006)"
p194,p174,"LINESTRING(-93.0258267375822 17.9581365745392,-99.0146229506645 22.0562165828326)"
p152,p155,"LINESTRING(-66.3733859464408 46.6103369615523,-56.0238805311544 48.7131734620278)"
p155,p152,"LINESTRING(-56.0238805311544 48.7131734620278,-66.3733859464408 46.6103369615523)"
p193,p199,"LINESTRING(-94.634006603569 17.8586152701758,-87.7258788550823 20.1922789562231)"
p199,p193,"LINESTRING(-87.7258788550823 20.1922789562231,-94.634006603569 17.8586152701758)"
p22,p7,"LINESTRING(-106.66107774 44.340041,-116.96188948756 44.0266266063123)"
p7,p22,"LINESTRING(-116.96188948756 44.0266266063123,-106.66107774 44.340041)"
p35,p44,"LINESTRING(-105.839984376838 46.4088842967516,-95.78703761 44.44491793)"
p58,p92,"LINESTRING(-90.0419127386428 29.9969483193615,-86.76913977 36.1715035299999)"
p161,p177,"LINESTRING(-106.935479634913 24.3756966070532,-99.2177562787674 23.6443324364708)"
p170,p189,"LINESTRING(-98.2849872683049 25.8163982813975,-96.5548543289361 19.0725025885487)"
p189,p170,"LINESTRING(-96.5548543289361 19.0725025885487,-98.2849872683049 25.8163982813975)"
p160,p61,"LINESTRING(-108.208882912979 25.7583536915336,-102.88091183 30.90188409)"
p164,p203,"LINESTRING(-107.462318821811 30.3622434887791,-115.578396421413 32.4501042047207)"
p203,p164,"LINESTRING(-115.578396421413 32.4501042047207,-107.462318821811 30.3622434887791)"
p11,p29,"LINESTRING(-117.18193572866 32.8219696816773,-109.16755915 35.69539952)"
p29,p11,"LINESTRING(-109.16755915 35.69539952,-117.18193572866 32.8219696816773)"
p10,p157,"LINESTRING(-118.18192636994 33.9919241087654,-111.266519364596 29.9936882178759)"
p157,p10,"LINESTRING(-111.266519364596 29.9936882178759,-118.18192636994 33.9919241087654)"
p25,p32,"LINESTRING(-111.931997781048 40.7769621540401,-103.230557090044 44.080550963409)"
p19,p39,"LINESTRING(-106.635258831594 48.1839697459774,-103.660685874225 41.8675077505093)"
p39,p19,"LINESTRING(-103.660685874225 41.8675077505093,-106.635258831594 48.1839697459774)"
p204,p31,"LINESTRING(-114.502433556963 32.0765762869995,-106.641330812388 35.104974791498)"
p31,p204,"LINESTRING(-106.641330812388 35.104974791498,-114.502433556963 32.0765762869995)"
p161,p163,"LINESTRING(-106.935479634913 24.3756966070532,-106.238907145723 31.1609394588711)"
p163,p161,"LINESTRING(-106.238907145723 31.1609394588711,-106.935479634913 24.3756966070532)"
p157,p61,"LINESTRING(-111.266519364596 29.9936882178759,-102.88091183 30.90188409)"
p27,p164,"LINESTRING(-114.308278851156 34.4982934763913,-107.462318821811 30.3622434887791)"
p148,p115,"LINESTRING(-73.2941446698144 45.3946750256179,-80.0019312526002 40.4319444538432)"
p59,p65,"LINESTRING(-106.511941018331 31.7819298053712,-98.5092511989633 29.489279048526)"
p65,p59,"LINESTRING(-98.5092511989633 29.489279048526,-106.511941018331 31.7819298053712)"
p66,p168,"LINESTRING(-94.101682781739 30.086263040176,-102.162149643101 28.3185786352348)"
p24,p45,"LINESTRING(-104.819710735883 41.1400069367046,-94.99698758 42.42384459)"
p160,p30,"LINESTRING(-108.208882912979 25.7583536915336,-110.891932066526 32.2069426227557)"
p30,p160,"LINESTRING(-110.891932066526 32.2069426227557,-108.208882912979 25.7583536915336)"
p66,p62,"LINESTRING(-94.101682781739 30.086263040176,-102.36722477396 31.8455613393366)"
p161,p186,"LINESTRING(-106.935479634913 24.3756966070532,-100.162614869147 21.018617447262)"
p1,p18,"LINESTRING(-122.341930845868 47.5719479125307,-111.299987021717 47.500290546756)"
p18,p1,"LINESTRING(-111.299987021717 47.500290546756,-122.341930845868 47.5719479125307)"
p162,p175,"LINESTRING(-105.968131351165 23.196510250903,-98.2208072774353 22.8919218594279)"
p22,p37,"LINESTRING(-106.66107774 44.340041,-96.7894257016716 46.8772278026129)"
p37,p22,"LINESTRING(-96.7894257016716 46.8772278026129,-106.66107774 44.340041)"
p205,p167,"LINESTRING(-112.018510360231 25.9195724170294,-103.999146896244 25.7821659593904)"
p37,p39,"LINESTRING(-96.7894257016716 46.8772278026129,-103.660685874225 41.8675077505093)"
p39,p37,"LINESTRING(-103.660685874225 41.8675077505093,-96.7894257016716 46.8772278026129)"
p150,p151,"LINESTRING(-69.3649287709957 47.3993452645939,-71.6809027089785 53.9683439528977)"
p151,p150,"LINESTRING(-71.6809027089785 53.9683439528977,-69.3649287709957 47.3993452645939)"
p39,p70,"LINESTRING(-103.660685874225 41.8675077505093,-93.6199809181302 41.5799800812373)"
p163,p64,"LINESTRING(-106.238907145723 31.1609394588711,-97.7447242214212 30.2688955442973)"
p31,p50,"LINESTRING(-106.641330812388 35.104974791498,-97.5206293727874 35.4719888060368)"
p134,p121,"LINESTRING(-70.2152596452502 44.1007047720027,-77.7202795834312 39.6416487824015)"
p33,p38,"LINESTRING(-104.985961810968 39.7411339069655,-96.729997804536 43.5499890330683)"
p36,p46,"LINESTRING(-100.783316285997 46.8083172801516,-91.2394285499568 43.8013690379522)"
p16,p34,"LINESTRING(-112.033301434154 43.4666866242138,-104.791986329959 38.8629624624115)"
p34,p16,"LINESTRING(-104.791986329959 38.8629624624115,-112.033301434154 43.4666866242138)"
p58,p84,"LINESTRING(-90.0419127386428 29.9969483193615,-90.4026837582867 36.7601967560229)"
p96,p88,"LINESTRING(-79.9921047380627 32.7923769317883,-88.7033301205846 34.2579205515856)"
p150,p132,"LINESTRING(-69.3649287709957 47.3993452645939,-73.2019070419611 41.1819245156953)"
p148,p111,"LINESTRING(-73.2941446698144 45.3946750256179,-81.6969440699897 41.4719326537173)"
p58,p65,"LINESTRING(-90.0419127386428 29.9969483193615,-98.5092511989633 29.489279048526)"
p27,p9,"LINESTRING(-114.308278851156 34.4982934763913,-122.417168773552 37.7691956296874)"
p9,p27,"LINESTRING(-122.417168773552 37.7691956296874,-114.308278851156 34.4982934763913)"
p33,p35,"LINESTRING(-104.985961810968 39.7411339069655,-105.839984376838 46.4088842967516)"
p35,p33,"LINESTRING(-105.839984376838 46.4088842967516,-104.985961810968 39.7411339069655)"
p91,p84,"LINESTRING(-87.21712 30.421167,-90.4026837582867 36.7601967560229)"
p37,p81,"LINESTRING(-96.7894257016716 46.8772278026129,-90.5346136899278 41.4933962189324)"
p161,p169,"LINESTRING(-106.935479634913 24.3756966070532,-99.3454452788888 26.7668789730515)"
p20,p4,"LINESTRING(-108.54000044944 45.7883020213584,-119.27649915 47.13184305)"
p4,p20,"LINESTRING(-119.27649915 47.13184305,-108.54000044944 45.7883020213584)"
p202,p59,"LINESTRING(-114.954083348068 30.2430416764861,-106.511941018331 31.7819298053712)"
p59,p202,"LINESTRING(-106.511941018331 31.7819298053712,-114.954083348068 30.2430416764861)"
p145,p79,"LINESTRING(-82.2026985499697 48.7649977683787,-87.921912942085 43.0546009073042)"
p183,p189,"LINESTRING(-104.062775055913 19.1357314587546,-96.5548543289361 19.0725025885487)"
p189,p183,"LINESTRING(-96.5548543289361 19.0725025885487,-104.062775055913 19.1357314587546)"
p23,p42,"LINESTRING(-105.505250286667 44.2831742544253,-95.98582149 47.536101)"
p42,p23,"LINESTRING(-95.98582149 47.536101,-105.505250286667 44.2831742544253)"
p159,p203,"LINESTRING(-109.605571037534 27.5159989649668,-115.578396421413 32.4501042047207)"
p203,p159,"LINESTRING(-115.578396421413 32.4501042047207,-109.605571037534 27.5159989649668)"
p134,p146,"LINESTRING(-70.2152596452502 44.1007047720027,-80.6923455145141 43.5705988144701)"
p58,p56,"LINESTRING(-90.0419127386428 29.9969483193615,-94.1572091082366 36.0629783315409)"
p18,p25,"LINESTRING(-111.299987021717 47.500290546756,-111.931997781048 40.7769621540401)"
p25,p18,"LINESTRING(-111.931997781048 40.7769621540401,-111.299987021717 47.500290546756)"
p42,p79,"LINESTRING(-95.98582149 47.536101,-87.921912942085 43.0546009073042)"
p26,p49,"LINESTRING(-109.528002158428 40.4553975617018,-101.479501181834 36.6858085317387)"
p91,p97,"LINESTRING(-87.21712 30.421167,-80.8319839462883 35.206940384812)"
p24,p44,"LINESTRING(-104.819710735883 41.1400069367046,-95.78703761 44.44491793)"
p47,p53,"LINESTRING(-104.522467897341 33.3945365590693,-97.32803106 37.69426323)"
p140,p2,"LINESTRING(-112.151925867628 51.2844118425023,-120.50683379 46.6160627800001)"
p2,p140,"LINESTRING(-120.50683379 46.6160627800001,-112.151925867628 51.2844118425023)"
p197,p190,"LINESTRING(-90.4314199853602 18.7399792150412,-97.9507085120238 19.0699632855265)"
p25,p31,"LINESTRING(-111.931997781048 40.7769621540401,-106.641330812388 35.104974791498)"
p31,p25,"LINESTRING(-106.641330812388 35.104974791498,-111.931997781048 40.7769621540401)"
p192,p179,"LINESTRING(-96.731002823498 17.4607698278138,-103.582753625878 20.501585150901)"
p33,p50,"LINESTRING(-104.985961810968 39.7411339069655,-97.5206293727874 35.4719888060368)"
p193,p177,"LINESTRING(-94.634006603569 17.8586152701758,-99.2177562787674 23.6443324364708)"
p101,p95,"LINESTRING(-82.4605667099668 27.9489337929859,-82.3941545020697 34.8529229929944)"
p149,p126,"LINESTRING(-74.8472312312428 46.9925202219928,-74.7433553483933 40.216962503107)"
p163,p166,"LINESTRING(-106.238907145723 31.1609394588711,-105.052527418409 24.232600490598)"
p14,p22,"LINESTRING(-117.016588991141 46.4166099233792,-106.66107774 44.340041)"
p22,p14,"LINESTRING(-106.66107774 44.340041,-117.016588991141 46.4166099233792)"
p42,p40,"LINESTRING(-95.98582149 47.536101,-98.357986289243 40.9222682892426)"
p183,p192,"LINESTRING(-104.062775055913 19.1357314587546,-96.731002823498 17.4607698278138)"
p192,p183,"LINESTRING(-96.731002823498 17.4607698278138,-104.062775055913 19.1357314587546)"
p201,p9,"LINESTRING(-116.63275694709 32.3896656272299,-122.417168773552 37.7691956296874)"
p9,p201,"LINESTRING(-122.417168773552 37.7691956296874,-116.63275694709 32.3896656272299)"
p145,p104,"LINESTRING(-82.2026985499697 48.7649977683787,-85.5871895769524 42.292158832868)"
p197,p188,"LINESTRING(-90.4314199853602 18.7399792150412,-97.7701586082275 20.8348214371417)"
p13,p157,"LINESTRING(-115.221952004694 36.2119436400243,-111.266519364596 29.9936882178759)"
p157,p13,"LINESTRING(-111.266519364596 29.9936882178759,-115.221952004694 36.2119436400243)"
p26,p27,"LINESTRING(-109.528002158428 40.4553975617018,-114.308278851156 34.4982934763913)"
p27,p26,"LINESTRING(-114.308278851156 34.4982934763913,-109.528002158428 40.4553975617018)"
p96,p109,"LINESTRING(-79.9921047380627 32.7923769317883,-85.7506501246934 38.2269627643814)"
p102,p96,"LINESTRING(-80.2260519394501 25.7895565550215,-79.9921047380627 32.7923769317883)"
p96,p102,"LINESTRING(-79.9921047380627 32.7923769317883,-80.2260519394501 25.7895565550215)"
p34,p51,"LINESTRING(-104.791986329959 38.8629624624115,-95.9300207944416 36.120003274575)"
p10,p29,"LINESTRING(-118.18192636994 33.9919241087654,-109.16755915 35.69539952)"
p202,p163,"LINESTRING(-114.954083348068 30.2430416764861,-106.238907145723 31.1609394588711)"
p14,p35,"LINESTRING(-117.016588991141 46.4166099233792,-105.839984376838 46.4088842967516)"
p35,p14,"LINESTRING(-105.839984376838 46.4088842967516,-117.016588991141 46.4166099233792)"
p138,p139,"LINESTRING(-118.424113568999 50.5206295077083,-125.866450682149 56.1685481656325)"
p139,p138,"LINESTRING(-125.866450682149 56.1685481656325,-118.424113568999 50.5206295077083)"
p36,p69,"LINESTRING(-100.783316285997 46.8083172801516,-92.3427978940366 42.4931543162673)"
p25,p35,"LINESTRING(-111.931997781048 40.7769621540401,-105.839984376838 46.4088842967516)"
p35,p25,"LINESTRING(-105.839984376838 46.4088842967516,-111.931997781048 40.7769621540401)"
p66,p48,"LINESTRING(-94.101682781739 30.086263040176,-101.87996769388 33.5800032745648)"
p205,p163,"LINESTRING(-112.018510360231 25.9195724170294,-106.238907145723 31.1609394588711)"
p15,p23,"LINESTRING(-116.227489870044 43.6085901072873,-105.505250286667 44.2831742544253)"
p23,p15,"LINESTRING(-105.505250286667 44.2831742544253,-116.227489870044 43.6085901072873)"
p134,p123,"LINESTRING(-70.2152596452502 44.1007047720027,-77.0113644394371 38.901495235087)"
